Name,Player Id
2017,Philippe Coutinho,80767
2017,Sergio Agüero,14260
2017,Alex Oxlade Chamberlain,84146
2017,Kevin De Bruyne,73084
2017,Henri Saivet,34949
2017,Mohamed Salah,108226
2017,Eden Hazard,33404
2017,Harry Kane,83532
2017,David Silva,14102
2017,Alexis Sánchez,25244
2017,Raheem Sterling,97692
2017,Leroy Sané,144711
2017,Paulo Gazzaniga,104732
2017,Aaron Wan-Bissaka,331924
2017,Paul Pogba,97752
2017,Fernandinho,19119
2017,Jérémy Pied,42248
2017,Christian Eriksen,69344
2017,Roberto Firmino,96182
2017,Shkodran Mustafi,80921
2017,Wilfried Zaha,85059
2017,Virgil van Dijk,95408
2017,Henrikh Mkhitaryan,28421
2017,Sergio Romero,33831
2017,Alexis Sánchez,25244
2017,Pierre-Emerick Aubameyang,44120
2017,James Tomkins,33930
2017,Romelu Lukaku,78498
2017,Riyad Mahrez,104749
2017,Sèrge Aurier,83683
2017,Emre Can,111212
2017,Kyle Walker-Peters,313672
2017,Sadio Mané,109915
2017,Aaron Ramsey,26820
2017,Jan Vertonghen,21778
2017,Mesut Özil,13756
2017,N'Golo Kanté,114075
2017,Chris Smalling,71345
2017,James Tarkowski,131464
2017,Phil Jones,81726
2017,Nemanja Matic,38128
2017,César Azpilicueta,25931
2017,Shane Duffy,75692
2017,Kevin Long,74606
2017,Fabian Delph,27213
2017,Wilfred Ndidi,327683
2017,Nicolás Otamendi,75691
2017,Marcos Alonso,84008
2017,Nacho Monreal,23072
2017,Theo Walcott,13796
2017,Ben Mee,94935
2017,Kurt Zouma,106086
2017,Ashley Young,8166
2017,Andros Townsend,71522
2017,Oleksandr Zinchenko,273257
2017,Joe Gomez,136451
2017,Christopher Schindler,132360
2017,Robert Brady,93473
2017,Alexander Sørloth,302497
2017,Cesc Fàbregas,8040
2017,Virgil van Dijk,95408
2017,Ryan Shawcross,29798
2017,Aymeric Laporte,122117
2017,Dele Alli,131519
2017,Alexandre Lacazette,73078
2017,Ben Davies,103837
2017,Ruben Loftus-Cheek,255777
2017,Laurent Koscielny,30051
2017,Harry Maguire,99487
2017,Marko Arnautovic,34693
2017,Antonio Valencia,18296
2017,Lasse Sørensen,355133
2017,Florian Lejeune,80758
2017,Kyle Walker,69778
2017,Gabriel Jesus,279379
2017,Manuel Lanzini,89998
2017,Jamaal Lascelles,105171
2017,Vincent Kompany,10136
2017,Kieran Trippier,83078
2017,Eric Bailly,243814
2017,Arthur Masuaku,122980
2017,Lewis Dunk,86441
2017,Jóhann Gudmundsson,41868
2017,Andy Robertson,115726
2017,Craig Dawson,73063
2017,Terence Kongolo,109117
2017,Granit Xhaka,89401
2017,Badou Ndiaye,112698
2017,Trent Alexander-Arnold,318871
2017,Luka Milivojevic,70493
2017,Willian,29463
2017,Abdoulaye Doucouré,116317
2017,Dejan Lovren,29106
2017,Son Heung-Min,91909
2017,Ahmed Hegazy,108724
2017,Jamie Vardy,106981
2017,Cuco Martina,43712
2017,Matthew Lowton,80067
2017,Matt Targett,136776
2017,Simon Francis,9298
2017,Henrikh Mkhitaryan,28421
2017,Yohan Benalouane,29574
2017,Eric Dier,117973
2017,Kenedy,132838
2017,Idrissa Gueye,80464
2017,David Ospina,36745
2017,Jordan Henderson,68659
2017,Marouane Fellaini,22738
2017,Davinson Sánchez,322655
2017,Jesús Gámez,18538
2017,Michael Keane,107941
2017,Álvaro Morata,91213
2017,Christian Kabasele,68393
2017,Mario Lemina,123481
2017,Nick Pope,105720
2017,Eric Choupo-Moting,29809
2017,Chris Brunt,8507
2017,Oriol Romeu,90780
2017,James Collins,8148
2017,Antonio Rüdiger,104010
2017,Sead Kolasinac,110260
2017,Joël Matip,74341
2017,Jordan Ayew,67491
2017,Danilo,88300
2017,Christian Benteke,68312
2017,Younes Kaboul,14805
2017,Victor Moses,33064
2017,Mousa Dembélé,12187
2017,José Fonte,19859
2017,Steve Cook,68662
2017,Mike van der Hoorn,101605
2017,Lukasz Fabianski,20973
2017,Wesley Hoedt,141172
2017,Stephen Ward,15764
2017,John Stones,101374
2017,Nathan Aké,122945
2017,Michail Antonio,69517
2017,Gylfi Sigurdsson,69346
2017,Alex Iwobi,136824
2017,Joshua King,81026
2017,Alex Oxlade Chamberlain,84146
2017,Anthony Martial,122366
2017,Junior Stanislas,69912
2017,Joe Allen,23444
2017,Jonjoe Kenny,255961
2017,Xherdan Shaqiri,76304
2017,Phil Bardsley,18181
2017,Benjamin Mendy,105962
2017,Juan Mata,25363
2017,Séamus Coleman,31826
2017,Tiémoué Bakayoko,135211
2017,Chancel Mbemba,104368
2017,Gary Cahill,11981
2017,Nathaniel Chalobah,92729
2017,Aaron Mooy,318153
2017,Maya Yoshida,37204
2017,Luke Shaw,118244
2017,Pedro Obiang,70676
2017,Peter Crouch,3807
2017,Mohamed Diamé,27188
2017,David Luiz,27586
2017,Iborra,34052
2017,Mikel Merino,238916
2017,Richarlison,317804
2017,Kyle Naughton,34131
2017,Matt Ritchie,68648
2017,Daley Blind,70033
2017,Claudio Bravo,14199
2017,David de Gea,79554
2017,Robert Elliot,13450
2017,Eldin Jakupovic,18310
2017,Jack Wilshere,42686
2017,Phil Jagielka,6105
2017,Jesse Lingard,109000
2017,Joel Ward,43105
2017,Ben Chilwell,299272
2017,Christian Fuchs,12431
2017,Pascal Groß,71824
2017,Alfie Mawson,135727
2017,Mason Holgate,297544
2017,Marvin Zeegelaar,78152
2017,Ragnar Klavan,10839
2017,Mark Noble,8247
2017,Mamadou Sakho,29575
2017,Cheikhou Kouyaté,66741
2017,Marc Albrighton,42147
2017,Gerard Deulofeu,98317
2017,Andreas Christensen,130331
2017,Alberto Moreno,113275
2017,Yohan Cabaye,12376
2017,Patrick van Aanholt,78221
2017,Jack Stephens,92550
2017,Dale Stephens,24238
2017,Héctor Bellerín,125211
2017,Chris Wood,73380
2017,Ciaran Clark,70099
2017,Georginio Wijnaldum,33568
2017,Anthony Knockaert,86794
2017,Bernardo Silva,136741
2017,James Milner,4511
2017,Dusan Tadic,29474
2017,Olivier Giroud,24444
2017,Jonny Evans,22079
2017,Steve Mounié,135259
2017,Adrián,73399
2017,Salomón Rondón,25964
2017,Steven Defour,19155
2017,Calum Chambers,124316
2017,Aleksandar Dragovic,40560
2017,Daryl Janmaat,32323
2017,Daniel Sturridge,23736
