Name,Player Id
2019,Kevin De Bruyne,73084
2019,Bruno Fernandes,123761
2019,Ricardo Pereira,120763
2019,Adama Traoré,140088
2019,Riyad Mahrez,104749
2019,Sadio Mané,109915
2019,Mohamed Salah,108226
2019,Raheem Sterling,97692
2019,Marcus Rashford,300299
2019,James Maddison,137015
2019,Harry Kane,83532
2019,Virgil van Dijk,95408
2019,Anthony Martial,122366
2019,Willian,29463
2019,Marcos Alonso,84008
2019,Michail Antonio,69517
2019,Allan Saint-Maximin,135891
2019,Joël Matip,74341
2019,David Silva,14102
2019,Gabriel Jesus,279379
2019,Raúl Jiménez,108186
2019,Son Heung-Min,91909
2019,Jack Grealish,113069
2019,Wilfred Ndidi,327683
2019,Jamie Vardy,106981
2019,João Cancelo,128967
2019,Trent Alexander-Arnold,318871
2019,Aaron Wan-Bissaka,331924
2019,Richarlison,317804
2019,Willy Boly,97587
2019,James Tarkowski,131464
2019,Paul Pogba,97752
2019,Christian Pulisic,302692
2019,Sergio Agüero,14260
2019,Lucas Digne,89925
2019,James Ward-Prowse,105172
2019,Jordan Henderson,68659
2019,Tomás Soucek,143595
2019,Roberto Firmino,96182
2019,César Azpilicueta,25931
2019,Harry Maguire,99487
2019,Danny Ings,91762
2019,Andy Robertson,115726
2019,Dejan Lovren,29106
2019,Rodri,303139
2019,Sébastien Haller,236544
2019,Emiliano Buendía,260592
2019,Luke Thomas,396317
2019,Nicolas Pépé,239872
2019,Sèrge Aurier,83683
2019,Dwight McNeil,357427
2019,Diego Rico,323352
2019,Troy Deeney,25832
2019,Çaglar Söyüncü,317998
2019,Bernardo Silva,136741
2019,Pierre-Emerick Aubameyang,44120
2019,Emiliano Martínez,102248
2019,João Moutinho,16161
2019,Declan Rice,332325
2019,Nemanja Matic,38128
2019,John McGinn,318449
2019,Aymeric Laporte,122117
2019,Japhet Tanganga,384063
2019,Jarrod Bowen,322596
2019,Matt Doherty,94042
2019,Hugo Lloris,25604
2019,Wilfried Zaha,85059
2019,Chris Basham,35607
2019,Jonjo Shelvey,40027
2019,Lucas Moura,92508
2019,Ben Chilwell,299272
2019,Nathan Redmond,86425
2019,Felipe Anderson,93026
2019,Pablo Marí,141032
2019,Mateo Kovacic,93894
2019,Naby Keïta,243510
2019,Shkodran Mustafi,80921
2019,John Egan,108632
2019,Jack O'Connell,134473
2019,Jordan Ayew,67491
2019,Alexandre Lacazette,73078
2019,Djibril Sidibé,10454
2019,Scott McTominay,336915
2019,Phil Bardsley,18181
2019,Mason Mount,343346
2019,Kurt Zouma,106086
2019,Étienne Capoue,33590
2019,Tammy Abraham,317506
2019,Kyle Walker,69778
2019,Reece James,361330
2019,Jonny Evans,22079
2019,N'Golo Kanté,114075
