Name,Player Id
2015,Riyad Mahrez,104749
2015,Dimitri Payet,14058
2015,Alexis Sánchez,25244
2015,Mousa Dembélé,12187
2015,Mesut Özil,13756
2015,N'Golo Kanté,114075
2015,Virgil van Dijk,95408
2015,Harry Kane,83532
2015,Santi Cazorla,4522
2015,Jamie Vardy,106981
2015,Christian Fuchs,12431
2015,Jordan Amavi,134902
2015,Laurent Koscielny,30051
2015,Nicolás Otamendi,75691
2015,Christian Eriksen,69344
2015,Kevin De Bruyne,73084
2015,Sergio Agüero,14260
2015,Luke Shaw,118244
2015,Andros Townsend,71522
2015,Dele Alli,131519
2015,Michail Antonio,69517
2015,Ross Barkley,92547
2015,Danny Drinkwater,75138
2015,Philippe Coutinho,80767
2015,Troy Deeney,25832
2015,Vincent Kompany,10136
2015,David Silva,14102
2015,Lamine Koné,34214
2015,Cédric Soares,69945
2015,Cheikhou Kouyaté,66741
2015,Kieran Trippier,83078
2015,Nacho Monreal,23072
2015,Danny Rose,24711
2015,Idrissa Gueye,80464
2015,Sébastien Pocognoli,19610
2015,Gaël Clichy,6042
2015,Gabriel Paulista,76810
2015,Anthony Martial,122366
2015,Yohan Cabaye,12376
2015,Yaya Touré,14053
2015,Aaron Ramsey,26820
2015,Timm Klose,77114
2015,Manuel Lanzini,89998
2015,James Milner,4511
2015,Phil Jagielka,6105
2015,Jonny Evans,22079
2015,Willian,29463
2015,Roberto Firmino,96182
2015,Kyle Walker,69778
2015,Ashley Williams,8408
2015,Héctor Bellerín,125211
2015,Younes Kaboul,14805
2015,Winston Reid,19277
2015,Ramiro Funes Mori,121454
2015,Chris Smalling,71345
2015,Fernandinho,19119
2015,Toby Alderweireld,69933
2015,Simon Francis,9298
2015,Romelu Lukaku,78498
2015,Robert Brady,93473
2015,Robert Huth,4145
2015,Erik Lamela,75830
2015,Mark Noble,8247
2015,Nathan Aké,122945
2015,Sadio Mané,109915
2015,Daley Blind,70033
2015,Yannick Bolasie,69844
2015,Cesc Fàbregas,8040
2015,Aleksandar Kolarov,12267
2015,Jordan Henderson,68659
2015,Danny Simpson,23683
2015,Brede Hangeland,3165
2015,Bacary Sagna,19471
2015,Daniel Sturridge,23736
2015,Patrick van Aanholt,78221
2015,David Ospina,36745
2015,Eden Hazard,33404
2015,Francis Coquelin,69738
2015,Yann M'Vila,33886
2015,Lucas Leiva,31451
2015,Jan Kirchhoff,69609
2015,Karl Darlow,70483
2015,Diego Costa,24248
2015,Graziano Pellè,17909
2015,Adam Lallana,21683
2015,Wes Morgan,8157
2015,Mamadou Sakho,29575
2015,Heurelho Gomes,10133
2015,Dusan Tadic,29474
2015,Giannelli Imbula,81959
2015,Olivier Giroud,24444
2015,Wayne Rooney,3859
2015,Eric Dier,117973
2015,Jan Vertonghen,21778
2015,Danny Welbeck,39308
2015,Alberto Moreno,113275
2015,Antonio Valencia,18296
2015,Emre Can,111212
2015,Marko Arnautovic,34693
2015,Scott Dann,12124
2015,Marc Albrighton,42147
2015,Jack Cork,22847
2015,Moussa Sissoko,29595
2015,Thomas Robson,252285
2015,Steven Davis,9734
2015,Gareth Barry,188
2015,José Fonte,19859
2015,Pedro,44055
2015,Wilfried Zaha,85059
2015,Stephen Kingsley,100718
2015,Steve Cook,68662
2015,César Azpilicueta,25931
2015,Mauro Zárate,14524
2015,Victor Wanyama,71714
2015,Jordan Pickford,110189
2015,Craig Dawson,73063
2015,Shane Long,13798
2015,Jores Okore,99901
2015,Étienne Capoue,33590
2015,Philipp Wollscheid,86173
2015,James Morrison,10498
2015,Claudio Yacob,35691
2015,Chancel Mbemba,104368
2015,Federico Fernández,44847
2015,Wahbi Khazri,71381
2015,Jason Puncheon,9156
2015,André Ayew,30060
2015,Nemanja Matic,38128
2015,Pablo Zabaleta,14244
2015,Vito Mannone,21682
2015,Dejan Lovren,29106
2015,Erik Pieters,24148
2015,Gareth McAuley,8773
2015,Odion Ighalo,31376
2015,Fernando,31958
2015,Kevin Stewart,107846
2015,Ben Watson,10254
2015,Petr Cech,6775
2015,Joel Ward,43105
2015,Marcus Rashford,300299
2015,Martin Skrtel,19840
2015,Marcos Rojo,70050
2015,Joleon Lescott,8137
2015,Matt Targett,136776
2015,Andy Carroll,23383
2015,James Collins,8148
2015,Ryan Bertrand,22846
2015,José Holebas,21499
2015,Glen Johnson,4574
2015,Morgan Schneiderlin,29544
2015,Tony Hibbert,3030
2015,Gylfi Sigurdsson,69346
2015,Micah Richards,14168
2015,Matteo Darmian,23220
2015,Georginio Wijnaldum,33568
2015,Jonjo Shelvey,40027
2015,Charlie Daniels,24827
2015,Eliaquim Mangala,68852
2015,Séamus Coleman,31826
2015,Jack Butland,107395
2015,Jack Colback,69867
2015,Damien Delaney,8466
2015,Paul Dummett,112009
2015,Angel Rangel,29820
2015,James Tomkins,33930
2015,Junior Stanislas,69912
2015,Brendan Galloway,131523
2015,James McCarthy,31281
2015,Ben Davies,103837
2015,Branislav Ivanovic,15338
2015,Kristoffer Nordfeldt,26236
2015,Diafra Sakho,83297
2015,Jordan Ayew,67491
2015,Cheick Tioté,19396
2015,Lukasz Fabianski,20973
2015,Ciaran Clark,70099
2015,Adam Smith,69877
2015,Kurt Zouma,106086
2015,Bryan Oviedo,83455
2015,Tom Cleverley,69956
2015,Jeffrey Schlupp,91822
2015,Geoff Cameron,38772
2015,Oscar,41065
2015,Jesús Navas,9446
2015,Per Mertesacker,6292
2015,Joe Gomez,136451
2015,Leighton Baines,8222
2015,Angelo Ogbonna,23547
2015,John Stones,101374
2015,Leroy Fer,35174
2015,Mathieu Debuchy,11367
2015,James McArthur,20339
2015,Daryl Janmaat,32323
2015,Sebastián Coates,71268
2015,Kevin Wimmer,101550
2015,DeAndre Yedlin,126958
2015,Phil Bardsley,18181
2015,Christian Benteke,68312
2015,Guillermo Varela,145385
2015,Rudy Gestede,33403
2015,James McClean,76050
2015,Xherdan Shaqiri,76304
2015,Sebastian Prödl,27349
2015,Ryan Shawcross,29798
2015,Adrián,73399
2015,Cuco Martina,43712
2015,Stéphane Sessègnon,14061
2015,Dieumerci Mbokani,22820
2015,Gerard Deulofeu,98317
2015,Gary Cahill,11981
2015,Aaron Cresswell,68049
2015,Juan Mata,25363
2015,Harry Arter,67807
2015,Oriol Romeu,90780
2015,Miguel Britos,36096
2015,Chris Brunt,8507
2015,Donald Love,303379
2015,Glenn Whelan,8505
2015,Ritchie De Laet,31856
2015,Jermain Defoe,2837
2015,Andrew Surman,13447
2015,Nathaniel Clyne,69375
2015,Tom Davies,316077
2015,Kasper Schmeichel,19545
2015,Marouane Fellaini,22738
2015,Steven Caulker,76499
2015,Alex Iwobi,136824
2015,Bersant Celina,300495
2015,Bastian Schweinsteiger,4567
2015,Tim Howard,5582
2015,Bojan,31402
2015,Raheem Sterling,97692
2015,Dan Gosling,13846
2015,Ander Herrera,71174
2015,Mile Jedinak,13727
2015,Jonjoe Kenny,255961
2015,Kelvin Davis,8140
2015,Jonny Howson,23273
2015,Matt Ritchie,68648
2015,Massadio Haïdara,94892
2015,Bertrand Traoré,109807
2015,Asmir Begovic,23122
2015,José Manuel Jurado,14259
2015,Muhamed Besic,90983
2015,Allan-Roméo Nyom,91434
2015,Willy Caballero,34749
2015,Ryan Bennett,25834
2015,Kolo Touré,3817
2015,Mohamed Elneny,125209
2015,Enner Valencia,83895
2015,Joleon Lescott,8137
2015,Fabian Delph,27213
2015,Fraser Forster,29796
2015,Nathan Redmond,86425
2015,Hugo Lloris,25604
2015,Sebastien Bassong,19247
2015,Abdul Rahman Baba,114845
2015,Matthew Pennington,141451
2015,Billy Jones,8236
2015,Carlos Sánchez,26720
2015,Marcin Wasilewski,14621
2015,Almen Abdi,18600
2015,Danny Ward,99165
2015,Mathieu Flamini,6321
2015,Kevin Toner,315545
2015,Steven Fletcher,9766
2015,Aaron Lennon,5625
2015,Joel Campbell,95977
2015,Jeremain Lens,27512
2015,Alexandre Song,10599
2015,Alex McCarthy,38577
2015,Jonjo Shelvey,40027
2015,Ayoze Pérez,135366
2015,Max-Alain Gradel,29814
2015,Jesse Lingard,109000
2015,Vurnon Anita,63885
2015,Jordy Clasie,90802
2015,Wes Hoolahan,19541
2015,James Chester,70285
2015,Joshua King,81026
2015,Cameron Brannagan,141513
2015,Fabio Borini,80882
2015,Joe Hart,8786
2015,Timothy Fosu-Mensah,312739
2015,Cameron Borthwick-Jackson,136454
2015,Craig Cathcart,25241
2015,Arouna Koné,8943
2015,Ben Foster,11530
2015,Pape Souaré,79970
2015,Ashley Westwood,79050
2015,Fabricio Coloccini,2859
2015,Jon Flanagan,94030
2015,Phil Jones,81726
2015,Connor Wickham,73382
2015,John Obi Mikel,15464
2015,Samir Nasri,13298
2015,Alexander Tettey,9342
2015,Kyle Naughton,34131
2015,Aleksandar Mitrovic,115279
2015,Sylvain Distin,528
2015,Michael Carrick,2115
2015,Adam Johnson,14269
2015,Alex Oxlade Chamberlain,84146
2015,Sam Byram,118303
2015,Joel Robles,81681
2015,Jonathan Walters,3860
2015,Miguel Layún,34333
2015,Pedro Obiang,70676
2015,Thibaut Courtois,73798
2015,David de Gea,79554
2015,Sheyi Ojo,257539
2015,Kenedy,132838
2015,Jordi Amat,83357
2015,Adam Matthews,73921
2015,Kyle Bartley,71327
2015,Jack Wilshere,42686
2015,Martín Demichelis,5840
2015,Divock Origi,124688
2015,Tim Krul,22319
2015,Robert Elliot,13450
2015,Leandro Bacuna,79967
2015,Jefferson Montero,28416
2015,Rees Greenwood,317721
2015,Kevin Mirallas,15834
2015,Salomón Rondón,25964
2015,Libor Kozák,67285
2015,Wilfried Bony,42705
2015,Alexandre Pato,23158
2015,Steven Naismith,9314
2015,Jamaal Lascelles,105171
2015,Shinji Okazaki,26222
2015,Bakary Sako,34974
2015,Jonathan Leko,315290
2015,Jonas Olsson,6695
2015,Tommy Elphick,13932
2015,Russell Martin,8684
2015,Andros Townsend,71522
2015,Darren Fletcher,5835
2015,Marc Pugh,14000
2015,Ashley Young,8166
2015,Ibrahim Afellay,12480
2015,Leonardo Ulloa,19847
2015,Jordon Ibe,105797
2015,Joselu,74603
2015,Valon Behrami,12462
2015,Lee Cattermole,14268
2015,John O'Shea,3841
2015,Paulo Gazzaniga,104732
2015,Theo Walcott,13796
2015,Marc Muniesa,75177
2015,Leon Britton,8730
2015,Brad Guzan,28746
2015,Joe Allen,23444
2015,Boaz Myhill,8462
2015,Ki Sung-Yueng,42916
2015,Neil Taylor,31558
2015,Ramires,28191
2015,Jordan Veretout,101017
