Name,Player Id
2016,Josh Harrop,338496
2016,Sergio Romero,33831
2016,Demetri Mitchell,136457
2016,Eden Hazard,33404
2016,Alexis Sánchez,25244
2016,Paul Pogba,97752
2016,Harry Kane,83532
2016,Calum Chambers,124316
2016,Philippe Coutinho,80767
2016,Kevin De Bruyne,73084
2016,Roberto Firmino,96182
2016,Christian Eriksen,69344
2016,Dimitri Payet,14058
2016,Sadio Mané,109915
2016,Romelu Lukaku,78498
2016,Nicolás Otamendi,75691
2016,Gabriel Jesus,279379
2016,Danny Rose,24711
2016,Andy Carroll,23383
2016,Virgil van Dijk,95408
2016,Zlatan Ibrahimovic,3281
2016,Diego Costa,24248
2016,Marcos Alonso,84008
2016,Wilfried Zaha,85059
2016,Christian Benteke,68312
2016,Dele Alli,131519
2016,Ander Herrera,71174
2016,Sergio Agüero,14260
2016,Shkodran Mustafi,80921
2016,Jordan Henderson,68659
2016,Mesut Özil,13756
2016,Jan Vertonghen,21778
2016,David Silva,14102
2016,Aleksandar Kolarov,12267
2016,Wilfred Ndidi,327683
2016,James Milner,4511
2016,Gylfi Sigurdsson,69346
2016,Laurent Koscielny,30051
2016,Michail Antonio,69517
2016,Antonio Valencia,18296
2016,Idrissa Gueye,80464
2016,Eric Bailly,243814
2016,N'Golo Kanté,114075
2016,Victor Wanyama,71714
2016,Daley Blind,70033
2016,Victor Moses,33064
2016,Kyle Walker,69778
2016,Phil Jones,81726
2016,César Azpilicueta,25931
2016,Nathan Aké,122945
2016,Mile Jedinak,13727
2016,Yannick Bolasie,69844
2016,Mousa Dembélé,12187
2016,Steve Cook,68662
2016,Yaya Touré,14053
2016,Vincent Kompany,10136
2016,Younes Kaboul,14805
2016,Fernandinho,19119
2016,Marcos Rojo,70050
2016,David Luiz,27586
2016,Ross Barkley,92547
2016,Oriol Romeu,90780
2016,Ben Mee,94935
2016,Son Heung-Min,91909
2016,Arthur Masuaku,122980
2016,Phil Jagielka,6105
2016,Pedro,44055
2016,Michael Keane,107941
2016,Dejan Lovren,29106
2016,Séamus Coleman,31826
2016,Ben Davies,103837
2016,Gareth McAuley,8773
2016,Manuel Lanzini,89998
2016,Geoff Cameron,38772
2016,Joël Matip,74341
2016,Adam Lallana,21683
2016,Mamadou Sakho,29575
2016,Joshua King,81026
2016,Harry Maguire,99487
2016,Winston Reid,19277
2016,Gary Cahill,11981
2016,Andros Townsend,71522
2016,Santi Cazorla,4522
2016,Leroy Sané,144711
2016,Emre Can,111212
2016,Raheem Sterling,97692
2016,Calum Chambers,124316
2016,Cesc Fàbregas,8040
2016,Jordan Pickford,110189
2016,Christian Fuchs,12431
2016,Ashley Williams,8408
2016,Ilkay Gündogan,77464
2016,Cheikhou Kouyaté,66741
2016,Adama Traoré,140088
2016,Carl Jenkinson,91879
2016,Matt Phillips,40036
2016,Matthew Lowton,80067
2016,Morgan Schneiderlin,29544
2016,Papy Djilobodji,83456
2016,Maya Yoshida,37204
2016,Toby Alderweireld,69933
2016,Nemanja Matic,38128
2016,Robert Snodgrass,9767
2016,Alex Oxlade Chamberlain,84146
2016,Joel Robles,81681
2016,Erik Lamela,75830
2016,Kieran Gibbs,27550
2016,George Friend,34822
2016,Juan Mata,25363
2016,Leighton Baines,8222
2016,Gaël Clichy,6042
2016,Theo Walcott,13796
2016,Rob Holding,288795
2016,Fernando Llorente,13361
2016,Bryan Oviedo,83455
2016,Alfie Mawson,135727
2016,Nacho Monreal,23072
2016,Nathan Redmond,86425
2016,Cédric Soares,69945
2016,Jonny Evans,22079
2016,Xherdan Shaqiri,76304
2016,Granit Xhaka,89401
2016,Matteo Darmian,23220
2016,Georginio Wijnaldum,33568
2016,Joe Allen,23444
2016,Eric Dier,117973
2016,Simon Francis,9298
2016,Charlie Austin,82102
2016,Petr Cech,6775
2016,Patrick van Aanholt,78221
2016,Antonio Barragán,14085
2016,Anthony Martial,122366
2016,Marc Muniesa,75177
2016,Craig Dawson,73063
2016,Peter Crouch,3807
2016,Charlie Daniels,24827
2016,José Holebas,21499
2016,Luka Milivojevic,70493
2016,Kyle Naughton,34131
2016,Curtis Davies,8484
2016,Junior Stanislas,69912
2016,Riyad Mahrez,104749
2016,Álvaro Negredo,23757
2016,Marouane Fellaini,22738
2016,Ryan Shawcross,29798
2016,Mason Holgate,297544
2016,Gabriel Paulista,76810
2016,Luke Shaw,118244
2016,Andrea Ranocchia,27421
2016,Henrikh Mkhitaryan,28421
2016,Joey Barton,4835
2016,Jason Puncheon,9156
2016,Chris Brunt,8507
2016,Bacary Sagna,19471
2016,Lee Grant,8195
2016,Willian,29463
2016,Younes Kaboul,14805
2016,Stephen Ward,15764
2016,Erik Pieters,24148
2016,Tom Heaton,17708
2016,Victor Anichebe,14114
2016,James Collins,8148
2016,Federico Fernández,44847
2016,José Fonte,19859
2016,Pedro Obiang,70676
2016,Billy Jones,8236
2016,Kieran Trippier,83078
2016,Ryan Bertrand,22846
2016,Kevin Mirallas,15834
2016,Adrian Mariappa,13805
2016,Troy Deeney,25832
2016,Bruno Martins Indi,90810
2016,Étienne Capoue,33590
2016,Leroy Fer,35174
2016,Kasper Schmeichel,19545
2016,Gastón Ramírez,82923
2016,Adam Smith,69877
2016,Sam Vokes,13938
2016,Marc Albrighton,42147
2016,Gareth Barry,188
2016,Bernardo Espinosa,67327
2016,Marko Arnautovic,34693
2016,Brendan Galloway,131523
2016,Ashley Young,8166
2016,Jamie Vardy,106981
2016,Ben Gibson,86458
2016,Jack Butland,107395
2016,Fábio,44031
2016,Joel Ward,43105
2016,Ramiro Funes Mori,121454
2016,Héctor Bellerín,125211
2016,José Fonte,19859
2016,Olivier Giroud,24444
2016,Robert Huth,4145
2016,Jack Wilshere,42686
2016,Wayne Rooney,3859
2016,Jon Flanagan,94030
2016,Matt Targett,136776
2016,Nathaniel Clyne,69375
2016,Francis Coquelin,69738
2016,Jeffrey Schlupp,91822
2016,Adam Clayton,70140
2016,Lazar Markovic,105577
2016,Glen Johnson,4574
2016,Heurelho Gomes,10133
2016,Pierre-Emile Højbjerg,101859
2016,Danny Drinkwater,75138
2016,Hugo Lloris,25604
2016,Jack Stephens,92550
2016,Yohan Cabaye,12376
2016,Joel Pereira,312584
2016,Marc Pugh,14000
2016,Steven Defour,19155
2016,Allan-Roméo Nyom,91434
2016,Costel Pantilimon,43948
2016,Kevin Long,74606
2016,James Tomkins,33930
2016,Daniel Ayala,78559
2016,Robert Brady,93473
2016,Tom Carroll,90907
2016,Scott Dann,12124
2016,Yohan Benalouane,29574
2016,Miguel Britos,36096
2016,Mauro Zárate,14524
2016,Lamine Koné,34214
2016,M'Baye Niang,58761
2016,Martin Olsson,33748
2016,Sofiane Boufal,234363
2016,John Stones,101374
2016,Pape Souaré,79970
2016,Thibaut Courtois,73798
2016,Lewis Cook,136456
2016,Claudio Yacob,35691
2016,Chris Smalling,71345
2016,Dusan Tadic,29474
2016,Pablo Zabaleta,14244
2016,Aaron Ramsey,26820
2016,Jake Livermore,36849
2016,Per Mertesacker,6292
2016,Danny Simpson,23683
2016,Simon Mignolet,52197
2016,Harry Arter,67807
2016,Alex Iwobi,136824
2016,Ryan Fraser,93160
2016,Angelo Ogbonna,23547
2016,Lukasz Fabianski,20973
2016,Charlie Adam,8327
2016,Ben Chilwell,299272
2016,James Ward-Prowse,105172
2016,Willy Caballero,34749
2016,Jesse Lingard,109000
