Rank,Name,Position,Team,Weekly Salary
,Connor Ronan,Midfielder,WWFC,3000
594.0,Jeremy Ngakia,Defender,WAT,2500
595.0,Jordan Clark,Midfielder,LTFC,2308
596.0,Charlie Cresswell,Defender,LUFC,2115
597.0,Yan Valery,Defender,SFC,2000
598.0,Steven Sessegnon,Defender,FFC,1923
,Dion Pereira,Forward,LTFC,1923
600.0,Arthur Okonkwo,Goalkeeper,AFC,1538
,Brandon Austin,Goalkeeper,THFC,1538
,Rayhaan Tulloch,Forward,WBAFC,1538
603.0,Jamie Shackleton,Midfielder,LUFC,1500
604.0,Sam Greenwood,Forward,LUFC,1346
605.0,Sean Longstaff,Midfielder,NUFC,1000
606.0,Gavin Kilkenny,Midfielder,BOU,769
607.0,Elijah Adebayo,Forward,LTFC,577
608.0,Rhys Norrington-Davies,Defender,SUFC,400
609.0,Jordan Zemura,Defender,BOU,385
