Name,Team,Age,Position,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,Rating
Asmir Begovic,Everton,36,Goalkeeper,1,90,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.82
Kevin De Bruyne,Man City,32,Midfielder,32,2425,0.875,0.28125,0.625,0.0,0.3125,0.78125,0.0625,7.584375000000001
Stefan Ortega,Man City,30,Goalkeeper,3,270,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,7.56
Erling Haaland,Man City,23,Forward,35,2779,0.0857142857142857,0.0857142857142857,0.8857142857142857,0.0,0.4,0.1142857142857142,0.1142857142857142,7.539428571428571
Harry Kane,Tottenham,30,Forward,38,3408,0.3947368421052631,0.0526315789473684,0.8157894736842105,0.0789473684210526,0.4736842105263157,0.3684210526315789,0.1842105263157894,7.505526315789476
Bruno Fernandes,Man Utd,28,Midfielder,37,3320,1.837837837837838,0.6756756756756757,1.135135135135135,0.0,0.972972972972973,1.135135135135135,0.1351351351351351,7.4383783783783795
Gabriel Jesus,Arsenal,26,Forward,26,2075,1.2692307692307692,0.4230769230769231,1.6538461538461535,0.0,0.5,0.6538461538461539,0.1153846153846153,7.424615384615384
Kieran Trippier,Newcastle,32,Defender,38,3348,1.868421052631579,1.131578947368421,1.263157894736842,0.2631578947368421,1.973684210526316,1.1578947368421053,0.3947368421052631,7.405263157894738
Bukayo Saka,Arsenal,21,Midfielder,38,3195,1.6578947368421053,0.3684210526315789,1.131578947368421,0.1052631578947368,0.3684210526315789,0.631578947368421,0.0,7.399736842105263
Solly March,Brighton,29,Midfielder,33,2728,1.606060606060606,0.7272727272727273,1.393939393939394,0.0606060606060606,0.8787878787878788,0.6060606060606061,0.0909090909090909,7.376060606060609
Jack Grealish,Man City,27,Midfielder,28,2064,0.8928571428571429,0.25,0.9642857142857144,0.0,0.25,0.3214285714285714,0.1071428571428571,7.326785714285714
Martin Oedegaard,Arsenal,24,Midfielder,37,3149,0.972972972972973,0.1621621621621621,0.8108108108108109,0.027027027027027,0.3243243243243243,0.8918918918918919,0.1351351351351351,7.293243243243242
Rodri,Man City,27,Midfielder,36,2921,1.8611111111111112,0.9166666666666666,1.3055555555555556,0.0277777777777777,1.1666666666666667,0.7222222222222222,0.3888888888888889,7.256666666666667
Gabriel Martinelli,Arsenal,22,Forward,36,2806,0.8611111111111112,0.25,1.0833333333333333,0.0,0.2777777777777778,0.3611111111111111,0.0277777777777777,7.248888888888889
Ivan Toney,Brentford,27,Forward,33,2955,0.696969696969697,0.4242424242424242,1.5757575757575757,0.0,1.0606060606060606,0.4848484848484848,0.2727272727272727,7.247575757575757
Joelinton,Newcastle,27,Forward,32,2664,2.1875,1.5,2.03125,0.0625,1.1875,1.125,0.21875,7.244999999999999
James Maddison,Leicester,26,Midfielder,30,2486,1.7,0.4333333333333333,1.0333333333333334,0.0333333333333333,0.1333333333333333,1.0333333333333334,0.0333333333333333,7.241666666666666
Rodrigo Bentancur,Tottenham,26,Midfielder,18,1506,2.5,1.1111111111111112,1.3333333333333333,0.0,1.1666666666666667,0.6666666666666666,0.8333333333333334,7.223333333333333
Bruno Guimaraes,Newcastle,25,Midfielder,32,2735,2.4375,1.125,1.40625,0.0,0.59375,0.84375,0.125,7.212499999999999
Casemiro,Man Utd,31,Midfielder,28,2126,3.1785714285714284,1.2142857142857142,1.7142857142857142,0.0,2.142857142857143,1.5714285714285714,0.3928571428571428,7.173928571428573
Mohamed Salah,Liverpool,31,Forward,38,3297,0.5526315789473685,0.1578947368421052,0.5263157894736842,0.0,0.1052631578947368,0.4210526315789473,0.0,7.1605263157894745
Phil Foden,Man City,23,Midfielder,32,1844,0.5,0.15625,0.3125,0.0,0.34375,0.34375,0.0625,7.130624999999999
Ilkay Gundogan,Man City,32,Midfielder,31,2359,0.967741935483871,0.6451612903225806,0.7419354838709677,0.0,0.3870967741935484,0.6774193548387096,0.0967741935483871,7.1106451612903205
Trent Alexander-Arnold,Liverpool,24,Defender,37,2932,1.5405405405405406,1.162162162162162,0.5945945945945946,0.3243243243243243,0.972972972972973,1.027027027027027,0.1891891891891892,7.108108108108107
Ethan Pinnock,Brentford,30,Defender,30,2700,1.7333333333333334,1.1666666666666667,0.2,0.6666666666666666,7.133333333333334,0.2,1.0333333333333334,7.107333333333332
Aleksandar Mitrovic,Fulham,28,Forward,24,2015,0.5833333333333334,0.125,1.4166666666666667,0.0,0.8333333333333334,0.2916666666666667,0.2083333333333333,7.082083333333334
Marcus Rashford,Man Utd,25,Forward,35,2890,0.5714285714285714,0.2,0.4285714285714285,0.0,0.3714285714285714,0.4285714285714285,0.1142857142857142,7.079142857142858
Reece James,Chelsea,23,Defender,16,1244,1.9375,0.75,0.5625,0.1875,1.25,0.25,0.125,7.072500000000002
Thomas Partey,Arsenal,30,Midfielder,33,2487,2.121212121212121,0.8484848484848485,1.121212121212121,0.0606060606060606,1.181818181818182,0.8181818181818182,0.1515151515151515,7.063636363636363
Felipe,Nottingham Forest,34,Defender,16,1419,2.625,2.25,0.9375,0.25,5.5625,1.0625,0.8125,7.061875000000001
Cody Gakpo,Liverpool,24,Forward,21,1465,1.238095238095238,0.1904761904761904,1.238095238095238,0.0,0.0952380952380952,1.1904761904761905,0.0476190476190476,7.06142857142857
Alexander Isak,Newcastle,23,Forward,22,1527,0.8181818181818182,0.1818181818181818,0.8636363636363636,0.0,0.3636363636363636,0.8181818181818182,0.0909090909090909,7.055909090909091
Alexis Mac Allister,Brighton,24,Midfielder,35,2886,2.0,0.6285714285714286,1.0,0.0571428571428571,0.2857142857142857,1.0285714285714285,0.0571428571428571,7.049714285714285
Fabian Schar,Newcastle,31,Defender,36,3209,1.3055555555555556,1.4444444444444444,0.5555555555555556,0.4166666666666667,3.8055555555555554,0.4166666666666667,0.5277777777777778,7.045833333333334
Joao Cancelo,Man City,29,Defender,17,1279,1.7058823529411764,1.1176470588235294,0.7647058823529411,0.1176470588235294,0.3529411764705882,0.4705882352941176,0.0588235294117647,7.044117647058823
Pierre-Emile Hoejbjerg,Tottenham,28,Midfielder,35,3133,1.6,1.4,1.0857142857142856,0.0,1.6571428571428573,1.1714285714285717,0.4857142857142857,7.023142857142859
Eberechi Eze,Crystal Palace,25,Midfielder,38,2644,1.105263157894737,0.3421052631578947,0.7105263157894737,0.0,0.2105263157894736,0.5263157894736842,0.0,7.01842105263158
Riyad Mahrez,Man City,32,Forward,30,1924,1.0,0.3,0.5333333333333333,0.0333333333333333,0.0666666666666666,0.8333333333333334,0.0333333333333333,7.014666666666669
Declan Rice,West Ham,24,Midfielder,37,3272,2.135135135135135,1.7027027027027026,0.6216216216216216,0.081081081081081,1.4864864864864864,0.5135135135135135,0.4054054054054054,7.014324324324325
Bryan Mbeumo,Brentford,24,Midfielder,38,2931,0.6842105263157895,0.3421052631578947,0.7105263157894737,0.0,0.4473684210526316,0.8947368421052632,0.0263157894736842,7.011578947368419
Yerry Mina,Everton,28,Defender,7,596,2.142857142857143,0.8571428571428571,0.8571428571428571,0.2857142857142857,4.0,0.2857142857142857,0.5714285714285714,7.008571428571429
Ben Mee,Brentford,33,Defender,37,3272,1.2162162162162162,1.2972972972972974,0.3783783783783784,0.2702702702702703,3.135135135135135,0.4594594594594595,1.135135135135135,7.006216216216217
Kaoru Mitoma,Brighton,26,Midfielder,33,2318,1.3333333333333333,0.5151515151515151,0.8787878787878788,0.0,0.1515151515151515,0.6363636363636364,0.0,7.000909090909091
Dan Bentley,Wolves,30,Goalkeeper,2,180,0.5,0.0,0.0,0.0,0.5,0.0,0.0,7.0
Pascal Gross,Brighton,32,Midfielder,37,3246,1.5945945945945943,0.3513513513513513,0.945945945945946,0.0,0.4864864864864865,0.8108108108108109,0.2702702702702703,6.99864864864865
Dwight McNeil,Everton,23,Forward,36,2502,1.7777777777777777,0.8611111111111112,0.6111111111111112,0.0277777777777777,0.8888888888888888,0.9722222222222222,0.1944444444444444,6.994722222222221
Michael Olise,Crystal Palace,21,Midfielder,37,2757,1.5675675675675675,0.7027027027027027,0.7567567567567568,0.0,0.3513513513513513,0.945945945945946,0.027027027027027,6.992972972972972
Willian,Fulham,35,Forward,27,2144,0.4814814814814814,0.3333333333333333,0.4074074074074074,0.037037037037037,0.2962962962962963,0.6666666666666666,0.0,6.988148148148149
Leandro Trossard,Brighton,28,Forward,16,1326,0.625,0.375,0.625,0.0,0.0,0.4375,0.0,6.984999999999999
Kenny Tete,Fulham,27,Defender,31,2575,2.677419354838709,1.6774193548387095,1.3548387096774193,0.2258064516129032,2.3548387096774195,0.3870967741935484,0.5483870967741935,6.981935483870968
Thiago Silva,Chelsea,38,Defender,27,2352,1.5185185185185186,1.2592592592592593,0.3703703703703703,0.4814814814814814,4.037037037037037,0.3703703703703703,1.0740740740740742,6.98037037037037
Granit Xhaka,Arsenal,30,Midfielder,37,3004,0.918918918918919,0.4054054054054054,0.7027027027027027,0.081081081081081,1.108108108108108,0.6756756756756757,0.2702702702702703,6.98
Martin Dubravka,Newcastle,34,Goalkeeper,2,156,0.0,0.0,0.0,0.0,0.5,0.5,0.0,6.975
James Tarkowski,Everton,30,Defender,38,3420,1.3421052631578947,1.3421052631578947,1.0526315789473684,0.2631578947368421,5.157894736842105,0.4736842105263157,2.0526315789473686,6.974736842105262
Luis Diaz,Liverpool,26,Forward,17,997,1.0,0.3529411764705882,1.1764705882352942,0.0,0.0588235294117647,0.4117647058823529,0.0,6.972352941176472
David Raya,Brentford,27,Goalkeeper,38,3420,0.0,0.0263157894736842,0.0,0.0,0.5263157894736842,0.0526315789473684,0.0,6.971052631578945
Lucas Paqueta,West Ham,26,Midfielder,28,2171,2.5357142857142856,0.5714285714285714,1.7857142857142858,0.0,1.1071428571428572,1.3928571428571428,0.1428571428571428,6.967499999999999
Virgil van Dijk,Liverpool,32,Defender,32,2836,0.84375,0.96875,0.40625,0.6875,4.21875,0.34375,0.5,6.965937500000001
Ollie Watkins,Aston Villa,27,Forward,37,3136,0.5135135135135135,0.2702702702702703,0.7027027027027027,0.027027027027027,1.054054054054054,0.4594594594594595,0.1081081081081081,6.964324324324324
Diogo Dalot,Man Utd,24,Defender,26,2155,2.076923076923077,1.4230769230769231,0.8076923076923077,0.0769230769230769,2.0,0.4615384615384615,0.2692307692307692,6.958846153846154
Pedro Porro,Tottenham,23,Defender,15,1138,1.6666666666666667,1.0,0.8,0.2,1.3333333333333333,1.6666666666666667,0.1333333333333333,6.958666666666668
James Ward-Prowse,Southampton,28,Midfielder,38,3373,1.7105263157894737,1.4473684210526316,0.8947368421052632,0.0,1.1842105263157894,1.0526315789473684,0.2631578947368421,6.952894736842104
Ruben Neves,Wolves,26,Midfielder,35,3022,2.257142857142857,1.4285714285714286,1.0857142857142856,0.0285714285714285,2.342857142857143,1.2,0.6285714285714286,6.95114285714286
Marcus Tavernier,Bournemouth,24,Midfielder,23,1749,1.434782608695652,0.391304347826087,0.9130434782608696,0.0869565217391304,0.7391304347826086,0.9130434782608696,0.1739130434782608,6.949130434782608
Son Heung-Min,Tottenham,31,Forward,36,2899,0.6666666666666666,0.3611111111111111,0.3611111111111111,0.0,0.1111111111111111,0.5833333333333334,0.0555555555555555,6.948888888888889
N'Golo Kante,Chelsea,32,Midfielder,7,520,2.2857142857142856,0.8571428571428571,0.7142857142857143,0.0,0.2857142857142857,0.5714285714285714,0.0,6.947142857142857
Bernd Leno,Fulham,31,Goalkeeper,36,3240,0.0,0.0,0.0277777777777777,0.0,0.7222222222222222,0.0555555555555555,0.0,6.9433333333333325
Douglas Luiz,Aston Villa,25,Midfielder,37,2933,1.972972972972973,1.0810810810810811,1.2972972972972974,0.027027027027027,0.5675675675675675,0.8918918918918919,0.1891891891891892,6.929999999999999
Joao Palhinha,Fulham,28,Midfielder,35,3113,4.2,1.3142857142857145,1.3714285714285714,0.0285714285714285,1.6857142857142855,1.8,0.1428571428571428,6.929714285714285
Aaron Wan-Bissaka,Man Utd,25,Defender,19,1436,2.1052631578947367,1.1578947368421053,0.5789473684210527,0.2631578947368421,1.8421052631578947,0.1052631578947368,0.4210526315789473,6.929473684210526
Alisson Becker,Liverpool,30,Goalkeeper,37,3330,0.0,0.0,0.027027027027027,0.0,1.0,0.081081081081081,0.0,6.921081081081079
Callum Wilson,Newcastle,31,Forward,31,1887,0.2903225806451613,0.032258064516129,0.6774193548387096,0.0,0.1612903225806451,0.0967741935483871,0.0,6.92
Moises Caicedo,Brighton,21,Midfielder,37,3141,2.702702702702702,1.5135135135135136,1.7567567567567568,0.0,0.6756756756756757,0.7567567567567568,0.1891891891891892,6.9151351351351344
Miguel Almiron,Newcastle,29,Midfielder,34,2508,1.3529411764705883,0.2941176470588235,0.6470588235294118,0.0,0.3823529411764705,0.7058823529411765,0.0588235294117647,6.907352941176469
Benoit Badiashile,Chelsea,22,Defender,11,904,1.2727272727272727,1.4545454545454546,0.8181818181818182,0.1818181818181818,3.0,0.4545454545454545,0.1818181818181818,6.906363636363636
Wesley Fofana,Leicester,22,Defender,2,180,2.0,4.5,1.0,0.0,2.0,1.0,0.5,6.9
Christian Noergaard,Brentford,29,Midfielder,22,1771,2.363636363636364,1.5454545454545454,1.5909090909090908,0.0,1.818181818181818,1.3636363636363635,0.4090909090909091,6.899090909090909
Luke Shaw,Man Utd,28,Defender,31,2558,1.7741935483870968,1.1612903225806452,1.4838709677419355,0.2258064516129032,1.7096774193548387,0.4516129032258064,0.5483870967741935,6.8983870967741945
Joe Willock,Newcastle,24,Midfielder,35,2578,1.457142857142857,0.7142857142857143,1.0,0.0,0.4285714285714285,0.9428571428571428,0.2285714285714285,6.878285714285715
Lewis Hall,Chelsea,18,Defender,9,658,2.555555555555556,1.2222222222222223,0.3333333333333333,0.1111111111111111,1.1111111111111112,0.7777777777777778,0.0,6.87
Emiliano Martinez,Aston Villa,30,Goalkeeper,36,3141,0.0,0.0277777777777777,0.0277777777777777,0.0,0.8055555555555556,0.0555555555555555,0.0,6.865833333333334
Gabriel Magalhaes,Arsenal,25,Defender,38,3411,1.263157894736842,0.8421052631578947,0.6578947368421053,0.6578947368421053,3.1578947368421053,0.2368421052631578,0.6842105263157895,6.86078947368421
Oleksandr Zinchenko,Arsenal,26,Defender,27,2135,1.4814814814814814,0.8148148148148148,0.2222222222222222,0.3703703703703703,1.148148148148148,0.6666666666666666,0.074074074074074,6.859629629629631
Jacob Ramsey,Aston Villa,22,Midfielder,35,2647,1.9714285714285715,0.6571428571428571,1.0,0.0285714285714285,0.8285714285714286,1.0571428571428572,0.2285714285714285,6.856285714285715
Roberto Firmino,Liverpool,31,Forward,25,1213,0.68,0.28,0.36,0.0,0.08,0.72,0.04,6.8492000000000015
Serge Aurier,Nottingham Forest,30,Defender,24,1949,2.6666666666666665,1.2083333333333333,0.75,0.125,2.708333333333333,0.4166666666666667,0.4583333333333333,6.847916666666667
Leandro Trossard,Arsenal,28,Forward,20,930,0.6,0.3,0.45,0.0,0.1,0.6,0.0,6.842999999999999
Lisandro Martinez,Man Utd,25,Defender,27,2117,2.0,1.2222222222222223,0.7777777777777778,0.4444444444444444,3.592592592592593,0.4814814814814814,1.0,6.8388888888888895
Kalidou Koulibaly,Chelsea,32,Defender,23,1801,1.9565217391304348,1.2608695652173914,0.9565217391304348,0.391304347826087,3.130434782608696,0.6086956521739131,0.5652173913043478,6.831739130434783
Morgan Gibbs-White,Nottingham Forest,23,Midfielder,35,2978,0.7428571428571429,0.4,0.9142857142857144,0.0,0.2571428571428571,0.6,0.1142857142857142,6.830285714285713
Jadon Sancho,Man Utd,23,Forward,26,1699,0.6153846153846154,0.2692307692307692,0.3461538461538461,0.0,0.1923076923076923,0.7692307692307693,0.0769230769230769,6.824615384615385
Caglar Soyuncu,Leicester,27,Defender,7,529,2.0,1.0,1.0,0.8571428571428571,4.142857142857143,0.4285714285714285,1.1428571428571428,6.824285714285714
Antony,Man Utd,23,Forward,25,1819,0.88,0.44,0.6,0.0,0.08,0.8,0.0,6.822399999999999
Michael Keane,Everton,30,Defender,12,983,0.5833333333333334,1.1666666666666667,0.5833333333333334,1.0,4.583333333333333,0.25,0.5833333333333334,6.820833333333334
Alex Iwobi,Everton,27,Forward,38,3382,1.8157894736842104,0.6578947368421053,0.5,0.0263157894736842,0.7368421052631579,0.8421052631578947,0.0526315789473684,6.820263157894736
Joachim Andersen,Crystal Palace,27,Defender,32,2784,1.3125,0.75,0.84375,0.6875,5.84375,0.5,0.40625,6.8190625
Thiago Alcantara,Liverpool,32,Midfielder,18,1256,2.388888888888889,1.1666666666666667,1.0,0.0,0.6666666666666666,0.5,0.1666666666666666,6.8183333333333325
Wilfried Zaha,Crystal Palace,30,Forward,27,2295,1.1851851851851851,0.5925925925925926,1.2962962962962965,0.0,0.2222222222222222,0.4814814814814814,0.037037037037037,6.818148148148148
Philip Billing,Bournemouth,27,Midfielder,36,2787,1.75,0.8611111111111112,0.8333333333333334,0.0555555555555555,1.3888888888888888,0.8055555555555556,0.2222222222222222,6.816666666666666
