No,Player,Team,Apps,Min,G,NPG,A,xG,NPxG,xA,xGChain,xGBuildup,xG90,NPxG90,xA90,xG90+xA90,NPxG90+xA90,xGChain90,xGBuildup90
5221,Leon Bailey,Aston Villa,18,723,1,1,2,1.49,1.49,0.68,2.51,0.67,0.19,0.19,0.08,0.27,0.27,0.31,0.08
5264,Caglar Soyuncu,Leicester,28,2500,1,1,0,1.01,1.01,0.09,5.91,5.82,0.04,0.04,0.0,0.04,0.04,0.21,0.21
5553,Declan Rice,West Ham,36,3175,1,1,4,1.04,1.04,1.56,15.58,14.25,0.03,0.03,0.04,0.07,0.07,0.44,0.4
5560,Scott McTominay,Manchester United,30,2410,1,1,1,1.48,1.48,1.69,8.4,6.72,0.06,0.06,0.06,0.12,0.12,0.31,0.25
5568,Connor Roberts,Burnley,21,1686,1,1,1,0.22,0.22,1.16,3.64,2.41,0.01,0.01,0.06,0.07,0.07,0.19,0.13
5609,Yves Bissouma,Brighton,26,2134,1,1,2,1.05,1.05,0.84,8.46,6.95,0.04,0.04,0.04,0.08,0.08,0.36,0.29
5612,Anwar El Ghazi,Aston Villa,11,380,1,0,1,0.98,0.22,0.26,0.61,0.31,0.23,0.05,0.06,0.29,0.11,0.14,0.07
5619,Pierre Lees-Melou,Norwich,33,2293,1,1,0,1.36,1.36,1.86,5.12,3.34,0.05,0.05,0.07,0.13,0.13,0.2,0.13
5656,Nicolas Pepe,Arsenal,20,646,1,1,2,3.45,3.45,1.33,5.51,1.4,0.48,0.48,0.19,0.67,0.67,0.77,0.2
5962,Tanguy NDombele Alvaro,Tottenham,9,490,1,1,1,0.54,0.54,0.62,2.44,1.58,0.1,0.1,0.11,0.21,0.21,0.45,0.29
6030,Zanka,Brentford,8,514,1,1,0,0.14,0.14,0.08,1.85,1.83,0.02,0.02,0.01,0.04,0.04,0.32,0.32
6047,Shane Duffy,Brighton,18,1432,1,1,0,0.91,0.91,0.1,3.52,3.44,0.06,0.06,0.01,0.06,0.06,0.22,0.22
6048,Lewis Dunk,Brighton,29,2574,1,1,0,1.49,1.49,0.41,6.85,6.83,0.05,0.05,0.01,0.07,0.07,0.24,0.24
6062,Isaac Hayden,Newcastle United,14,1008,1,1,0,0.29,0.29,0.06,1.07,0.94,0.03,0.03,0.01,0.03,0.03,0.1,0.08
6063,Jacob Murphy,Newcastle United,33,1418,1,1,2,2.59,2.59,2.39,6.97,2.76,0.16,0.16,0.15,0.32,0.32,0.44,0.18
6157,Timothy Castagne,Leicester,27,2118,1,1,0,0.94,0.94,1.09,5.5,4.35,0.04,0.04,0.05,0.09,0.09,0.23,0.18
6274,Andriy Yarmolenko,West Ham,19,278,1,1,0,0.77,0.77,0.21,1.63,0.79,0.25,0.25,0.07,0.32,0.32,0.53,0.26
6276,Nikola Vlasic,West Ham,19,548,1,1,0,0.91,0.91,0.61,2.34,1.27,0.15,0.15,0.1,0.25,0.25,0.38,0.21
6382,Pedro Neto,Wolverhampton Wanderers,13,451,1,1,1,1.64,1.64,1.5,2.93,0.77,0.33,0.33,0.3,0.62,0.62,0.59,0.15
6424,Ben Johnson,West Ham,20,1402,1,1,0,0.15,0.15,0.56,4.08,3.74,0.01,0.01,0.04,0.05,0.05,0.26,0.24
6456,Callum Hudson-Odoi,Chelsea,15,971,1,1,2,2.78,2.78,2.64,6.93,2.43,0.26,0.26,0.24,0.5,0.5,0.64,0.23
6523,Milot Rashica,Norwich,31,2248,1,1,2,2.57,2.57,1.91,4.72,1.42,0.1,0.1,0.08,0.18,0.18,0.19,0.06
6665,Curtis Jones,Liverpool,15,869,1,1,1,0.83,0.83,0.68,4.34,3.22,0.09,0.09,0.07,0.16,0.16,0.45,0.33
6674,Rayan Ait Nouri,Wolverhampton Wanderers,23,1820,1,1,2,0.55,0.55,1.65,4.46,3.48,0.03,0.03,0.08,0.11,0.11,0.22,0.17
6859,Kortney Hause,Aston Villa,7,393,1,1,0,0.06,0.06,0.0,1.81,1.81,0.01,0.01,0.0,0.01,0.01,0.42,0.42
7069,Saman Ghoddos,Brentford,17,499,1,1,1,0.71,0.71,1.19,3.17,1.43,0.13,0.13,0.21,0.34,0.34,0.57,0.26
7078,Sean Longstaff,Newcastle United,24,1459,1,1,1,0.78,0.78,0.46,3.92,2.98,0.05,0.05,0.03,0.08,0.08,0.24,0.18
7134,Marc Cucurella,Brighton,35,3102,1,1,1,0.73,0.73,2.87,11.11,9.07,0.02,0.02,0.08,0.1,0.1,0.32,0.26
7218,Cristian Romero,Tottenham,22,1850,1,1,0,0.41,0.41,0.38,9.46,9.05,0.02,0.02,0.02,0.04,0.04,0.46,0.44
7332,Max Kilman,Wolverhampton Wanderers,30,2693,1,1,0,1.38,1.38,0.14,5.23,5.06,0.05,0.05,0.0,0.05,0.05,0.17,0.17
7382,Dan Burn,Brighton,29,2465,1,1,1,1.61,1.61,1.45,2.97,2.95,0.06,0.06,0.05,0.11,0.11,0.11,0.11
7420,Miguel Almiron,Newcastle United,30,1730,1,1,0,1.71,1.71,1.0,5.64,3.23,0.09,0.09,0.05,0.14,0.14,0.29,0.17
7430,Emerson,Tottenham,31,2296,1,1,1,2.02,2.02,2.45,12.58,9.26,0.08,0.08,0.1,0.18,0.18,0.49,0.36
7470,Mathias Normann,Norwich,23,1661,1,1,2,0.84,0.84,2.29,3.41,1.41,0.05,0.05,0.12,0.17,0.17,0.18,0.08
7690,Grant Hanley,Norwich,33,2899,1,1,0,1.7,1.7,0.4,3.55,3.46,0.05,0.05,0.01,0.07,0.07,0.11,0.11
7693,Kenny McLean,Norwich,31,2710,1,1,0,1.92,1.92,1.09,5.81,3.87,0.06,0.06,0.04,0.1,0.1,0.19,0.13
8021,Adam Idah,Norwich,17,611,1,1,1,1.93,1.93,0.46,2.4,0.51,0.28,0.28,0.07,0.35,0.35,0.35,0.08
8089,Kieran Tierney,Arsenal,22,1926,1,1,3,0.61,0.61,1.25,6.73,5.27,0.03,0.03,0.06,0.09,0.09,0.31,0.25
8476,Jarrad Branthwaite,Everton,6,384,1,1,0,0.6,0.6,0.0,0.06,0.06,0.14,0.14,0.0,0.14,0.14,0.02,0.02
8706,Eberechi Eze,Crystal Palace,13,597,1,1,1,0.46,0.46,0.97,1.74,1.23,0.07,0.07,0.15,0.21,0.21,0.26,0.19
8717,Pascal Struijk,Leeds,29,2052,1,1,0,2.3,2.3,0.43,5.54,5.03,0.1,0.1,0.02,0.12,0.12,0.24,0.22
8718,Stuart Dallas,Leeds,34,2929,1,1,1,1.84,1.84,3.38,9.5,6.71,0.06,0.06,0.1,0.16,0.16,0.29,0.21
8780,Joel Veltman,Brighton,34,2895,1,1,1,0.71,0.71,1.59,7.9,6.92,0.02,0.02,0.05,0.07,0.07,0.25,0.22
9453,Moises Caicedo,Brighton,8,673,1,1,1,0.64,0.64,0.23,3.09,2.36,0.09,0.09,0.03,0.12,0.12,0.41,0.32
9512,Valentino Livramento,Southampton,28,2202,1,1,1,1.15,1.15,2.96,7.64,4.88,0.05,0.05,0.12,0.17,0.17,0.31,0.2
9677,Kristoffer Ajer,Brentford,24,2012,1,1,3,1.07,1.07,2.21,5.55,3.84,0.05,0.05,0.1,0.15,0.15,0.25,0.17
9678,Ethan Pinnock,Brentford,32,2701,1,1,1,1.75,1.75,1.72,6.18,4.28,0.06,0.06,0.06,0.12,0.12,0.21,0.14
9685,Mads Roerslev,Brentford,21,1240,1,1,1,0.28,0.28,0.97,1.36,0.48,0.02,0.02,0.07,0.09,0.09,0.1,0.03
9691,Nuno Tavares,Arsenal,22,1162,1,1,1,1.76,1.76,1.06,6.06,3.76,0.14,0.14,0.08,0.22,0.22,0.47,0.29
9739,Kiernan Dewsbury-Hall,Leicester,28,2101,1,1,2,1.29,1.29,3.03,9.7,6.93,0.06,0.06,0.13,0.19,0.19,0.42,0.3
9833,Andrew Omobamidele,Norwich,5,380,1,1,0,0.17,0.17,0.0,0.41,0.41,0.04,0.04,0.0,0.04,0.04,0.1,0.1
9914,Shandon Baptiste,Brentford,22,909,1,1,0,0.58,0.58,0.55,2.34,1.49,0.06,0.06,0.05,0.11,0.11,0.23,0.15
10291,Vitalii Mykolenko,Everton,13,1059,1,1,0,0.55,0.55,0.5,1.93,1.19,0.05,0.05,0.04,0.09,0.09,0.16,0.1
62,Lukas Rupp,Norwich,19,744,0,0,0,0.47,0.47,1.3,2.55,1.52,0.06,0.06,0.16,0.21,0.21,0.31,0.18
111,Jannik Vestergaard,Leicester,10,561,0,0,0,0.04,0.04,0.07,3.78,3.78,0.01,0.01,0.01,0.02,0.02,0.61,0.61
181,Bernd Leno,Arsenal,4,360,0,0,0,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.05,0.05
200,Andreas Christensen,Chelsea,19,1499,0,0,0,0.8,0.8,0.19,8.3,8.29,0.05,0.05,0.01,0.06,0.06,0.5,0.5
342,Sead Kolasinac,Arsenal,2,91,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,Matt Ritchie,Newcastle United,18,1335,0,0,2,0.37,0.37,1.96,2.96,2.41,0.02,0.02,0.13,0.16,0.16,0.2,0.16
473,Danny Ward,Leicester,1,90,0,0,0,0.0,0.0,0.0,0.71,0.71,0.0,0.0,0.0,0.0,0.0,0.71,0.71
486,Adam Lallana,Brighton,24,1568,0,0,1,0.88,0.88,0.93,5.69,5.05,0.05,0.05,0.05,0.1,0.1,0.33,0.29
489,James Milner,Liverpool,24,836,0,0,1,0.34,0.34,2.18,7.41,6.52,0.04,0.04,0.23,0.27,0.27,0.8,0.7
496,Mohamed Elneny,Arsenal,14,785,0,0,2,0.16,0.16,0.4,3.17,2.86,0.02,0.02,0.05,0.06,0.06,0.36,0.33
503,Theo Walcott,Southampton,9,387,0,0,0,0.86,0.86,0.02,1.19,0.33,0.2,0.2,0.01,0.21,0.21,0.28,0.08
509,Wayne Hennessey,Burnley,2,180,0,0,0,0.0,0.0,0.15,0.08,0.0,0.0,0.0,0.08,0.08,0.08,0.04,0.0
510,Joel Ward,Crystal Palace,28,2487,0,0,0,0.34,0.34,0.33,8.69,8.22,0.01,0.01,0.01,0.02,0.02,0.31,0.3
532,Cheikhou Kouyate,Crystal Palace,27,1991,0,0,1,0.22,0.22,0.7,2.85,2.68,0.01,0.01,0.03,0.04,0.04,0.13,0.12
546,David de Gea,Manchester United,38,3420,0,0,0,0.0,0.0,0.0,3.35,3.35,0.0,0.0,0.0,0.0,0.0,0.09,0.09
554,Juan Mata,Manchester United,7,225,0,0,0,0.34,0.34,0.34,1.43,1.1,0.13,0.13,0.14,0.27,0.27,0.57,0.44
574,Troy Deeney,Watford,2,19,0,0,0,0.11,0.11,0.03,0.14,0.0,0.52,0.52,0.16,0.68,0.68,0.68,0.0
581,Craig Cathcart,Watford,31,2395,0,0,1,0.16,0.16,1.42,1.95,1.95,0.01,0.01,0.05,0.06,0.06,0.07,0.07
596,Tom Cleverley,Watford,28,1644,0,0,2,0.71,0.71,1.43,5.9,4.49,0.04,0.04,0.08,0.12,0.12,0.32,0.25
603,Nathaniel Clyne,Crystal Palace,16,1351,0,0,1,0.07,0.07,0.32,1.7,1.46,0.0,0.0,0.02,0.03,0.03,0.11,0.1
624,Willy Caballero,Southampton,2,180,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,Ashley Young,Aston Villa,24,1232,0,0,2,0.4,0.4,0.78,3.39,2.48,0.03,0.03,0.06,0.09,0.09,0.25,0.18
633,James McArthur,Crystal Palace,21,1433,0,0,3,0.31,0.31,1.27,4.85,3.74,0.02,0.02,0.08,0.1,0.1,0.3,0.23
635,Alex McCarthy,Southampton,17,1530,0,0,0,0.0,0.0,0.02,2.01,1.99,0.0,0.0,0.0,0.0,0.0,0.12,0.12
637,Hugo Lloris,Tottenham,38,3420,0,0,0,0.0,0.0,0.21,5.44,5.24,0.0,0.0,0.01,0.01,0.01,0.14,0.14
638,Kyle Walker,Manchester City,20,1759,0,0,2,0.22,0.22,1.46,9.66,8.51,0.01,0.01,0.07,0.09,0.09,0.49,0.44
641,Danny Rose,Watford,8,692,0,0,0,0.16,0.16,0.63,1.55,0.88,0.02,0.02,0.08,0.1,0.1,0.2,0.11
643,Eric Dier,Tottenham,35,3071,0,0,0,1.56,1.56,1.32,15.44,14.82,0.05,0.05,0.04,0.08,0.08,0.45,0.43
669,Ashley Westwood,Burnley,27,2292,0,0,3,0.49,0.49,4.26,5.99,4.21,0.02,0.02,0.17,0.19,0.19,0.24,0.17
688,Ruben Loftus-Cheek,Chelsea,24,1378,0,0,2,0.94,0.94,2.56,8.1,6.93,0.06,0.06,0.17,0.23,0.23,0.53,0.45
689,Kenedy,Chelsea,1,59,0,0,1,0.05,0.05,0.75,0.5,0.36,0.08,0.08,1.14,1.22,1.22,0.77,0.55
694,Asmir Begovic,Everton,3,270,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695,Bertrand Traore,Aston Villa,9,199,0,0,0,0.26,0.26,0.0,0.65,0.44,0.12,0.12,0.0,0.12,0.12,0.29,0.2
697,Nemanja Matic,Manchester United,23,1386,0,0,4,0.2,0.2,1.85,7.18,5.48,0.01,0.01,0.12,0.13,0.13,0.47,0.36
706,Lukasz Fabianski,West Ham,37,3330,0,0,0,0.0,0.0,0.0,3.29,3.29,0.0,0.0,0.0,0.0,0.0,0.09,0.09
708,Federico Fernandez,Newcastle United,7,523,0,0,0,0.34,0.34,0.28,0.56,0.27,0.06,0.06,0.05,0.11,0.11,0.1,0.05
741,Jordan Pickford,Everton,35,3150,0,0,0,0.0,0.0,0.14,1.61,1.47,0.0,0.0,0.0,0.0,0.0,0.05,0.04
743,Dwight Gayle,Newcastle United,8,20,0,0,0,0.21,0.21,0.41,0.62,0.01,0.96,0.96,1.84,2.8,2.8,2.8,0.05
745,Kasper Schmeichel,Leicester,37,3330,0,0,0,0.0,0.0,0.02,5.71,5.69,0.0,0.0,0.0,0.0,0.0,0.15,0.15
759,Daniel Amartey,Leicester,28,2111,0,0,0,0.02,0.02,0.25,4.3,4.28,0.0,0.0,0.01,0.01,0.01,0.18,0.18
780,Karl Darlow,Newcastle United,8,720,0,0,0,0.0,0.0,0.0,0.56,0.56,0.0,0.0,0.0,0.0,0.0,0.07,0.07
785,John Ruddy,Wolverhampton Wanderers,2,129,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,Ben Foster,Watford,26,2340,0,0,1,0.0,0.0,0.07,2.2,2.13,0.0,0.0,0.0,0.0,0.0,0.08,0.08
831,Fraser Forster,Southampton,19,1710,0,0,0,0.0,0.0,0.0,0.86,0.86,0.0,0.0,0.0,0.0,0.0,0.05,0.05
835,Ryan Bertrand,Leicester,4,340,0,0,0,0.0,0.0,0.0,1.68,1.68,0.0,0.0,0.0,0.0,0.0,0.45,0.45
852,Freddie Woodman,Newcastle United,4,360,0,0,0,0.0,0.0,0.0,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.08,0.08
853,Paul Dummett,Newcastle United,3,199,0,0,0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.07,0.07
856,Jack Butland,Crystal Palace,9,761,0,0,0,0.0,0.0,0.0,1.17,1.17,0.0,0.0,0.0,0.0,0.0,0.14,0.14
875,Ciaran Clark,Newcastle United,13,1011,0,0,1,1.01,1.01,0.2,1.76,1.67,0.09,0.09,0.02,0.11,0.11,0.16,0.15
876,Fabian Delph,Everton,11,663,0,0,0,0.04,0.04,0.08,1.1,1.05,0.0,0.0,0.01,0.02,0.02,0.15,0.14
887,Erik Pieters,Burnley,12,722,0,0,1,0.15,0.15,0.76,2.12,1.26,0.02,0.02,0.09,0.11,0.11,0.26,0.16
902,Sam Byram,Norwich,15,1019,0,0,0,0.36,0.36,0.26,1.22,1.04,0.03,0.03,0.02,0.05,0.05,0.11,0.09
934,Axel Tuanzebe,Aston Villa,9,507,0,0,0,0.15,0.15,0.0,0.89,0.89,0.03,0.03,0.0,0.03,0.03,0.16,0.16
951,Phil Jones,Manchester United,4,162,0,0,0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.08,0.08
971,Harry Winks,Tottenham,19,896,0,0,1,0.07,0.07,1.52,7.74,6.4,0.01,0.01,0.15,0.16,0.16,0.78,0.64
982,Tim Krul,Norwich,29,2610,0,0,0,0.0,0.0,0.48,2.56,2.56,0.0,0.0,0.02,0.02,0.02,0.09,0.09
987,Joseph Gomez,Liverpool,8,333,0,0,1,0.01,0.01,0.71,2.66,1.99,0.0,0.0,0.19,0.2,0.2,0.72,0.54
1006,Luke Shaw,Manchester United,20,1609,0,0,3,0.17,0.17,3.69,7.59,5.74,0.01,0.01,0.21,0.22,0.22,0.42,0.32
1025,Daniel Bachmann,Watford,12,1080,0,0,0,0.0,0.0,0.0,1.06,1.06,0.0,0.0,0.0,0.0,0.0,0.09,0.09
1053,Keinan Davis,Aston Villa,1,10,0,0,0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.25,0.25
1084,Jonjoe Kenny,Everton,15,1014,0,0,1,0.16,0.16,0.58,1.74,1.13,0.01,0.01,0.05,0.07,0.07,0.15,0.1
1142,Samir,Watford,19,1682,0,0,0,0.39,0.39,0.14,1.65,1.56,0.02,0.02,0.01,0.03,0.03,0.09,0.08
1245,Emerson,Chelsea,1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1257,Alisson,Liverpool,36,3240,0,0,1,0.0,0.0,0.13,9.49,9.37,0.0,0.0,0.0,0.0,0.0,0.26,0.26
1304,Moise Kean,Everton,1,1,0,0,0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,1.61,1.61
1379,Allan,Everton,28,2196,0,0,2,0.24,0.24,0.65,5.81,5.09,0.01,0.01,0.03,0.04,0.04,0.24,0.21
1441,Adam Masina,Watford,15,1073,0,0,1,0.27,0.27,0.82,2.26,1.63,0.02,0.02,0.07,0.09,0.09,0.19,0.14
1545,Emil Krafth,Newcastle United,20,1636,0,0,1,0.23,0.23,1.04,3.8,3.67,0.01,0.01,0.06,0.07,0.07,0.21,0.2
1663,Johann Berg Gudmundsson,Burnley,18,1110,0,0,1,1.69,1.69,0.65,2.9,1.38,0.14,0.14,0.05,0.19,0.19,0.24,0.11
1675,Ashley Fletcher,Watford,3,24,0,0,0,0.44,0.44,0.0,0.44,0.0,1.64,1.64,0.0,1.64,1.64,1.64,0.0
1707,Ben Gibson,Norwich,28,2496,0,0,0,1.36,1.36,0.12,4.11,4.07,0.05,0.05,0.0,0.05,0.05,0.15,0.15
1711,Adam Forshaw,Leeds,22,1524,0,0,1,0.48,0.48,1.04,6.19,4.9,0.03,0.03,0.06,0.09,0.09,0.37,0.29
1725,Christian Kabasele,Watford,16,1188,0,0,0,1.31,1.31,0.18,0.77,0.71,0.1,0.1,0.01,0.11,0.11,0.06,0.05
1735,Jack Stephens,Southampton,11,806,0,0,0,0.0,0.0,0.24,1.74,1.69,0.0,0.0,0.03,0.03,0.03,0.19,0.19
1739,Eric Bailly,Manchester United,4,220,0,0,0,0.0,0.0,0.0,0.43,0.43,0.0,0.0,0.0,0.0,0.0,0.17,0.17
1747,Kevin Long,Burnley,6,406,0,0,0,0.14,0.14,0.0,0.32,0.32,0.03,0.03,0.0,0.03,0.03,0.07,0.07
1750,Ainsley Maitland-Niles,Arsenal,8,251,0,0,0,0.03,0.03,0.23,0.64,0.39,0.01,0.01,0.08,0.09,0.09,0.23,0.14
1785,Nampalys Mendy,Leicester,14,1041,0,0,0,0.02,0.02,0.03,2.48,2.48,0.0,0.0,0.0,0.0,0.0,0.21,0.21
1823,Lucas Digne,Aston Villa,29,2446,0,0,4,0.86,0.86,3.52,7.27,5.31,0.03,0.03,0.13,0.16,0.16,0.27,0.2
1828,Alex Telles,Manchester United,21,1659,0,0,4,0.45,0.45,2.17,7.51,6.46,0.02,0.02,0.12,0.14,0.14,0.41,0.35
2190,Vicente Guaita,Crystal Palace,30,2659,0,0,0,0.0,0.0,0.0,3.26,3.26,0.0,0.0,0.0,0.0,0.0,0.11,0.11
2266,Saul Niguez,Chelsea,10,477,0,0,0,0.14,0.14,0.19,4.02,3.71,0.03,0.03,0.04,0.06,0.06,0.76,0.7
2310,Alphonse Areola,West Ham,1,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2383,Andre Gomes,Everton,14,621,0,0,1,0.99,0.99,0.16,1.52,0.5,0.14,0.14,0.02,0.17,0.17,0.22,0.07
2958,Oleksandr Zinchenko,Manchester City,15,1026,0,0,4,0.49,0.49,2.31,12.1,9.83,0.04,0.04,0.2,0.25,0.25,1.06,0.86
3203,Issa Diop,West Ham,13,964,0,0,1,0.06,0.06,0.29,2.03,1.74,0.01,0.01,0.03,0.03,0.03,0.19,0.16
3387,Nicolas N'Koulou,Watford,3,167,0,0,0,0.0,0.0,0.01,0.1,0.1,0.0,0.0,0.01,0.01,0.01,0.05,0.05
3389,Benjamin Mendy,Manchester City,1,80,0,0,0,0.0,0.0,0.29,0.17,0.13,0.0,0.0,0.32,0.32,0.32,0.19,0.15
3428,Helder Costa,Leeds,1,20,0,0,0,0.02,0.02,0.0,0.0,0.0,0.08,0.08,0.0,0.08,0.08,0.0,0.0
3468,Jonas Lossl,Brentford,2,180,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3696,Morgan Sanson,Aston Villa,10,349,0,0,0,0.01,0.01,0.03,0.84,0.83,0.0,0.0,0.01,0.01,0.01,0.22,0.21
4401,Emiliano Martinez,Aston Villa,36,3240,0,0,0,0.0,0.0,0.0,2.48,2.48,0.0,0.0,0.0,0.0,0.0,0.07,0.07
4475,Jed Steer,Aston Villa,1,90,0,0,0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01
4764,Jean-Philippe Gbamin,Everton,3,67,0,0,0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.08,0.08
5043,Kiko Femenia,Watford,27,2157,0,0,5,0.06,0.06,3.58,3.98,3.02,0.0,0.0,0.15,0.15,0.15,0.17,0.13
5061,Kepa,Chelsea,4,360,0,0,0,0.0,0.0,0.0,0.74,0.74,0.0,0.0,0.0,0.0,0.0,0.19,0.19
5191,Alvaro Fernandez,Brentford,12,1080,0,0,0,0.0,0.0,0.0,0.34,0.34,0.0,0.0,0.0,0.0,0.0,0.03,0.03
5544,Angus Gunn,Norwich,9,810,0,0,0,0.0,0.0,0.0,0.28,0.28,0.0,0.0,0.0,0.0,0.0,0.03,0.03
5545,Wilfred Ndidi,Leicester,19,1621,0,0,0,0.58,0.58,0.08,4.51,4.19,0.03,0.03,0.0,0.04,0.04,0.25,0.23
5549,Luka Milivojevic,Crystal Palace,15,776,0,0,0,0.29,0.29,0.64,2.92,2.59,0.03,0.03,0.07,0.11,0.11,0.34,0.3
5552,Nick Pope,Burnley,36,3240,0,0,0,0.0,0.0,0.07,3.34,3.27,0.0,0.0,0.0,0.0,0.0,0.09,0.09
5584,Aaron Wan-Bissaka,Manchester United,20,1795,0,0,0,0.29,0.29,0.92,5.1,4.22,0.01,0.01,0.05,0.06,0.06,0.26,0.21
5603,Aaron Ramsdale,Arsenal,34,3060,0,0,0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12
5648,Malang Sarr,Chelsea,8,549,0,0,0,0.02,0.02,0.39,1.34,0.94,0.0,0.0,0.06,0.07,0.07,0.22,0.15
5681,Giovani Lo Celso,Tottenham,9,223,0,0,0,0.73,0.73,1.06,1.45,0.79,0.3,0.3,0.43,0.73,0.73,0.58,0.32
5708,Fernando Marcal,Wolverhampton Wanderers,18,1468,0,0,0,0.6,0.6,0.72,3.93,3.27,0.04,0.04,0.04,0.08,0.08,0.24,0.2
6027,Jairo Riedewald,Crystal Palace,3,112,0,0,0,0.0,0.0,0.05,0.71,0.68,0.0,0.0,0.04,0.04,0.04,0.57,0.55
6044,Charlie Taylor,Burnley,31,2729,0,0,3,0.19,0.19,3.42,6.87,4.55,0.01,0.01,0.11,0.12,0.12,0.23,0.15
6049,Solly March,Brighton,31,1723,0,0,2,1.45,1.45,2.99,7.24,4.1,0.08,0.08,0.16,0.23,0.23,0.38,0.21
6051,Dale Stephens,Burnley,3,121,0,0,0,0.04,0.04,0.02,0.06,0.0,0.03,0.03,0.01,0.05,0.05,0.05,0.0
6054,Ederson,Manchester City,37,3330,0,0,0,0.0,0.0,0.0,9.95,9.95,0.0,0.0,0.0,0.0,0.0,0.27,0.27
6080,Victor Lindelof,Manchester United,28,2349,0,0,2,0.19,0.19,0.66,6.81,6.79,0.01,0.01,0.03,0.03,0.03,0.26,0.26
6104,Will Hughes,Crystal Palace,16,1071,0,0,1,0.14,0.14,0.96,3.06,2.71,0.01,0.01,0.08,0.09,0.09,0.26,0.23
6108,Rodrigo Bentancur,Tottenham,17,1376,0,0,4,0.58,0.58,3.09,12.17,10.83,0.04,0.04,0.2,0.24,0.24,0.8,0.71
6163,Nelson Semedo,Wolverhampton Wanderers,25,2151,0,0,1,1.39,1.39,1.36,5.29,2.85,0.06,0.06,0.06,0.12,0.12,0.22,0.12
6252,Lyanco,Southampton,15,898,0,0,0,0.26,0.26,0.17,1.8,1.72,0.03,0.03,0.02,0.04,0.04,0.18,0.17
6273,Robin Koch,Leeds,20,1573,0,0,0,1.09,1.09,0.28,4.03,3.24,0.06,0.06,0.02,0.08,0.08,0.23,0.19
6310,Boubakary Soumare,Leicester,19,1102,0,0,1,0.33,0.33,0.29,3.37,3.0,0.03,0.03,0.02,0.05,0.05,0.28,0.25
6314,Joachim Andersen,Crystal Palace,34,2917,0,0,3,0.48,0.48,1.38,8.21,8.0,0.01,0.01,0.04,0.06,0.06,0.25,0.25
6326,Ibrahima Konate,Liverpool,11,990,0,0,0,0.21,0.21,0.0,3.76,3.76,0.02,0.02,0.0,0.02,0.02,0.34,0.34
6377,Joe Rodon,Tottenham,3,86,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6418,Hamza Choudhury,Leicester,6,289,0,0,0,0.02,0.02,0.0,2.03,2.03,0.01,0.01,0.0,0.01,0.01,0.63,0.63
6451,Nathan Ferguson,Crystal Palace,1,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6477,Cenk Tosun,Everton,1,2,0,0,0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.7,0.7
6485,Junior Firpo,Leeds,24,1735,0,0,2,0.94,0.94,2.52,4.84,2.72,0.05,0.05,0.13,0.18,0.18,0.25,0.14
6492,Reiss Nelson,Arsenal,1,18,0,0,0,0.04,0.04,0.06,0.11,0.01,0.19,0.19,0.3,0.49,0.49,0.56,0.07
6500,Romain Perraud,Southampton,20,1630,0,0,1,0.73,0.73,0.4,3.16,2.54,0.04,0.04,0.02,0.06,0.06,0.17,0.14
6521,Yerry Mina,Everton,13,842,0,0,0,0.24,0.24,0.03,0.97,0.87,0.03,0.03,0.0,0.03,0.03,0.1,0.09
6532,Martin Dubravka,Newcastle United,26,2340,0,0,0,0.0,0.0,0.03,1.67,1.64,0.0,0.0,0.0,0.0,0.0,0.06,0.06
6538,Oghenekaro Etebo,Watford,9,387,0,0,0,0.04,0.04,0.12,0.56,0.42,0.01,0.01,0.03,0.04,0.04,0.13,0.1
