Name,Team,Age,Position,Apps,Mins,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating
Kevin De Bruyne,Man City,32,Midfielder,35,2800,13,20,2.8285714285714287,3.8857142857142857,1.3714285714285714,0.8,0.0857142857142857,0.8857142857142857,1.3428571428571427,7.966285714285718
Bruno Fernandes,Man Utd,28,Midfielder,14,1223,8,7,3.142857142857143,2.142857142857143,1.0714285714285714,1.0,0.1428571428571428,0.9285714285714286,2.071428571428572,7.732857142857143
Ricardo Pereira,Leicester,29,Defender,28,2520,3,2,0.6428571428571429,0.9642857142857144,2.142857142857143,1.3214285714285714,0.0,1.1071428571428572,1.5714285714285714,7.500714285714286
Adama Traore,Wolves,27,Forward,37,2608,4,9,1.162162162162162,1.2972972972972974,4.972972972972973,2.081081081081081,0.1621621621621621,1.7567567567567568,2.3783783783783785,7.4854054054054044
Riyad Mahrez,Man City,32,Forward,33,1942,11,9,2.242424242424242,1.818181818181818,1.5757575757575757,0.8787878787878788,0.3939393939393939,1.0,1.393939393939394,7.481818181818181
Sadio Mane,Liverpool,31,Forward,35,2756,18,7,2.2,1.6857142857142855,1.9714285714285715,1.457142857142857,0.4,1.6285714285714286,2.857142857142857,7.45
Mohamed Salah,Liverpool,31,Forward,34,2888,19,10,3.882352941176471,1.7941176470588236,1.4705882352941178,0.5294117647058824,0.5882352941176471,1.9705882352941175,2.588235294117647,7.4017647058823535
Raheem Sterling,Man City,28,Forward,33,2661,20,1,3.0,1.4545454545454546,1.696969696969697,1.2121212121212122,0.3636363636363636,1.818181818181818,2.0303030303030303,7.35
Marcus Rashford,Man Utd,25,Forward,31,2655,17,7,3.064516129032258,1.064516129032258,1.935483870967742,1.4516129032258065,0.4193548387096774,1.096774193548387,2.129032258064516,7.3493548387096785
James Maddison,Leicester,26,Midfielder,31,2629,6,3,2.3870967741935485,2.548387096774193,1.6451612903225807,2.838709677419355,0.1290322580645161,0.935483870967742,1.8064516129032255,7.336774193548389
Harry Kane,Tottenham,30,Forward,29,2590,18,2,2.793103448275862,0.9310344827586208,0.9655172413793104,1.5172413793103448,0.6896551724137931,1.103448275862069,2.3448275862068964,7.329655172413793
Virgil van Dijk,Liverpool,32,Defender,38,3420,5,1,0.8157894736842105,0.1842105263157894,0.0789473684210526,0.6578947368421053,0.0263157894736842,0.0526315789473684,0.0526315789473684,7.316052631578947
Anthony Martial,Man Utd,27,Forward,32,2640,17,6,2.5,0.9375,1.5625,1.28125,0.375,1.90625,2.3125,7.31125
Willian,Chelsea,35,Forward,36,2605,9,7,1.9722222222222223,2.111111111111111,1.805555555555556,1.25,0.1111111111111111,0.8333333333333334,1.7222222222222223,7.309722222222222
Marcos Alonso,Chelsea,32,Defender,18,1433,4,2,1.6666666666666667,1.3888888888888888,0.6666666666666666,0.8333333333333334,0.1111111111111111,0.5555555555555556,1.8333333333333333,7.297777777777778
Michail Antonio,West Ham,33,Forward,24,1773,10,3,2.833333333333333,1.0833333333333333,2.708333333333333,1.4583333333333333,0.4583333333333333,1.875,3.0416666666666665,7.293749999999999
Allan Saint-Maximin,Newcastle,26,Forward,26,1874,3,4,1.7692307692307692,1.2692307692307692,4.653846153846154,1.8461538461538465,0.1153846153846153,1.9615384615384612,2.8076923076923075,7.289615384615386
Joel Matip,Liverpool,32,Defender,9,704,1,0,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.0,0.2222222222222222,0.3333333333333333,7.28888888888889
David Silva,Man City,37,Midfielder,27,1833,6,10,1.7407407407407407,1.8148148148148149,1.2222222222222223,0.7407407407407407,0.1111111111111111,0.7037037037037037,1.2592592592592593,7.287407407407408
Gabriel Jesus,Man City,26,Forward,34,2026,14,7,2.9705882352941178,0.9411764705882352,1.3235294117647058,0.8529411764705882,0.5588235294117647,0.9705882352941176,1.411764705882353,7.263529411764704
Raul Jimenez,Wolves,32,Forward,38,3252,17,6,3.1052631578947367,1.263157894736842,1.631578947368421,0.9210526315789472,0.4736842105263157,1.763157894736842,2.8684210526315788,7.246842105263158
Son Heung-Min,Tottenham,31,Forward,30,2487,11,10,2.7,1.3666666666666667,2.066666666666667,0.9,0.5666666666666667,1.9,2.2,7.242666666666667
Jack Grealish,Aston Villa,27,Midfielder,36,3234,8,6,2.0277777777777777,2.5277777777777777,2.0277777777777777,4.638888888888889,0.1111111111111111,1.6388888888888888,1.9444444444444444,7.22722222222222
Wilfred Ndidi,Leicester,26,Midfielder,32,2674,2,1,0.8125,0.46875,0.6875,0.84375,0.03125,0.8125,1.03125,7.227187499999999
Jamie Vardy,Leicester,36,Forward,35,3034,23,5,2.5428571428571427,0.9142857142857144,0.6571428571428571,0.3428571428571428,0.8,0.4571428571428571,1.457142857142857,7.222857142857143
Joao Cancelo,Man City,29,Defender,17,1206,0,0,0.8823529411764706,1.0,2.176470588235294,0.4705882352941176,0.0,0.4705882352941176,0.8823529411764706,7.209411764705882
Trent Alexander-Arnold,Liverpool,24,Defender,38,3176,4,13,1.1578947368421053,2.289473684210526,0.5526315789473685,0.2368421052631578,0.0789473684210526,0.3157894736842105,1.236842105263158,7.202368421052633
Aaron Wan-Bissaka,Man Utd,25,Defender,35,3102,0,4,0.2,0.7142857142857143,1.542857142857143,0.5428571428571428,0.0285714285714285,1.2571428571428571,0.9714285714285714,7.194857142857144
Richarlison,Everton,26,Forward,36,3111,13,3,2.5,0.9444444444444444,1.6944444444444444,2.0,0.4722222222222222,2.055555555555556,2.555555555555556,7.190277777777776
Willy Boly,Wolves,32,Defender,22,1980,0,1,0.2272727272727272,0.3181818181818182,0.3636363636363636,0.3636363636363636,0.0454545454545454,0.1818181818181818,0.4545454545454545,7.187272727272727
James Tarkowski,Burnley,30,Defender,38,3420,2,2,0.5526315789473685,0.3947368421052631,0.3421052631578947,0.8421052631578947,0.0789473684210526,0.1052631578947368,0.4473684210526316,7.186315789473682
Paul Pogba,Man Utd,30,Midfielder,16,1205,1,3,1.375,1.875,1.6875,1.125,0.125,2.0,1.1875,7.181875000000001
Christian Pulisic,Chelsea,24,Midfielder,25,1727,9,4,2.52,1.2,2.2,1.2,0.12,2.52,2.12,7.176799999999999
Sergio Aguero,Man City,35,Forward,24,1460,16,3,3.1666666666666665,0.75,1.0,0.375,0.25,1.25,1.4166666666666667,7.161666666666668
Lucas Digne,Everton,30,Defender,35,3035,0,7,0.8285714285714286,2.057142857142857,0.6571428571428571,0.8285714285714286,0.0857142857142857,0.6857142857142857,0.8,7.1565714285714295
James Ward-Prowse,Southampton,28,Midfielder,38,3420,5,3,1.5,1.631578947368421,0.3684210526315789,1.131578947368421,0.0,0.5526315789473685,0.7368421052631579,7.152631578947369
Jordan Henderson,Liverpool,33,Midfielder,30,2244,4,5,0.6666666666666666,0.9,0.5666666666666667,0.4,0.0,0.2,0.8333333333333334,7.149
Tomas Soucek,West Ham,28,Midfielder,13,1041,3,0,1.5384615384615383,0.3846153846153846,0.0,0.6923076923076923,0.0,0.0769230769230769,0.8461538461538461,7.140769230769232
Roberto Firmino,Liverpool,31,Forward,38,3003,9,8,2.6052631578947367,1.368421052631579,1.368421052631579,0.4210526315789473,0.1578947368421052,1.0263157894736843,2.421052631578948,7.140526315789475
Cesar Azpilicueta,Chelsea,34,Defender,36,3230,2,6,0.8055555555555556,1.25,0.3333333333333333,0.4166666666666667,0.0833333333333333,0.3611111111111111,0.75,7.124444444444446
Harry Maguire,Man Utd,30,Defender,38,3450,1,1,0.8157894736842105,0.4473684210526316,0.1842105263157894,0.5789473684210527,0.1578947368421052,0.1578947368421052,0.2894736842105263,7.120263157894737
Danny Ings,Southampton,31,Forward,38,2815,22,2,2.4473684210526314,0.9210526315789472,1.263157894736842,0.6578947368421053,0.3157894736842105,1.3157894736842106,1.8421052631578947,7.118157894736841
Andy Robertson,Liverpool,29,Defender,36,3114,2,12,0.6111111111111112,1.6666666666666667,0.6111111111111112,0.3611111111111111,0.0555555555555555,0.25,1.3888888888888888,7.111666666666666
Dejan Lovren,Liverpool,34,Defender,10,777,0,1,0.5,0.1,0.1,0.8,0.0,0.0,0.1,7.0920000000000005
Rodri,Man City,27,Midfielder,35,2488,3,2,0.6857142857142857,1.0,0.8571428571428571,0.9142857142857144,0.0,0.8,0.6285714285714286,7.090857142857142
Sebastien Haller,West Ham,29,Forward,32,2263,7,1,1.75,0.75,0.75,1.1875,0.5625,1.09375,1.875,7.080312499999998
