Name,Team,Age,Position,Apps,Mins,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating
Eden Hazard,Chelsea,32,Forward,38,3379,14,9,2.0526315789473686,2.631578947368421,4.7631578947368425,2.973684210526316,0.1052631578947368,2.710526315789474,2.1052631578947367,7.9568421052631555
Alexis Sanchez,Arsenal,34,Forward,35,2953,16,8,3.4857142857142858,2.342857142857143,3.2857142857142856,2.057142857142857,0.2285714285714285,3.3142857142857145,2.1142857142857143,7.810857142857141
Sergio Aguero,Man City,35,Forward,33,2540,26,8,4.484848484848484,1.0,2.636363636363636,0.7575757575757576,1.0,2.727272727272727,1.9393939393939397,7.671515151515152
Cesc Fabregas,Chelsea,36,Midfielder,34,2890,3,18,1.2647058823529411,2.794117647058824,1.0588235294117647,1.0588235294117647,0.0294117647058823,1.411764705882353,1.0,7.618529411764706
Santi Cazorla,Arsenal,38,Midfielder,37,2992,7,11,2.5135135135135136,2.108108108108108,2.3513513513513518,1.648648648648649,0.054054054054054,1.4864864864864864,1.0,7.599459459459461
Mesut Ozil,Arsenal,34,Midfielder,22,1860,4,5,1.318181818181818,3.136363636363636,2.363636363636364,1.181818181818182,0.4090909090909091,1.681818181818182,1.4545454545454546,7.569545454545454
Mile Jedinak,Crystal Palace,39,Midfielder,24,2081,5,3,1.2916666666666667,0.5833333333333334,0.125,1.3333333333333333,0.0,0.375,0.2083333333333333,7.545833333333334
David Silva,Man City,37,Midfielder,32,2661,12,7,2.0625,2.875,1.59375,1.40625,0.0625,2.3125,1.3125,7.526875000000001
Phil Jones,Man Utd,31,Defender,22,1879,0,0,0.1363636363636363,0.2272727272727272,0.7272727272727273,1.318181818181818,0.0454545454545454,0.1818181818181818,0.1818181818181818,7.50909090909091
Morgan Schneiderlin,Southampton,33,Midfielder,26,2188,4,1,1.1923076923076923,0.7692307692307693,0.6153846153846154,0.7307692307692307,0.0384615384615384,0.7692307692307693,0.5769230769230769,7.506153846153849
Nemanja Matic,Chelsea,35,Midfielder,36,3124,1,3,0.8055555555555556,0.6666666666666666,1.5,0.6111111111111112,0.1944444444444444,1.1944444444444444,0.4722222222222222,7.497777777777778
Francis Coquelin,Arsenal,32,Midfielder,22,1663,0,0,0.2272727272727272,0.2272727272727272,1.0,0.7727272727272727,0.0454545454545454,1.1363636363636365,0.5909090909090909,7.468636363636363
Victor Moses,Stoke,32,Midfielder,19,1455,3,3,2.1578947368421053,1.6842105263157894,3.3157894736842106,1.8421052631578947,0.1578947368421052,1.8421052631578947,1.947368421052632,7.445263157894736
Diego Costa,Chelsea,34,Forward,26,2085,20,3,2.923076923076923,1.5769230769230769,1.0769230769230769,0.9615384615384616,0.9615384615384616,2.6923076923076925,2.1538461538461537,7.429230769230768
Robert Huth,Leicester,39,Defender,14,1180,1,0,1.1428571428571428,0.0,0.0714285714285714,0.5,0.0714285714285714,0.2857142857142857,0.2857142857142857,7.416428571428573
Yaya Toure,Man City,40,Midfielder,29,2357,10,1,3.0689655172413794,1.137931034482759,1.7586206896551724,0.6206896551724138,0.0,1.3103448275862069,0.8275862068965517,7.402758620689656
James Tomkins,West Ham,34,Defender,22,1852,1,3,0.8181818181818182,0.4545454545454545,0.1363636363636363,1.0,0.0,0.0909090909090909,0.1363636363636363,7.401818181818182
Laurent Koscielny,Arsenal,37,Defender,27,2288,3,0,0.2962962962962963,0.074074074074074,0.2592592592592592,0.6296296296296297,0.1111111111111111,0.1851851851851851,0.2962962962962963,7.40037037037037
Federico Fazio,Tottenham,36,Defender,20,1777,0,0,0.55,0.15,0.35,0.35,0.0,0.15,0.5,7.389
Gael Clichy,Man City,38,Defender,23,2058,1,3,0.3478260869565217,1.1304347826086956,1.0434782608695652,0.391304347826087,0.0869565217391304,0.6521739130434783,0.6521739130434783,7.375217391304349
Gabriel Paulista,Arsenal,32,Defender,6,349,0,1,0.3333333333333333,0.1666666666666666,0.0,0.3333333333333333,0.0,0.1666666666666666,0.0,7.361666666666667
