Rank,Name,Position,Team,Weekly Salary,year
,Joe Hart,Goalkeeper,BFC,45000,2018
,Fabricio Agosto Ramirez,Goalkeeper,FFC,45000,2018
,Sergio Rico,Goalkeeper,FFC,45000,2018
,Marc Albrighton,Midfielder,LC,45000,2018
,Richad Ghezzal,Midfielder,LC,45000,2018
,Danny Simpson,Defender,LC,45000,2018
,Caglar Soyuncu,Defender,LC,45000,2018
,Divock Origi,Forward,LFC,45000,2018
,Matteo Darmian,Defender,MUFC,45000,2018
,Marcus Rashford,Forward,MUFC,45000,2018
,Mohamed Diame,Midfielder,NUFC,45000,2018
,Ayoze Perez,Forward,NUFC,45000,2018
,Matt Ritchie,Midfielder,NUFC,45000,2018
,James Ward-Prowse,Midfielder,SFC,45000,2018
,Daryl Janmaat,Defender,WAT,45000,2018
,Roberto Pereyra,Midfielder,WAT,45000,2018
,Sebastian Prodl,Defender,WAT,45000,2018
,Diogo Jota,Forward,WWFC,45000,2018
273.0,Emerson Palmieri,Defender,CFC,44000,2018
274.0,Federico Fernandez,Defender,NUFC,43000,2018
,Adama Traore,Midfielder,WWFC,43000,2018
276.0,Tom Heaton,Goalkeeper,BFC,42308,2018
277.0,Raul Jimenez,Forward,WWFC,41000,2018
278.0,Nathan Ake,Defender,BOU,40000,2018
,Harry Arter,Midfielder,BOU,40000,2018
,Artur Boruc,Goalkeeper,BOU,40000,2018
,Callum Wilson,Forward,BOU,40000,2018
,Matteo Guendouzi,Midfielder,AFC,40000,2018
,Henri Lansbury,Midfielder,AVFC,40000,2018
,Florin Andone,Forward,BHA,40000,2018
,Shane Duffy,Defender,BHA,40000,2018
,Ashley Barnes,Forward,BFC,40000,2018
,Ben Gibson,Defender,BFC,40000,2018
,Willy Caballero,Goalkeeper,CFC,40000,2018
,Kurt Zouma,Defender,CFC,40000,2018
,Wayne Hennessey,Goalkeeper,CP,40000,2018
,Yohan Benalouane,Defender,LC,40000,2018
,Andy King,Midfielder,LC,40000,2018
,Jamaal Lascelles,Defender,NUFC,40000,2018
,Joselu Mato,Forward,NUFC,40000,2018
,Fabian Schar,Defender,NUFC,40000,2018
,Ki Sung-yueng,Midfielder,NUFC,40000,2018
,Sam Gallagher,Forward,SFC,40000,2018
,Angus Gunn,Goalkeeper,SFC,40000,2018
,Peter Crouch,Forward,SCFC,40000,2018
,Michel Vorm,Goalkeeper,THFC,40000,2018
,Etienne Capoue,Midfielder,WAT,40000,2018
,Fabian Balbuena,Defender,WHUFC,40000,2018
,Ryan Fredericks,Midfielder,WHUFC,40000,2018
,Arthur Masuaku,Defender,WHUFC,40000,2018
,Robert Snodgrass,Midfielder,WHUFC,40000,2018
306.0,Jordon Ibe,Midfielder,BOU,38000,2018
,Jack Cork,Midfielder,BFC,38000,2018
,Philippe Sandler,Defender,MCFC,38000,2018
,Martin Dubravka,Goalkeeper,NUFC,38000,2018
,Florian Lejeune,Defender,NUFC,38000,2018
,Erik Pieters,Defender,SCFC,38000,2018
312.0,Leander Dendoncker,Midfielder,WWFC,37923,2018
313.0,Jonny Castro,Defender,WWFC,36673,2018
314.0,Lewis Cook,Midfielder,BOU,35000,2018
,Charlie Daniels,Defender,BOU,35000,2018
,Dan Gosling,Midfielder,BOU,35000,2018
,Adam Smith,Defender,BOU,35000,2018
,Junior Stanislas,Forward,BOU,35000,2018
,Andrew Surman,Midfielder,BOU,35000,2018
,Jack Grealish,Midfielder,AVFC,35000,2018
,Jonathan Kodjia,Forward,AVFC,35000,2018
,Anthony Knockaert,Forward,BHA,35000,2018
,Mathew Ryan,Goalkeeper,BHA,35000,2018
,Robbie Brady,Midfielder,BFC,35000,2018
,Jeff Hendrick,Midfielder,BFC,35000,2018
,Aaron Lennon,Forward,BFC,35000,2018
,Nick Pope,Goalkeeper,BFC,35000,2018
,Matej Vydra,Forward,BFC,35000,2018
,Ruben Loftus-Cheek,Midfielder,CFC,35000,2018
,Jason Puncheon,Midfielder,CP,35000,2018
,Joel Ward,Defender,CP,35000,2018
,Marcus Bettinelli,Goalkeeper,FFC,35000,2018
,Laurent Depoitre,Forward,HUD,35000,2018
,Erik Durm,Defender,HUD,35000,2018
,Terence Kongolo,Defender,HUD,35000,2018
,Steve Mounie,Forward,HUD,35000,2018
,Patrick Bamford,Forward,LUFC,35000,2018
,Shinji Okazaki,Forward,LC,35000,2018
,Ciaran Clark,Defender,NUFC,35000,2018
,Paul Dummett,Defender,NUFC,35000,2018
,Javier Manquillo,Defender,NUFC,35000,2018
,Matt Targett,Defender,SFC,35000,2018
,Jack Butland,Goalkeeper,SCFC,35000,2018
,Nathaniel Chalobah,Midfielder,WAT,35000,2018
,Heurelho Gomes,Goalkeeper,WAT,35000,2018
,Younes Kaboul,Defender,WAT,35000,2018
,Stefano Okaka,Forward,WAT,35000,2018
,John Ruddy,Goalkeeper,WWFC,35000,2018
349.0,Vincent Janssen,Forward,THFC,34000,2018
350.0,Mathias Jorgensen,Defender,HUD,33000,2018
,Marc Muniesa,Defender,SCFC,33000,2018
352.0,Helder Costa,Forward,WWFC,32500,2018
353.0,Kiko Casilla,Goalkeeper,LUFC,32115,2018
354.0,Neil Taylor,Defender,AVFC,32000,2018
,Ezequiel Schelotto,Defender,BHA,32000,2018
,Alfie Mawson,Defender,FFC,32000,2018
,Matty James,Midfielder,LC,32000,2018
358.0,Ashley Westwood,Midfielder,BFC,31000,2018
359.0,Simon Francis,Defender,BOU,30000,2018
,James Chester,Defender,AVFC,30000,2018
,Solly March,Midfielder,BHA,30000,2018
,Glenn Murray,Forward,BHA,30000,2018
,Dale Stephens,Midfielder,BHA,30000,2018
,Johann Berg Gudmundsson,Midfielder,BFC,30000,2018
,Bobby Reid,Forward,CCFC,30000,2018
,Alex Smithies,Goalkeeper,CCFC,30000,2018
,Pape Souare,Defender,CP,30000,2018
,Maarten Stekelenburg,Goalkeeper,EFC,30000,2018
,Joe Bryan,Defender,FFC,30000,2018
,Tom Cairney,Midfielder,FFC,30000,2018
,Adama Diakhaby,Forward,HUD,30000,2018
,Alex Pritchard,Midfielder,HUD,30000,2018
,Daniel Williams,Midfielder,HUD,30000,2018
,Joe Gomez,Defender,LFC,30000,2018
,Tosin Adarabioyo,Defender,MCFC,30000,2018
,Lee Grant,Goalkeeper,MUFC,30000,2018
,Andreas Pereira,Midfielder,MUFC,30000,2018
,Christian Atsu,Forward,NUFC,30000,2018
,Deandre Yedlin,Defender,NUFC,30000,2018
,Geoff Cameron,Defender,SCFC,30000,2018
,Ben Foster,Goalkeeper,WAT,30000,2018
,Jose Holebas,Defender,WAT,30000,2018
,Will Hughes,Midfielder,WAT,30000,2018
,Christian Kabasele,Defender,WAT,30000,2018
,Isaac Success,Forward,WAT,30000,2018
,Sam Byram,Defender,WHUFC,30000,2018
,Ruben Vinagre,Defender,WWFC,30000,2018
388.0,Bruno Ecuele Manga,Defender,CCFC,29519,2018
389.0,Stephen Ward,Defender,BFC,28000,2018
,Junior Hoilett,Forward,CCFC,28000,2018
,Adam Masina,Defender,WAT,28000,2018
392.0,Marco van Ginkel,Midfielder,CFC,27885,2018
,Ivan Cavaleiro,Forward,WWFC,27885,2018
394.0,Ryan Fraser,Midfielder,BOU,27000,2018
,Tim Ream,Defender,FFC,27000,2018
,Ramadan Sobhi,Forward,HUD,27000,2018
397.0,Konstantinos Mavropanos,Defender,AFC,25000,2018
,Ahmed Elmohamady,Midfielder,AVFC,25000,2018
,Yves Bissouma,Midfielder,BHA,25000,2018
,Bernardo Fernandes da Silva Junior,Midfielder,BHA,25000,2018
,Beram Kayal,Midfielder,BHA,25000,2018
,Phil Bardsley,Defender,BFC,25000,2018
,Matthew Lowton,Defender,BFC,25000,2018
,Charlie Taylor,Defender,BFC,25000,2018
,Sam Vokes,Forward,BFC,25000,2018
,Sean Morrison,Defender,CCFC,25000,2018
,Josh Murphy,Forward,CCFC,25000,2018
,Isaiah Brown,Forward,CFC,25000,2018
,Robert Green,Goalkeeper,CFC,25000,2018
,Robert Kenedy,Midfielder,CFC,25000,2018
,Martin Kelly,Defender,CP,25000,2018
,Julian Speroni,Goalkeeper,CP,25000,2018
,Tom Davies,Midfielder,EFC,25000,2018
,Mason Holgate,Defender,EFC,25000,2018
,Maxime le Marchand,Defender,FFC,25000,2018
,Elias Kachunga,Forward,HUD,25000,2018
,Christopher Schindler,Defender,HUD,25000,2018
,Dominic Solanke,Forward,LFC,25000,2018
,Diogo Dalot,Midfielder,MUFC,25000,2018
,Karl Darlow,Goalkeeper,NUFC,25000,2018
,Rob Elliot,Goalkeeper,NUFC,25000,2018
,Jacob Murphy,Forward,NUFC,25000,2018
,Grant Hanley,Defender,NCFC,25000,2018
,Ibrahim Afellay,Midfielder,SCFC,25000,2018
,Miguel Britos,Defender,WAT,25000,2018
426.0,Joe Ralls,Midfielder,CCFC,24519,2018
427.0,Aron Gunnarsson,Midfielder,CCFC,24038,2018
428.0,Kevin Long,Defender,BFC,23077,2018
,Kevin Long,Defender,BFC,23077,2018
,Craig Cathcart,Defender,WAT,23077,2018
431.0,Brendan Galloway,Defender,EFC,23000,2018
,Ademola Lookman,Forward,EFC,23000,2018
,Florent Hadergjonaj,Defender,HUD,23000,2018
,Jonathan Hogg,Midfielder,HUD,23000,2018
,Eldin Jakupovic,Goalkeeper,LC,23000,2018
,Marc Navarro,Defender,WAT,23000,2018
437.0,Callum Paterson,Defender,CCFC,22500,2018
438.0,Kevin McDonald,Midfielder,FFC,22000,2018
,Isaac Hayden,Midfielder,NUFC,22000,2018
,Romain Saiss,Midfielder,WWFC,22000,2018
441.0,Juan Foyth,Defender,THFC,21500,2018
442.0,Daniel Amartey,Midfielder,LC,21000,2018
443.0,David Brooks,Midfielder,BOU,20000,2018
,Lys Mousset,Forward,BOU,20000,2018
,Rob Holding,Defender,AFC,20000,2018
,Emiliano Martinez,Goalkeeper,AFC,20000,2018
,Orjan Nyland,Goalkeeper,AVFC,20000,2018
,Gaetan Bong,Defender,BHA,20000,2018
,Alexander Sorloth,Forward,CP,20000,2018
,Dominic Calvert-Lewin,Forward,EFC,20000,2018
,Cyrus Christie,Defender,FFC,20000,2018
,Chris Lowe,Defender,HUD,20000,2018
,Tommy Smith,Defender,HUD,20000,2018
,Adam Forshaw,Midfielder,LUFC,20000,2018
,Danny Ward,Goalkeeper,LC,20000,2018
,Oleksandr Zinchenko,Midfielder,MCFC,20000,2018
,Timothy Fosu-Mensah,Defender,MUFC,20000,2018
,Jan Bednarek,Defender,SFC,20000,2018
,Cameron Carter-Vickers,Defender,THFC,20000,2018
,Paulo Gazzaniga,Goalkeeper,THFC,20000,2018
,Kyle Walker-Peters,Defender,THFC,20000,2018
,Kiko Femenia,Defender,WAT,20000,2018
,Reece Oxford,Defender,WHUFC,20000,2018
,Ryan Bennett,Defender,WWFC,20000,2018
,Leo Bonatini,Forward,WWFC,20000,2018
466.0,Joe Bennett,Defender,CCFC,19519,2018
,Neil Etheridge,Goalkeeper,CCFC,19519,2018
468.0,Diego Rico,Defender,BOU,19250,2018
469.0,Pablo Hernandez,Midfielder,LUFC,19000,2018
470.0,Lee Peltier,Defender,CCFC,18990,2018
471.0,Matthew Connolly,Defender,CCFC,18981,2018
,Greg Cunningham,Defender,CCFC,18981,2018
473.0,Nathaniel Mendez-Laing,Forward,CCFC,18494,2018
474.0,Danny Ward,Forward,CCFC,18462,2018
475.0,Leon Balogun,Defender,BHA,18269,2018
476.0,Abdelhamid Sabiri,Midfielder,HUD,18000,2018
,Rajiv van La Parra,Midfielder,HUD,18000,2018
,Jake Hesketh,Midfielder,SFC,18000,2018
479.0,Joe Lolley,Forward,NFFC,17500,2018
480.0,Max Kilman,Defender,WWFC,17308,2018
481.0,Juninho Bacuna,Midfielder,HUD,17000,2018
482.0,Kenneth Zohore,Forward,CCFC,16500,2018
