year,Name,Team,AvgP,PS%
2022,Asmir Begovic,Everton,25.0,64.0
2022,Kevin De Bruyne,Man City,42.40625,80.84008843036109
2022,Stefan Ortega,Man City,50.333333333333336,85.43046357615894
2022,Erling Haaland,Man City,13.714285714285714,74.79166666666667
2022,Harry Kane,Tottenham,22.394736842105264,72.03290246768508
2022,Bruno Fernandes,Man Utd,50.13513513513514,77.73584905660378
2022,Gabriel Jesus,Arsenal,25.923076923076923,81.4540059347181
2022,Kieran Trippier,Newcastle,54.31578947368421,75.96899224806202
2022,Bukayo Saka,Arsenal,32.5,80.89068825910931
2022,Solly March,Brighton,33.36363636363637,78.56494096276113
2022,Jack Grealish,Man City,35.32142857142857,87.56319514661274
2022,Martin Ødegaard,Arsenal,45.648648648648646,83.95500296033156
2022,Rodri,Man City,82.69444444444444,91.26637554585153
2022,Gabriel Martinelli,Arsenal,27.13888888888889,82.39508700102354
2022,Ivan Toney,Brentford,22.303030303030305,61.95652173913043
2022,Joelinton,Newcastle,38.4375,82.27642276422765
2022,James Maddison,Leicester,33.766666666666666,79.46692991115498
2022,Rodrigo Bentancur,Tottenham,47.611111111111114,85.1808634772462
2022,Bruno Guimarães,Newcastle,51.0,84.55882352941177
2022,Casemiro,Man Utd,50.42857142857143,78.54107648725213
2022,Mohamed Salah,Liverpool,29.473684210526315,78.125
2022,Phil Foden,Man City,31.34375,86.14157527417746
2022,Ilkay Gündogan,Man City,49.67741935483871,88.24675324675326
2022,Trent Alexander-Arnold,Liverpool,62.4054054054054,78.6920744911217
2022,Ethan Pinnock,Brentford,36.4,80.21978021978022
2022,Aleksandar Mitrovic,Fulham,20.375,60.53169734151329
2022,Marcus Rashford,Man Utd,22.257142857142856,78.69062901155327
2022,Reece James,Chelsea,53.25,90.72769953051643
2022,Thomas Partey,Arsenal,58.96969696969697,87.97533401849948
2022,Felipe,Nottingham Forest,34.75,73.02158273381295
2022,Cody Gakpo,Liverpool,17.666666666666668,78.4366576819407
2022,Alexander Isak,Newcastle,16.0,77.8409090909091
2022,Alexis Mac Allister,Brighton,51.51428571428571,87.24348308374931
2022,Fabian Schär,Newcastle,50.416666666666664,77.74104683195591
2022,João Cancelo,Man City,64.41176470588235,86.7579908675799
2022,Pierre-Emile Højbjerg,Tottenham,64.45714285714286,88.56382978723404
2022,Eberechi Eze,Crystal Palace,28.5,82.36380424746076
2022,Riyad Mahrez,Man City,34.43333333333333,86.83446272991287
2022,Declan Rice,West Ham,56.2972972972973,88.04608737397984
2022,Bryan Mbeumo,Brentford,21.289473684210527,73.67119901112484
2022,Yerry Mina,Everton,45.857142857142854,88.47352024922118
2022,Ben Mee,Brentford,44.810810810810814,77.08082026537998
2022,Kaoru Mitoma,Brighton,27.696969696969695,83.26039387308533
2022,Dan Bentley,Wolves,33.0,72.72727272727273
2022,Pascal Groß,Brighton,54.78378378378378,86.03848051307351
2022,Dwight McNeil,Everton,20.97222222222222,76.42384105960265
2022,Michael Olise,Crystal Palace,31.2972972972973,78.41105354058722
2022,Willian,Fulham,31.333333333333332,82.26950354609929
2022,Leandro Trossard,Brighton,29.5,74.36440677966102
2022,Kenny Tete,Fulham,35.935483870967744,76.03231597845601
2022,Thiago Silva,Chelsea,75.22222222222223,91.2850812407681
2022,Granit Xhaka,Arsenal,42.45945945945946,86.50541056651814
2022,Martin Dúbravka,Newcastle,20.0,87.5
2022,James Tarkowski,Everton,42.63157894736842,81.23456790123457
2022,Luis Díaz,Liverpool,26.235294117647058,82.7354260089686
2022,David Raya,Brentford,38.81578947368421,60.7457627118644
2022,Lucas Paquetá,West Ham,40.17857142857143,80.17777777777778
2022,Virgil van Dijk,Liverpool,80.65625,90.50755521115846
2022,Ollie Watkins,Aston Villa,14.891891891891891,69.87295825771325
2022,Diogo Dalot,Man Utd,45.73076923076923,80.48780487804879
2022,Pedro Porro,Tottenham,31.866666666666667,75.31380753138075
2022,James Ward-Prowse,Southampton,50.526315789473685,85.3125
2022,Rúben Neves,Wolves,58.114285714285714,83.9724680432645
2022,Marcus Tavernier,Bournemouth,25.91304347826087,77.3489932885906
2022,Son Heung-Min,Tottenham,21.805555555555557,82.03821656050955
2022,N'Golo Kanté,Chelsea,46.42857142857143,82.46153846153847
2022,Bernd Leno,Fulham,33.47222222222222,76.34854771784232
2022,Douglas Luiz,Aston Villa,45.86486486486486,86.44667059516794
2022,João Palhinha,Fulham,36.2,82.9518547750592
2022,Aaron Wan-Bissaka,Man Utd,37.10526315789474,83.54609929078013
2022,Alisson Becker,Liverpool,33.486486486486484,83.37368845843423
2022,Callum Wilson,Newcastle,7.580645161290323,67.65957446808511
2022,Moisés Caicedo,Brighton,59.7027027027027,88.77320054323224
2022,Miguel Almirón,Newcastle,27.41176470588235,84.54935622317596
2022,Benoît Badiashile,Chelsea,77.72727272727273,89.70760233918129
2022,Wesley Fofana,Leicester,69.5,84.17266187050359
2022,Christian Nørgaard,Brentford,36.04545454545455,76.29255989911728
2022,Luke Shaw,Man Utd,58.225806451612904,85.98337950138503
2022,Joe Willock,Newcastle,25.37142857142857,85.13513513513513
2022,Lewis Hall,Chelsea,39.55555555555556,83.70786516853933
2022,Emiliano Martínez,Aston Villa,34.666666666666664,71.55448717948718
2022,Gabriel Magalhães,Arsenal,63.05263157894737,89.69115191986644
2022,Oleksandr Zinchenko,Arsenal,63.55555555555556,87.76223776223776
2022,Jacob Ramsey,Aston Villa,24.685714285714287,83.68055555555556
2022,Roberto Firmino,Liverpool,21.84,79.85347985347985
