Name,Team,Age,Position,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,Rating
Riyad Mahrez,Leicester,32,Forward,37,3058,1.4324324324324325,1.027027027027027,0.5135135135135135,0.0,0.3783783783783784,1.8918918918918919,0.13513513513513514,7.8448648648648645
Dimitri Payet,West Ham,36,Midfielder,30,2573,0.8,0.7666666666666667,0.43333333333333335,0.0,0.06666666666666667,0.8333333333333334,0.0,7.741999999999999
Alexis Sánchez,Arsenal,34,Forward,30,2446,1.5666666666666667,0.8,1.0666666666666667,0.0,0.2,0.8333333333333334,0.1,7.724666666666666
Mousa Dembélé,Tottenham,36,Midfielder,29,2273,3.586206896551724,1.9310344827586208,1.6551724137931034,0.0,1.1379310344827587,0.4482758620689655,0.27586206896551724,7.69034482758621
Mesut Özil,Arsenal,34,Midfielder,35,3049,1.0,0.6285714285714286,0.5714285714285714,0.0,0.2857142857142857,1.2,0.0,7.657428571428572
N'Golo Kanté,Leicester,32,Midfielder,37,3020,4.72972972972973,4.216216216216216,1.162162162162162,0.02702702702702703,1.5405405405405406,1.5675675675675675,0.2972972972972973,7.612162162162163
Virgil van Dijk,Southampton,32,Defender,34,3060,1.7352941176470589,2.823529411764706,0.8235294117647058,0.3235294117647059,7.647058823529412,0.2647058823529412,0.6470588235294118,7.563529411764707
Harry Kane,Tottenham,30,Forward,38,3370,0.7631578947368421,0.5526315789473685,1.105263157894737,0.02631578947368421,0.8157894736842105,0.3157894736842105,0.23684210526315788,7.52842105263158
Santi Cazorla,Arsenal,38,Midfielder,15,1293,1.8666666666666667,1.7333333333333334,0.8666666666666667,0.0,1.0,1.8,0.06666666666666667,7.527333333333333
Jamie Vardy,Leicester,36,Forward,36,3140,0.9722222222222222,0.5,1.1666666666666667,0.0,0.19444444444444445,0.5,0.08333333333333333,7.509722222222221
Christian Fuchs,Leicester,37,Defender,32,2710,3.09375,3.0625,1.03125,0.25,3.8125,1.71875,0.34375,7.4993750000000015
Jordan Amavi,Aston Villa,29,Defender,10,836,3.6,3.7,1.8,0.2,3.2,1.1,0.3,7.484
Laurent Koscielny,Arsenal,37,Defender,33,2847,1.4242424242424243,3.8181818181818183,0.9393939393939394,0.9090909090909091,5.636363636363637,0.42424242424242425,0.8181818181818182,7.475151515151517
Nicolás Otamendi,Man City,35,Defender,30,2672,3.0,3.466666666666667,1.0333333333333334,0.8,6.966666666666667,1.3666666666666667,0.43333333333333335,7.472666666666668
Christian Eriksen,Tottenham,31,Midfielder,35,2942,1.3428571428571427,1.0,0.37142857142857144,0.0,0.6857142857142857,0.7428571428571429,0.0,7.449142857142856
Kevin De Bruyne,Man City,32,Midfielder,25,2004,1.12,0.72,0.64,0.0,0.52,1.92,0.0,7.445999999999998
Sergio Agüero,Man City,35,Forward,30,2375,0.5,0.2,0.6666666666666666,0.0,0.0,0.6333333333333333,0.03333333333333333,7.3853333333333335
Luke Shaw,Man Utd,28,Defender,5,450,1.8,1.0,1.6,0.6,3.8,1.4,0.4,7.359999999999999
Andros Townsend,Newcastle,32,Midfielder,13,1089,2.076923076923077,0.8461538461538461,0.46153846153846156,0.07692307692307693,0.6153846153846154,1.9230769230769231,0.15384615384615385,7.353076923076925
Dele Alli,Tottenham,27,Midfielder,33,2482,2.1515151515151514,1.8181818181818181,1.5151515151515151,0.030303030303030304,0.9696969696969697,1.2424242424242424,0.15151515151515152,7.347878787878786
Michail Antonio,West Ham,33,Forward,26,2063,1.4230769230769231,2.1923076923076925,1.0384615384615385,0.038461538461538464,1.7307692307692308,0.6538461538461539,0.15384615384615385,7.3476923076923075
Ross Barkley,Everton,29,Midfielder,38,3087,0.8947368421052632,0.4473684210526316,0.7631578947368421,0.0,0.47368421052631576,0.6842105263157895,0.13157894736842105,7.3097368421052655
Danny Drinkwater,Leicester,33,Midfielder,35,3039,3.0285714285714285,1.5714285714285714,1.542857142857143,0.02857142857142857,1.9428571428571428,1.5142857142857142,0.4857142857142857,7.295142857142858
Philippe Coutinho,Liverpool,31,Midfielder,26,2005,1.3461538461538463,0.6538461538461539,0.38461538461538464,0.0,0.2692307692307692,1.3076923076923077,0.038461538461538464,7.292692307692307
Troy Deeney,Watford,35,Forward,38,3293,1.2894736842105263,0.42105263157894735,1.3157894736842106,0.05263157894736842,1.263157894736842,0.6052631578947368,0.10526315789473684,7.284473684210525
Vincent Kompany,Man City,37,Defender,14,1179,1.4285714285714286,1.6428571428571428,1.0714285714285714,0.7142857142857143,5.571428571428571,0.5,0.2857142857142857,7.282142857142858
David Silva,Man City,37,Midfielder,24,1802,1.5,0.6666666666666666,0.7916666666666666,0.0,0.125,1.5416666666666667,0.0,7.276250000000001
Lamine Koné,Sunderland,34,Defender,15,1315,1.8,2.1333333333333333,0.3333333333333333,0.8666666666666667,9.2,0.4,0.6666666666666666,7.270666666666665
Cédric Soares,Southampton,31,Defender,24,1971,2.9583333333333335,2.25,0.75,0.08333333333333333,2.8333333333333335,0.5833333333333334,0.4583333333333333,7.267916666666667
Cheikhou Kouyaté,West Ham,33,Midfielder,34,3010,2.764705882352941,2.235294117647059,1.0588235294117647,0.058823529411764705,1.6764705882352942,1.5,0.38235294117647056,7.263529411764705
Kieran Trippier,Tottenham,32,Defender,6,458,2.3333333333333335,1.8333333333333333,0.5,0.0,2.0,0.3333333333333333,0.3333333333333333,7.263333333333333
Nacho Monreal,Arsenal,37,Defender,37,3248,2.135135135135135,2.864864864864865,0.7567567567567568,0.16216216216216217,3.081081081081081,0.8108108108108109,0.2972972972972973,7.262432432432432
Danny Rose,Tottenham,33,Defender,24,2132,2.7916666666666665,1.625,1.7083333333333333,0.08333333333333333,3.2916666666666665,0.75,0.4583333333333333,7.254166666666667
Idrissa Gueye,Aston Villa,33,Midfielder,35,3076,4.114285714285714,4.0285714285714285,1.9428571428571428,0.0,0.8571428571428571,0.9142857142857143,0.17142857142857143,7.246857142857142
Sébastien Pocognoli,WBA,36,Defender,1,35,0.0,1.0,0.0,0.0,3.0,0.0,0.0,7.24
Gaël Clichy,Man City,38,Defender,14,1088,2.0,3.5714285714285716,0.7142857142857143,0.42857142857142855,2.857142857142857,0.9285714285714286,0.21428571428571427,7.238571428571428
Gabriel Paulista,Arsenal,32,Defender,21,1762,2.0,2.9047619047619047,0.42857142857142855,1.0476190476190477,5.380952380952381,0.47619047619047616,0.6190476190476191,7.233333333333333
Anthony Martial,Man Utd,27,Forward,31,2632,0.6774193548387096,0.2903225806451613,1.2903225806451613,0.0,0.5806451612903226,0.6451612903225806,0.12903225806451613,7.233225806451616
Yohan Cabaye,Crystal Palace,37,Midfielder,33,2704,3.242424242424242,3.6363636363636362,1.1515151515151516,0.0,0.5151515151515151,1.9090909090909092,0.18181818181818182,7.2293939393939395
Yaya Touré,Man City,40,Midfielder,32,2335,1.34375,0.78125,0.84375,0.03125,1.09375,1.3125,0.0625,7.220937499999999
Aaron Ramsey,Arsenal,32,Midfielder,31,2624,2.5483870967741935,1.8064516129032258,1.5161290322580645,0.03225806451612903,0.6451612903225806,2.096774193548387,0.3548387096774194,7.213870967741935
Timm Klose,Norwich,35,Defender,10,850,1.4,2.4,0.6,0.8,10.2,0.6,1.0,7.213000000000001
Manuel Lanzini,West Ham,30,Midfielder,26,1921,1.2692307692307692,0.9230769230769231,0.34615384615384615,0.0,0.19230769230769232,0.8461538461538461,0.11538461538461539,7.209999999999999
James Milner,Liverpool,37,Midfielder,28,2416,2.4642857142857144,1.3214285714285714,1.6785714285714286,0.0,0.8214285714285714,1.8928571428571428,0.10714285714285714,7.209642857142858
Phil Jagielka,Everton,41,Defender,21,1852,1.8571428571428572,2.4285714285714284,0.42857142857142855,0.5238095238095238,8.095238095238095,0.5714285714285714,1.0,7.2023809523809526
Jonny Evans,WBA,35,Defender,30,2593,2.4,3.033333333333333,0.7666666666666667,0.26666666666666666,3.433333333333333,0.7666666666666667,0.9333333333333333,7.2
Willian,Chelsea,35,Forward,35,2751,1.2,0.5714285714285714,0.7714285714285715,0.0,0.14285714285714285,0.7714285714285715,0.02857142857142857,7.198000000000003
Roberto Firmino,Liverpool,31,Forward,31,1982,2.161290322580645,0.5161290322580645,0.9354838709677419,0.0,0.3870967741935484,0.9032258064516129,0.06451612903225806,7.194516129032258
Kyle Walker,Tottenham,33,Defender,33,2943,2.6363636363636362,2.787878787878788,0.8787878787878788,0.30303030303030304,3.212121212121212,0.7575757575757576,0.15151515151515152,7.192121212121212
Ashley Williams,Swansea,39,Defender,36,3240,1.8888888888888888,2.75,0.8333333333333334,0.6111111111111112,8.722222222222221,0.3888888888888889,1.1944444444444444,7.190277777777776
Héctor Bellerín,Arsenal,28,Defender,36,3240,1.5833333333333333,1.8333333333333333,0.5277777777777778,0.027777777777777776,2.361111111111111,0.6111111111111112,0.19444444444444445,7.1897222222222235
Younes Kaboul,Sunderland,37,Defender,23,2009,1.8695652173913044,2.260869565217391,0.6521739130434783,0.34782608695652173,8.608695652173912,0.4782608695652174,0.8695652173913043,7.18
Winston Reid,West Ham,35,Defender,24,2136,1.875,3.1666666666666665,0.9583333333333334,0.7083333333333334,6.458333333333333,0.5416666666666666,1.0416666666666667,7.1766666666666685
Ramiro Funes Mori,Everton,32,Defender,28,2191,1.4642857142857142,2.357142857142857,0.2857142857142857,0.7142857142857143,7.75,0.5714285714285714,0.39285714285714285,7.176428571428572
Chris Smalling,Man Utd,33,Defender,35,3150,1.5714285714285714,2.7714285714285714,1.3428571428571427,0.5428571428571428,5.114285714285714,0.37142857142857144,0.5428571428571428,7.173428571428571
Fernandinho,Man City,38,Midfielder,33,2732,3.1818181818181817,1.696969696969697,1.6666666666666667,0.21212121212121213,1.3333333333333333,1.8181818181818181,0.21212121212121213,7.172727272727273
Toby Alderweireld,Tottenham,34,Defender,38,3420,1.1842105263157894,1.736842105263158,0.23684210526315788,1.2105263157894737,7.5,0.42105263157894735,0.868421052631579,7.164999999999999
Simon Francis,Bournemouth,38,Defender,38,3387,2.763157894736842,2.289473684210526,0.9210526315789473,0.5263157894736842,5.421052631578948,0.8421052631578947,0.5526315789473685,7.163947368421053
Romelu Lukaku,Everton,30,Forward,37,3177,0.35135135135135137,0.0,0.8108108108108109,0.0,0.13513513513513514,0.1891891891891892,0.08108108108108109,7.161621621621622
Robert Brady,Norwich,31,Midfielder,36,2988,2.8055555555555554,1.5833333333333333,1.1388888888888888,0.19444444444444445,2.4444444444444446,1.0277777777777777,0.08333333333333333,7.15388888888889
Robert Huth,Leicester,39,Defender,35,3150,1.1714285714285715,2.1714285714285713,1.0,0.5142857142857142,7.371428571428571,0.3142857142857143,0.9714285714285714,7.152285714285713
Erik Lamela,Tottenham,31,Midfielder,34,2385,2.3529411764705883,0.7941176470588235,1.9411764705882353,0.0,0.14705882352941177,1.5294117647058822,0.058823529411764705,7.148823529411764
