No,Player,Team,Apps,Min,G,NPG,A,xG,NPxG,xA,xGChain,xGBuildup,xG90,NPxG90,xA90,xG90+xA90,NPxG90+xA90,xGChain90,xGBuildup90
6026,Richarlison,Everton,36,3100,13,13,3,9.84,9.84,6.67,16.46,5.20,0.29,0.29,0.19,0.48,0.48,0.48,0.15
453,Son Heung-Min,Tottenham,30,2511,11,11,10,9.70,8.94,6.72,18.80,6.51,0.35,0.32,0.24,0.59,0.56,0.67,0.23
750,Riyad Mahrez,Manchester City,33,1938,11,10,9,8.65,7.89,11.06,27.77,13.29,0.40,0.37,0.51,0.92,0.88,1.29,0.62
7696,Teemu Pukki,Norwich,36,2908,11,9,3,11.52,10.00,3.62,14.75,2.37,0.36,0.31,0.11,0.47,0.42,0.46,0.07
531,Michail Antonio,West Ham,24,1767,10,9,3,13.25,12.49,3.92,13.96,2.27,0.67,0.64,0.20,0.87,0.84,0.71,0.12
574,Troy Deeney,Watford,27,2253,10,5,2,11.59,7.02,3.74,11.63,3.33,0.46,0.28,0.15,0.61,0.43,0.46,0.13
3277,Alexandre Lacazette,Arsenal,30,1890,10,10,4,8.66,8.66,3.34,12.06,2.51,0.41,0.41,0.16,0.57,0.57,0.57,0.12
3621,Neal Maupay,Brighton,37,2782,10,9,3,13.56,12.04,2.51,13.86,3.48,0.44,0.39,0.08,0.52,0.47,0.45,0.11
7490,Mason Greenwood,Manchester United,31,1304,10,10,1,3.39,3.39,1.41,8.52,4.28,0.23,0.23,0.10,0.33,0.33,0.59,0.30
482,Roberto Firmino,Liverpool,38,3035,9,9,8,16.69,16.69,7.35,28.27,9.46,0.49,0.49,0.22,0.71,0.71,0.84,0.28
672,Jordan Ayew,Crystal Palace,37,3196,9,9,2,7.68,7.68,2.86,11.72,3.88,0.22,0.22,0.08,0.30,0.30,0.33,0.11
700,Willian,Chelsea,36,2609,9,5,7,8.14,5.09,8.68,18.41,10.23,0.28,0.18,0.30,0.58,0.48,0.64,0.35
2662,Christian Pulisic,Chelsea,25,1738,9,9,4,8.93,8.93,4.30,16.75,7.07,0.46,0.46,0.22,0.68,0.68,0.87,0.37
468,Callum Wilson,Bournemouth,35,2916,8,8,1,9.84,9.84,3.35,12.56,2.71,0.30,0.30,0.10,0.41,0.41,0.39,0.08
502,Olivier Giroud,Chelsea,18,1015,8,8,0,7.40,7.40,1.39,9.75,2.36,0.66,0.66,0.12,0.78,0.78,0.86,0.21
645,Dele Alli,Tottenham,25,1862,8,7,4,7.92,7.15,3.48,16.53,6.69,0.38,0.35,0.17,0.55,0.51,0.80,0.32
675,Jack Grealish,Aston Villa,36,3235,8,8,6,6.84,6.08,7.64,18.37,9.30,0.19,0.17,0.21,0.40,0.38,0.51,0.26
770,Ayoze Pérez,Leicester,33,2045,8,7,4,6.56,5.80,4.09,12.85,4.47,0.29,0.26,0.18,0.47,0.44,0.57,0.20
844,Jay Rodriguez,Burnley,36,1987,8,7,1,8.96,8.20,0.77,7.04,1.26,0.41,0.37,0.03,0.44,0.41,0.32,0.06
1228,Bruno Fernandes,Manchester United,14,1211,8,4,7,5.99,2.94,2.75,8.51,4.86,0.44,0.22,0.20,0.65,0.42,0.63,0.36
5596,Harry Wilson,Bournemouth,31,1672,7,7,0,4.16,4.16,2.22,7.92,4.21,0.22,0.22,0.12,0.34,0.34,0.43,0.23
6144,Sébastien Haller,West Ham,32,2248,7,7,1,8.48,8.48,2.34,11.10,2.64,0.34,0.34,0.09,0.43,0.43,0.44,0.11
6854,Diogo Jota,Wolverhampton Wanderers,34,2329,7,7,1,12.02,12.02,2.64,16.15,4.10,0.46,0.46,0.10,0.57,0.57,0.62,0.16
7768,Mason Mount,Chelsea,37,2894,7,7,5,7.50,7.50,5.26,16.88,8.52,0.23,0.23,0.16,0.40,0.40,0.52,0.26
465,Joshua King,Bournemouth,26,2033,6,3,4,6.53,4.25,4.13,8.37,3.02,0.29,0.19,0.18,0.47,0.37,0.37,0.13
769,Jonjo Shelvey,Newcastle United,26,2136,6,6,2,2.24,2.24,4.14,7.49,4.89,0.09,0.09,0.17,0.27,0.27,0.32,0.21
1736,Oliver McBurnie,Sheffield United,36,2123,6,6,0,8.07,8.07,1.14,10.19,3.95,0.34,0.34,0.05,0.39,0.39,0.43,0.17
1748,Lys Mousset,Sheffield United,30,1220,6,6,4,6.07,6.07,3.61,9.62,2.46,0.45,0.45,0.27,0.71,0.71,0.71,0.18
3635,Bernardo Silva,Manchester City,34,2020,6,6,7,7.42,7.42,6.31,23.84,14.73,0.33,0.33,0.28,0.61,0.61,1.06,0.66
4422,Ashley Barnes,Burnley,19,1386,6,5,0,6.52,5.76,0.31,5.06,1.57,0.42,0.37,0.02,0.44,0.39,0.33,0.10
6681,Harvey Barnes,Leicester,36,2094,6,6,8,8.48,8.48,4.09,17.09,6.49,0.36,0.36,0.18,0.54,0.54,0.73,0.28
6818,James Maddison,Leicester,31,2632,6,6,3,5.02,5.02,5.77,14.38,8.76,0.17,0.17,0.20,0.37,0.37,0.49,0.30
7695,Todd Cantwell,Norwich,37,2528,6,6,2,5.68,5.68,2.32,11.01,3.81,0.20,0.20,0.08,0.28,0.28,0.39,0.14
7722,Trézéguet,Aston Villa,34,1955,6,6,1,5.35,5.35,0.96,6.64,2.61,0.25,0.25,0.04,0.29,0.29,0.31,0.12
617,David Silva,Manchester City,27,1846,5,5,10,6.93,6.93,7.65,24.69,12.76,0.34,0.34,0.37,0.71,0.71,1.20,0.62
620,Kelechi Iheanacho,Leicester,20,976,5,5,3,5.90,5.90,2.59,8.98,1.33,0.54,0.54,0.24,0.78,0.78,0.83,0.12
833,Virgil van Dijk,Liverpool,38,3420,5,5,1,2.96,2.96,1.13,15.31,14.67,0.08,0.08,0.03,0.11,0.11,0.40,0.39
843,James Ward-Prowse,Southampton,38,3420,5,4,3,7.06,4.78,5.76,13.29,9.15,0.19,0.13,0.15,0.34,0.28,0.35,0.24
1691,Robert Snodgrass,West Ham,24,1522,5,5,5,2.39,2.39,3.73,6.51,3.52,0.14,0.14,0.22,0.36,0.36,0.39,0.21
5656,Nicolas Pepe,Arsenal,31,2021,5,4,5,5.07,4.31,4.90,10.92,4.81,0.23,0.19,0.22,0.44,0.41,0.49,0.21
5675,Ismaila Sarr,Watford,28,2038,5,5,4,5.97,5.97,4.35,11.65,3.37,0.26,0.26,0.19,0.46,0.46,0.51,0.15
6055,Phil Foden,Manchester City,23,888,5,5,2,3.56,3.56,1.56,9.37,5.85,0.36,0.36,0.16,0.52,0.52,0.95,0.59
6274,Andriy Yarmolenko,West Ham,23,979,5,5,1,2.63,2.63,3.43,6.92,1.96,0.24,0.24,0.31,0.56,0.56,0.64,0.18
6893,Stuart Armstrong,Southampton,30,1711,5,5,3,3.11,3.11,2.01,7.97,3.85,0.16,0.16,0.11,0.27,0.27,0.42,0.20
7698,Leandro Trossard,Brighton,31,2018,5,5,3,5.35,5.35,4.63,12.01,4.78,0.24,0.24,0.21,0.45,0.45,0.54,0.21
7708,John Lundstram,Sheffield United,34,2448,5,5,3,5.92,5.92,3.83,12.01,5.03,0.22,0.22,0.14,0.36,0.36,0.44,0.18
7709,John Fleck,Sheffield United,30,2513,5,5,2,3.25,3.25,3.43,10.27,5.32,0.12,0.12,0.12,0.24,0.24,0.37,0.19
7724,Wesley,Aston Villa,21,1806,5,5,1,7.27,6.51,0.88,8.01,2.67,0.36,0.32,0.04,0.41,0.37,0.40,0.13
484,Divock Origi,Liverpool,28,680,4,4,1,2.10,2.10,0.83,3.54,0.83,0.28,0.28,0.11,0.39,0.39,0.47,0.11
522,Wilfried Zaha,Crystal Palace,38,3276,4,4,3,4.93,4.93,3.74,11.83,4.59,0.14,0.14,0.10,0.24,0.24,0.32,0.13
533,Mark Noble,West Ham,33,2709,4,1,3,2.77,0.49,3.18,10.04,7.93,0.09,0.02,0.11,0.20,0.12,0.33,0.26
591,Gerard Deulofeu,Watford,28,2137,4,3,5,6.21,5.45,4.79,11.51,3.67,0.26,0.23,0.20,0.46,0.43,0.48,0.15
605,Jordan Henderson,Liverpool,30,2254,4,4,5,1.18,1.18,4.11,15.86,12.15,0.05,0.05,0.16,0.21,0.21,0.63,0.49
743,Dwight Gayle,Newcastle United,20,856,4,4,2,4.64,4.64,0.89,5.12,1.84,0.49,0.49,0.09,0.58,0.58,0.54,0.19
771,Georginio Wijnaldum,Liverpool,37,2980,4,4,0,2.65,2.65,0.81,13.48,10.86,0.08,0.08,0.02,0.10,0.10,0.41,0.33
790,Nathan Redmond,Southampton,32,2781,4,4,4,5.29,5.29,3.62,13.67,6.09,0.17,0.17,0.12,0.29,0.29,0.44,0.20
900,Adama Traoré,Wolverhampton Wanderers,37,2596,4,4,9,3.71,3.71,7.55,15.27,5.66,0.13,0.13,0.26,0.39,0.39,0.53,0.20
966,Alex Oxlade-Chamberlain,Liverpool,30,1511,4,4,1,2.50,2.50,0.94,5.69,2.65,0.15,0.15,0.06,0.21,0.21,0.34,0.16
1389,Jorginho,Chelsea,31,2391,4,1,2,3.10,0.81,2.92,15.92,14.99,0.12,0.03,0.11,0.23,0.14,0.60,0.56
1621,Marcos Alonso,Chelsea,18,1436,4,4,2,2.55,2.55,2.99,10.61,7.11,0.16,0.16,0.19,0.35,0.35,0.66,0.45
1726,Abdoulaye Doucouré,Watford,37,3189,4,4,2,5.28,5.28,4.08,13.54,7.19,0.15,0.15,0.12,0.26,0.26,0.38,0.20
1791,Trent Alexander-Arnold,Liverpool,38,3183,4,4,13,3.08,3.08,11.17,20.64,13.60,0.09,0.09,0.32,0.40,0.40,0.58,0.38
3293,Lucas Moura,Tottenham,35,2261,4,4,4,5.58,5.58,3.28,10.09,3.18,0.22,0.22,0.13,0.35,0.35,0.40,0.13
5612,Anwar El Ghazi,Aston Villa,34,2082,4,3,4,6.38,5.62,2.88,8.02,2.21,0.28,0.24,0.12,0.40,0.37,0.35,0.10
6852,Matt Doherty,Wolverhampton Wanderers,36,2842,4,4,3,6.48,6.48,2.13,14.17,7.66,0.21,0.21,0.07,0.27,0.27,0.45,0.24
7236,Leander Dendoncker,Wolverhampton Wanderers,38,2793,4,4,0,2.64,2.64,0.72,9.56,8.40,0.09,0.09,0.02,0.11,0.11,0.31,0.27
7420,Miguel Almirón,Newcastle United,36,3063,4,4,2,7.76,7.76,2.90,13.88,3.99,0.23,0.23,0.09,0.31,0.31,0.41,0.12
7700,Che Adams,Southampton,30,1096,4,4,2,5.87,5.87,1.99,7.28,1.21,0.48,0.48,0.16,0.64,0.64,0.60,0.10
101,Allan Saint-Maximin,Newcastle United,26,1896,3,3,4,2.94,2.94,4.33,9.66,4.27,0.14,0.14,0.21,0.35,0.35,0.46,0.20
462,Dan Gosling,Bournemouth,24,1255,3,3,1,2.93,2.93,1.37,3.79,1.44,0.21,0.21,0.10,0.31,0.31,0.27,0.10
463,Junior Stanislas,Bournemouth,15,706,3,2,0,1.87,1.11,0.92,2.25,1.58,0.24,0.14,0.12,0.36,0.26,0.29,0.20
534,Aaron Cresswell,West Ham,31,2739,3,3,0,1.03,1.03,3.01,6.83,4.89,0.03,0.03,0.10,0.13,0.13,0.22,0.16
730,Patrick van Aanholt,Crystal Palace,29,2517,3,2,2,2.04,1.28,3.55,5.90,4.39,0.07,0.05,0.13,0.20,0.17,0.21,0.16
751,N'Golo Kanté,Chelsea,22,1733,3,3,0,1.54,1.54,1.52,7.21,4.84,0.08,0.08,0.08,0.16,0.16,0.37,0.25
757,Jeffrey Schlupp,Crystal Palace,17,1035,3,3,1,2.18,2.18,0.95,3.24,1.13,0.19,0.19,0.08,0.27,0.27,0.28,0.10
782,Ben Chilwell,Leicester,27,2382,3,3,3,1.10,1.10,3.54,10.09,8.04,0.04,0.04,0.13,0.18,0.18,0.38,0.30
1679,Dominic Solanke,Bournemouth,32,1617,3,3,1,4.44,4.44,1.05,6.86,2.42,0.25,0.25,0.06,0.31,0.31,0.38,0.13
1723,Roberto Pereyra,Watford,28,1656,3,2,0,3.15,2.39,1.36,4.78,1.63,0.17,0.13,0.07,0.24,0.20,0.26,0.09
2496,Rodri,Manchester City,35,2488,3,3,2,0.74,0.74,2.91,22.70,21.22,0.03,0.03,0.11,0.13,0.13,0.82,0.77
3203,Issa Diop,West Ham,32,2767,3,3,1,1.80,1.80,1.83,3.84,3.62,0.06,0.06,0.06,0.12,0.12,0.13,0.12
3303,Ricardo Pereira,Leicester,28,2520,3,3,2,1.27,1.27,4.02,11.06,8.12,0.05,0.05,0.14,0.19,0.19,0.39,0.29
5549,Luka Milivojevic,Crystal Palace,31,2519,3,1,1,2.50,0.97,1.74,4.50,3.99,0.09,0.03,0.06,0.15,0.10,0.16,0.14
5560,Scott McTominay,Manchester United,27,1771,3,3,1,2.02,2.02,1.43,5.72,4.45,0.10,0.10,0.07,0.18,0.18,0.29,0.23
5595,Daniel James,Manchester United,33,2291,3,3,6,3.60,3.60,4.26,11.16,5.40,0.14,0.14,0.17,0.31,0.31,0.44,0.21
5956,Youri Tielemans,Leicester,37,2849,3,3,6,2.79,2.79,5.19,17.10,11.13,0.09,0.09,0.16,0.25,0.25,0.54,0.35
6048,Lewis Dunk,Brighton,36,3233,3,3,3,3.72,3.72,1.26,8.55,8.35,0.10,0.10,0.04,0.14,0.14,0.24,0.23
6122,Douglas Luiz,Aston Villa,36,2602,3,3,2,2.28,2.28,2.00,5.57,3.40,0.08,0.08,0.07,0.15,0.15,0.19,0.12
6382,Pedro Neto,Wolverhampton Wanderers,29,911,3,3,3,1.89,1.89,2.63,7.69,4.65,0.19,0.19,0.26,0.45,0.45,0.76,0.46
6504,Michael Obafemi,Southampton,21,654,3,3,2,2.15,2.15,1.23,2.88,0.52,0.30,0.30,0.17,0.47,0.47,0.40,0.07
7063,Bernard,Everton,27,1267,3,3,2,1.70,1.70,2.30,6.57,3.05,0.12,0.12,0.16,0.28,0.28,0.47,0.22
7699,Adam Webster,Brighton,31,2668,3,3,1,1.58,1.58,1.09,6.39,6.15,0.05,0.05,0.04,0.09,0.09,0.22,0.21
7712,Billy Sharp,Sheffield United,25,1045,3,3,2,4.14,4.14,3.01,5.81,1.04,0.36,0.36,0.26,0.62,0.62,0.50,0.09
7721,Conor Hourihane,Aston Villa,27,1549,3,3,5,1.63,1.63,5.73,6.01,3.16,0.09,0.09,0.33,0.43,0.43,0.35,0.18
7723,John McGinn,Aston Villa,28,2323,3,3,3,3.98,3.98,2.62,9.97,5.29,0.15,0.15,0.10,0.26,0.26,0.39,0.20
7752,Gabriel Martinelli,Arsenal,14,643,3,3,0,2.24,2.24,0.11,3.00,0.64,0.31,0.31,0.02,0.33,0.33,0.42,0.09
7991,Aaron Connolly,Brighton,24,1279,3,3,1,4.55,4.55,0.56,4.36,0.35,0.32,0.32,0.04,0.36,0.36,0.31,0.02
8288,Tomas Soucek,West Ham,13,1042,3,3,0,2.42,2.42,0.34,3.87,2.19,0.21,0.21,0.03,0.24,0.24,0.33,0.19
8300,Steven Bergwijn,Tottenham,14,698,3,3,1,1.18,1.18,1.13,2.96,1.40,0.15,0.15,0.15,0.30,0.30,0.38,0.18
76,Fabian Schär,Newcastle United,22,1675,2,2,0,1.06,1.06,0.10,2.58,1.87,0.06,0.06,0.01,0.06,0.06,0.14,0.10
87,Joelinton,Newcastle United,38,2722,2,2,2,6.03,6.03,3.10,12.04,4.82,0.20,0.20,0.10,0.30,0.30,0.40,0.16
239,Pascal Groß,Brighton,29,1812,2,2,4,1.46,1.46,5.95,8.31,6.02,0.07,0.07,0.30,0.37,0.37,0.41,0.30
314,Ilkay Gündogan,Manchester City,31,2006,2,1,1,4.35,2.82,2.92,19.26,15.25,0.20,0.13,0.13,0.33,0.26,0.86,0.68
371,Sokratis,Arsenal,19,1698,2,2,0,1.45,1.45,0.75,4.34,4.34,0.08,0.08,0.04,0.12,0.12,0.23,0.23
461,Matt Ritchie,Newcastle United,18,1321,2,2,1,1.51,0.75,2.35,2.74,1.42,0.10,0.05,0.16,0.26,0.21,0.19,0.10
489,James Milner,Liverpool,22,895,2,0,2,2.16,0.64,0.93,6.65,5.74,0.22,0.06,0.09,0.31,0.16,0.67,0.58
501,Danny Welbeck,Watford,18,791,2,2,0,3.39,3.39,0.24,3.56,0.28,0.39,0.39,0.03,0.41,0.41,0.40,0.03
503,Theo Walcott,Everton,25,1310,2,2,3,3.48,3.48,3.97,8.40,2.61,0.24,0.24,0.27,0.51,0.51,0.58,0.18
528,Angelo Ogbonna,West Ham,31,2790,2,2,0,1.30,1.30,0.07,2.95,2.82,0.04,0.04,0.00,0.04,0.04,0.10,0.09
579,Nathan Aké,Bournemouth,29,2503,2,2,2,3.05,3.05,1.96,3.55,2.96,0.11,0.11,0.07,0.18,0.18,0.13,0.11
606,Christian Benteke,Crystal Palace,24,1249,2,2,1,4.63,4.63,2.46,6.47,0.72,0.33,0.33,0.18,0.51,0.51,0.47,0.05
611,Nicolás Otamendi,Manchester City,24,1705,2,2,0,2.05,2.05,0.18,10.64,10.60,0.11,0.11,0.01,0.12,0.12,0.56,0.56
639,Toby Alderweireld,Tottenham,33,2959,2,2,2,0.46,0.46,1.23,8.16,7.06,0.01,0.01,0.04,0.05,0.05,0.25,0.21
644,Erik Lamela,Tottenham,25,1190,2,2,1,2.31,2.31,1.01,6.64,4.44,0.17,0.17,0.08,0.25,0.25,0.50,0.34
646,Christian Eriksen,Tottenham,20,1075,2,2,2,1.76,1.76,2.26,4.08,1.78,0.15,0.15,0.19,0.34,0.34,0.34,0.15
669,Ashley Westwood,Burnley,35,3150,2,2,6,1.18,1.18,7.08,9.23,6.14,0.03,0.03,0.20,0.24,0.24,0.26,0.18
681,César Azpilicueta,Chelsea,36,3234,2,2,6,2.59,2.59,6.03,18.33,14.64,0.07,0.07,0.17,0.24,0.24,0.51,0.41
708,Federico Fernández,Newcastle United,32,2610,2,2,2,1.78,1.78,1.47,4.35,3.80,0.06,0.06,0.05,0.11,0.11,0.15,0.13
714,Gylfi Sigurdsson,Everton,35,2580,2,1,3,4.02,3.26,4.01,11.05,7.52,0.14,0.11,0.14,0.28,0.25,0.39,0.26
762,Demarai Gray,Leicester,21,580,2,2,3,2.77,2.01,2.23,4.82,1.81,0.43,0.31,0.35,0.78,0.66,0.75,0.28
772,Moussa Sissoko,Tottenham,29,2466,2,2,1,2.54,2.54,1.70,8.97,5.88,0.09,0.09,0.06,0.15,0.15,0.33,0.21
804,Craig Dawson,Watford,29,2356,2,2,0,2.24,2.24,0.34,4.20,3.99,0.09,0.09,0.01,0.10,0.10,0.16,0.15
839,Shane Long,Southampton,26,1403,2,2,2,4.53,4.53,2.58,5.50,0.84,0.29,0.29,0.17,0.46,0.46,0.35,0.05
875,Ciaran Clark,Newcastle United,14,1192,2,2,0,0.75,0.75,0.05,2.05,2.01,0.06,0.06,0.00,0.06,0.06,0.15,0.15
1017,Matej Vydra,Burnley,19,794,2,2,1,4.00,4.00,0.75,5.32,0.67,0.45,0.45,0.08,0.54,0.54,0.60,0.08
1024,Tyrone Mings,Aston Villa,33,2902,2,2,2,0.92,0.92,0.57,5.11,5.07,0.03,0.03,0.02,0.05,0.05,0.16,0.16
1304,Moise Kean,Everton,29,783,2,2,2,4.14,4.14,2.34,6.87,1.09,0.48,0.48,0.27,0.74,0.74,0.79,0.12
1653,Michael Keane,Everton,31,2550,2,2,0,2.02,2.02,0.67,5.47,4.87,0.07,0.07,0.02,0.09,0.09,0.19,0.17
1660,Andre Gray,Watford,23,725,2,2,0,2.59,2.59,1.87,4.65,0.30,0.32,0.32,0.23,0.55,0.55,0.58,0.04
1665,James Tarkowski,Burnley,38,3420,2,2,2,2.62,2.62,3.59,3.14,2.99,0.07,0.07,0.09,0.16,0.16,0.08,0.08
1676,David Luiz,Arsenal,33,2818,2,2,1,1.56,1.56,0.80,9.72,8.91,0.05,0.05,0.03,0.08,0.08,0.31,0.28
1688,Andrew Robertson,Liverpool,36,3114,2,2,12,1.81,1.81,7.90,20.40,15.31,0.05,0.05,0.23,0.28,0.28,0.59,0.44
1746,Jeff Hendrick,Burnley,24,1944,2,2,2,2.10,2.10,1.38,4.95,2.43,0.10,0.10,0.06,0.16,0.16,0.23,0.11
1822,Antonio Rüdiger,Chelsea,20,1710,2,2,0,0.93,0.93,1.18,6.22,6.19,0.05,0.05,0.06,0.11,0.11,0.33,0.33
2280,Jonny,Wolverhampton Wanderers,35,2907,2,2,2,1.61,1.61,1.57,10.03,7.45,0.05,0.05,0.05,0.10,0.10,0.31,0.23
2335,Pablo Fornals,West Ham,36,2190,2,2,5,2.64,2.64,2.30,7.56,4.67,0.11,0.11,0.09,0.20,0.20,0.31,0.19
3420,Fabinho,Liverpool,28,2063,2,2,3,0.31,0.31,1.68,11.50,10.29,0.01,0.01,0.07,0.09,0.09,0.50,0.45
3491,Romain Saiss,Wolverhampton Wanderers,33,2702,2,2,1,3.67,3.67,1.23,10.52,9.56,0.12,0.12,0.04,0.16,0.16,0.35,0.32
4918,Patrick Cutrone,Wolverhampton Wanderers,12,291,2,2,0,2.29,2.29,0.48,2.31,0.00,0.71,0.71,0.15,0.86,0.86,0.71,0.00
5073,Florian Lejeune,Newcastle United,6,442,2,2,0,0.38,0.38,0.05,0.27,0.21,0.08,0.08,0.01,0.09,0.09,0.05,0.04
5247,Naby Keita,Liverpool,18,812,2,2,3,1.72,1.72,3.22,9.59,5.73,0.19,0.19,0.36,0.55,0.55,1.06,0.64
5545,Wilfred Ndidi,Leicester,32,2679,2,2,1,1.73,1.73,0.59,10.08,9.05,0.06,0.06,0.02,0.08,0.08,0.34,0.30
5962,Tanguy NDombele Alvaro,Tottenham,21,1002,2,2,2,0.35,0.35,0.80,5.34,4.96,0.03,0.03,0.07,0.10,0.10,0.48,0.45
6033,Aaron Mooy,Brighton,31,2095,2,2,2,2.52,2.52,3.75,8.61,4.26,0.11,0.11,0.16,0.27,0.27,0.37,0.18
6143,Jetro Willems,Newcastle United,19,1501,2,2,2,0.49,0.49,1.08,3.27,1.97,0.03,0.03,0.06,0.09,0.09,0.20,0.12
6477,Cenk Tosun,Crystal Palace,10,467,2,2,0,1.91,1.91,0.62,2.32,0.26,0.37,0.37,0.12,0.49,0.49,0.45,0.05
6482,Eddie Nketiah,Arsenal,13,629,2,2,0,3.48,3.48,0.63,4.13,0.58,0.50,0.50,0.09,0.59,0.59,0.59,0.08
6521,Yerry Mina,Everton,29,2276,2,2,1,3.08,3.08,1.72,4.24,3.93,0.12,0.12,0.07,0.19,0.19,0.17,0.16
6756,Dwight McNeil,Burnley,38,3360,2,2,6,1.94,1.94,7.56,10.70,3.79,0.05,0.05,0.20,0.25,0.25,0.29,0.10
6842,Alireza Jahanbakhsh,Brighton,10,301,2,2,0,0.59,0.59,0.99,1.59,0.73,0.18,0.18,0.30,0.47,0.47,0.48,0.22
6853,Rúben Neves,Wolverhampton Wanderers,38,3081,2,2,2,1.64,1.64,2.61,13.93,11.20,0.05,0.05,0.08,0.12,0.12,0.41,0.33
7701,Moussa Djenepo,Southampton,18,920,2,2,2,2.24,2.24,2.05,5.60,2.57,0.22,0.22,0.20,0.42,0.42,0.55,0.25
7703,John Egan,Sheffield United,36,3193,2,2,0,2.69,2.69,0.45,3.89,3.76,0.08,0.08,0.01,0.09,0.09,0.11,0.11
7706,George Baldock,Sheffield United,38,3420,2,2,3,0.76,0.76,1.63,8.72,7.15,0.02,0.02,0.04,0.06,0.06,0.23,0.19
7707,Enda Stevens,Sheffield United,38,3350,2,2,4,1.52,1.52,5.41,13.61,10.10,0.04,0.04,0.15,0.19,0.19,0.37,0.27
7711,David McGoldrick,Sheffield United,28,1841,2,2,2,8.72,8.72,2.10,12.24,3.09,0.43,0.43,0.10,0.53,0.53,0.60,0.15
8016,Matthew Longstaff,Newcastle United,9,564,2,2,0,0.70,0.70,0.19,1.11,0.25,0.11,0.11,0.03,0.14,0.14,0.18,0.04
12,Mario Vrancic,Norwich,20,613,1,1,0,1.10,1.10,1.03,1.72,1.23,0.16,0.16,0.15,0.31,0.31,0.25,0.18
111,Jannik Vestergaard,Southampton,19,1500,1,1,0,0.68,0.68,0.76,3.91,3.75,0.04,0.04,0.05,0.09,0.09,0.23,0.23
191,Chicharito,West Ham,2,107,1,1,0,0.88,0.88,0.00,0.90,0.07,0.74,0.74,0.00,0.74,0.74,0.75,0.06
204,Granit Xhaka,Arsenal,31,2598,1,1,2,0.57,0.57,0.97,12.97,12.26,0.02,0.02,0.03,0.05,0.05,0.45,0.42
209,Josip Drmic,Norwich,21,609,1,1,0,2.93,2.93,0.95,2.38,0.24,0.43,0.43,0.14,0.57,0.57,0.35,0.04
332,Joel Matip,Liverpool,9,706,1,1,0,0.30,0.30,0.02,1.56,1.54,0.04,0.04,0.00,0.04,0.04,0.20,0.20
458,Steve Cook,Bournemouth,29,2431,1,1,0,0.62,0.62,0.70,3.92,3.80,0.02,0.02,0.03,0.05,0.05,0.15,0.14
486,Adam Lallana,Liverpool,15,362,1,1,1,0.81,0.81,0.65,3.72,2.31,0.20,0.20,0.16,0.36,0.36,0.92,0.58
