Name,Team,Age,Position,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,Rating
Troy Deeney,Watford,35,Forward,27,2234,0.7037037037037037,0.4074074074074074,1.3703703703703705,0.0,0.9629629629629629,0.8518518518518519,0.037037037037037035,7.054074074074072
Çaglar Söyüncü,Leicester,27,Defender,34,3037,1.7647058823529411,1.2647058823529411,0.8823529411764706,0.6470588235294118,4.4411764705882355,0.5588235294117647,0.5588235294117647,7.036764705882354
Bernardo Silva,Man City,29,Midfielder,34,2031,1.0588235294117647,0.7058823529411765,0.6764705882352942,0.0,0.35294117647058826,0.9117647058823529,0.029411764705882353,7.028235294117645
Pierre-Emerick Aubameyang,Arsenal,34,Forward,36,3139,0.8611111111111112,0.3888888888888889,0.3888888888888889,0.0,0.3611111111111111,1.0833333333333333,0.027777777777777776,7.026944444444443
Emiliano Martínez,Arsenal,30,Goalkeeper,9,770,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,7.0200000000000005
João Moutinho,Wolves,36,Midfielder,38,3108,2.4473684210526314,1.3157894736842106,1.0526315789473684,0.0,0.47368421052631576,2.4473684210526314,0.34210526315789475,7.0131578947368425
Declan Rice,West Ham,24,Midfielder,38,3420,3.0526315789473686,2.026315789473684,1.0789473684210527,0.0,1.3421052631578947,1.3421052631578947,0.23684210526315788,7.012105263157893
Nemanja Matic,Man Utd,35,Midfielder,21,1613,2.1904761904761907,1.0476190476190477,1.2857142857142858,0.0,1.2380952380952381,1.0952380952380953,0.38095238095238093,6.998095238095239
John McGinn,Aston Villa,28,Midfielder,28,2318,1.8928571428571428,0.8928571428571429,1.3214285714285714,0.0,0.5357142857142857,1.5357142857142858,0.03571428571428571,6.997857142857142
Aymeric Laporte,Man City,29,Defender,15,1104,0.8666666666666667,1.3333333333333333,0.6,0.7333333333333333,1.7333333333333334,0.3333333333333333,0.3333333333333333,6.997333333333332
Japhet Tanganga,Tottenham,24,Defender,6,526,2.8333333333333335,1.8333333333333333,1.3333333333333333,0.3333333333333333,4.833333333333333,1.1666666666666667,1.0,6.995
Jarrod Bowen,West Ham,26,Forward,13,922,1.4615384615384615,1.2307692307692308,0.3076923076923077,0.0,0.3076923076923077,1.0,0.0,6.988461538461538
Matt Doherty,Wolves,31,Defender,36,2841,1.5277777777777777,1.1111111111111112,0.7777777777777778,0.05555555555555555,1.3055555555555556,0.3888888888888889,0.1111111111111111,6.98722222222222
Hugo Lloris,Tottenham,36,Goalkeeper,21,1808,0.0,0.047619047619047616,0.0,0.0,0.6190476190476191,0.0,0.0,6.982857142857142
Wilfried Zaha,Crystal Palace,30,Forward,38,3280,1.131578947368421,0.47368421052631576,1.263157894736842,0.0,0.05263157894736842,0.9736842105263158,0.05263157894736842,6.980526315789473
Chris Basham,Sheff Utd,35,Defender,38,3255,2.236842105263158,2.026315789473684,0.6842105263157895,0.34210526315789475,4.447368421052632,0.868421052631579,0.39473684210526316,6.977105263157896
Jonjo Shelvey,Newcastle,31,Midfielder,26,2124,1.1153846153846154,0.8846153846153846,0.7307692307692307,0.0,1.3461538461538463,1.1923076923076923,0.19230769230769232,6.969615384615385
Lucas Moura,Tottenham,31,Forward,35,2249,1.6285714285714286,0.42857142857142855,0.8571428571428571,0.0,0.7142857142857143,1.2,0.05714285714285714,6.961428571428571
Ben Chilwell,Leicester,26,Defender,27,2376,1.5925925925925926,1.037037037037037,1.0740740740740742,0.2222222222222222,2.0,1.0740740740740742,0.2222222222222222,6.959999999999998
Nathan Redmond,Southampton,29,Midfielder,32,2771,1.53125,0.5,0.71875,0.0,0.3125,1.125,0.0625,6.959375000000001
Felipe Anderson,West Ham,30,Midfielder,25,1508,1.84,0.88,0.68,0.04,0.4,1.44,0.04,6.9552
Pablo Marí,Arsenal,29,Defender,2,114,1.0,0.5,1.0,0.5,4.5,0.0,0.0,6.945
Mateo Kovacic,Chelsea,29,Midfielder,31,2073,2.032258064516129,0.7096774193548387,0.6451612903225806,0.0,0.5161290322580645,1.2580645161290323,0.03225806451612903,6.944516129032258
Naby Keïta,Liverpool,28,Midfielder,18,814,1.6666666666666667,0.5555555555555556,0.5,0.0,0.1111111111111111,0.8333333333333334,0.0,6.942777777777778
Shkodran Mustafi,Arsenal,31,Defender,15,1206,1.1333333333333333,1.2,0.9333333333333333,0.26666666666666666,4.666666666666667,0.4,0.4,6.939333333333334
John Egan,Sheff Utd,30,Defender,36,3189,1.2222222222222223,1.6111111111111112,0.9444444444444444,0.4444444444444444,4.583333333333333,0.5555555555555556,0.75,6.930833333333334
Jack O'Connell,Sheff Utd,29,Defender,33,2915,0.696969696969697,1.2727272727272727,0.6363636363636364,0.36363636363636365,4.363636363636363,0.3333333333333333,0.5151515151515151,6.928787878787879
Jordan Ayew,Crystal Palace,31,Forward,37,3162,1.2972972972972974,0.40540540540540543,1.5945945945945945,0.0,0.5405405405405406,0.8648648648648649,0.10810810810810811,6.9256756756756745
Alexandre Lacazette,Arsenal,32,Forward,30,1878,1.0333333333333334,0.23333333333333334,1.4666666666666666,0.0,0.4666666666666667,0.5,0.0,6.922666666666667
Djibril Sidibé,Everton,31,Defender,25,1851,3.32,1.6,0.96,0.08,1.32,1.16,0.12,6.9184
Scott McTominay,Man Utd,26,Midfielder,27,1772,1.5925925925925926,1.1481481481481481,1.3333333333333333,0.0,1.2222222222222223,0.5555555555555556,0.18518518518518517,6.917037037037038
Phil Bardsley,Burnley,38,Defender,21,1890,2.3333333333333335,1.4285714285714286,1.6666666666666667,0.14285714285714285,3.142857142857143,0.6190476190476191,0.5238095238095238,6.916666666666667
Mason Mount,Chelsea,24,Midfielder,37,2875,1.0,0.43243243243243246,1.0,0.0,0.4864864864864865,0.8918918918918919,0.08108108108108109,6.913243243243241
Kurt Zouma,Chelsea,28,Defender,28,2344,0.8214285714285714,2.0714285714285716,1.0714285714285714,0.39285714285714285,4.0,0.25,0.5,6.911428571428571
Étienne Capoue,Watford,35,Midfielder,30,2632,2.5,2.2666666666666666,1.9,0.03333333333333333,1.8666666666666667,1.6,0.36666666666666664,6.908
Tammy Abraham,Chelsea,25,Forward,34,2221,0.23529411764705882,0.17647058823529413,0.5,0.029411764705882353,0.7941176470588235,0.3235294117647059,0.058823529411764705,6.9061764705882345
Kyle Walker,Man City,33,Defender,29,2398,0.9655172413793104,0.9655172413793104,0.9310344827586207,0.1724137931034483,1.206896551724138,0.5862068965517241,0.20689655172413793,6.9027586206896565
Reece James,Chelsea,23,Defender,24,1514,1.5,0.9166666666666666,0.9166666666666666,0.125,0.9166666666666666,0.75,0.3333333333333333,6.9025
Jonny Evans,Leicester,35,Defender,38,3386,1.263157894736842,1.5,0.9210526315789473,0.3684210526315789,4.5,0.2894736842105263,0.47368421052631576,6.901315789473682
N'Golo Kanté,Chelsea,32,Midfielder,22,1733,2.0,2.0,2.0454545454545454,0.0,1.4090909090909092,0.8636363636363636,0.22727272727272727,6.9
Gerard Deulofeu,Watford,29,Forward,28,2109,1.1785714285714286,0.8928571428571429,0.9642857142857143,0.0,0.17857142857142858,1.6785714285714286,0.0,6.8999999999999995
Philip Billing,Bournemouth,27,Midfielder,34,2536,2.1176470588235294,1.9411764705882353,1.1176470588235294,0.029411764705882353,2.764705882352941,1.411764705882353,0.47058823529411764,6.898235294117647
Dan Burn,Brighton,31,Defender,34,2881,1.9705882352941178,1.2352941176470589,0.9411764705882353,0.2647058823529412,3.588235294117647,0.8235294117647058,0.5882352941176471,6.897352941176471
Olivier Giroud,Chelsea,36,Forward,18,1000,0.4444444444444444,0.1111111111111111,0.9444444444444444,0.0,0.7222222222222222,0.5555555555555556,0.05555555555555555,6.892777777777778
Lewis Dunk,Brighton,31,Defender,36,3231,1.1111111111111112,1.5277777777777777,0.5277777777777778,0.7222222222222222,3.4166666666666665,0.5277777777777778,0.9166666666666666,6.890833333333332
Ciaran Clark,Newcastle,33,Defender,14,1189,1.4285714285714286,0.7857142857142857,0.6428571428571429,0.21428571428571427,5.642857142857143,0.42857142857142855,1.0,6.890000000000001
Frédéric Guilbert,Aston Villa,28,Defender,25,2041,2.96,1.96,1.44,0.16,2.44,1.24,0.4,6.8888
Oliver McBurnie,Sheff Utd,27,Forward,36,2121,1.0277777777777777,0.4166666666666667,0.7777777777777778,0.0,1.1111111111111112,0.8055555555555556,0.08333333333333333,6.886111111111112
Fabinho,Liverpool,29,Midfielder,28,2075,2.2142857142857144,1.2142857142857142,1.1428571428571428,0.03571428571428571,0.5714285714285714,1.4642857142857142,0.07142857142857142,6.885
Romain Saïss,Wolves,33,Defender,33,2706,1.6666666666666667,1.6666666666666667,1.303030303030303,0.3333333333333333,3.6666666666666665,0.42424242424242425,0.48484848484848486,6.884848484848484
Charlie Taylor,Burnley,29,Defender,24,1946,1.625,1.2083333333333333,0.7083333333333334,0.125,2.5833333333333335,0.8333333333333334,0.375,6.8791666666666655
Bernd Leno,Arsenal,31,Goalkeeper,30,2650,0.0,0.0,0.0,0.0,0.8666666666666667,0.06666666666666667,0.0,6.878999999999999
Fikayo Tomori,Chelsea,25,Defender,15,1293,1.9333333333333333,1.4666666666666666,0.4666666666666667,0.4,2.8,0.3333333333333333,0.4666666666666667,6.8759999999999994
Youri Tielemans,Leicester,26,Midfielder,37,2834,1.4054054054054055,0.5945945945945946,0.8648648648648649,0.02702702702702703,0.32432432432432434,1.3513513513513513,0.10810810810810811,6.875945945945946
Ben Mee,Burnley,33,Defender,32,2880,1.28125,1.3125,0.78125,0.46875,5.0,0.375,0.96875,6.875937499999998
Fred,Man Utd,30,Midfielder,29,2189,2.0689655172413794,1.3103448275862069,1.4482758620689655,0.0,0.9310344827586207,2.586206896551724,0.27586206896551724,6.872413793103446
Dele Alli,Tottenham,27,Midfielder,25,1854,1.36,0.68,0.48,0.0,0.56,0.96,0.12,6.869599999999999
Dominic Calvert-Lewin,Everton,26,Forward,36,2660,0.19444444444444445,0.16666666666666666,1.5833333333333333,0.0,1.0,0.25,0.05555555555555555,6.86611111111111
Kyle Walker-Peters,Southampton,26,Defender,10,704,1.3,1.4,0.6,0.1,1.7,1.0,0.3,6.8629999999999995
Calum Chambers,Arsenal,28,Defender,14,1104,1.8571428571428572,1.1428571428571428,1.2857142857142858,0.21428571428571427,2.9285714285714284,0.35714285714285715,0.5,6.862142857142857
John Fleck,Sheff Utd,32,Midfielder,30,2518,1.2,0.8,0.8333333333333334,0.0,0.7,1.4,0.1,6.860333333333332
Phil Foden,Man City,23,Midfielder,23,893,0.6086956521739131,0.2608695652173913,0.5217391304347826,0.0,0.08695652173913043,0.5652173913043478,0.0,6.857826086956521
Matt Targett,Aston Villa,27,Defender,28,2298,1.8571428571428572,2.0,0.9642857142857143,0.14285714285714285,2.4285714285714284,1.1071428571428572,0.2857142857142857,6.857142857142856
Fernandinho,Man City,38,Midfielder,30,2399,1.6666666666666667,0.8333333333333334,0.8666666666666667,0.6,2.6666666666666665,0.6333333333333333,0.5333333333333333,6.856
Luke Shaw,Man Utd,28,Defender,24,1764,1.4166666666666667,1.0,0.9583333333333334,0.16666666666666666,2.125,0.5833333333333334,0.25,6.854583333333334
Jorginho,Chelsea,31,Midfielder,31,2384,2.129032258064516,2.064516129032258,0.8709677419354839,0.0,0.8387096774193549,1.8064516129032258,0.16129032258064516,6.853870967741934
Ross Barkley,Chelsea,29,Midfielder,21,1104,0.7619047619047619,0.3333333333333333,0.42857142857142855,0.0,0.3333333333333333,0.6190476190476191,0.09523809523809523,6.8447619047619055
Jetro Willems,Newcastle,29,Defender,19,1498,1.9473684210526316,0.8947368421052632,0.5263157894736842,0.21052631578947367,2.0,1.105263157894737,0.2631578947368421,6.8431578947368426
Tariq Lamptey,Brighton,22,Defender,8,591,0.875,2.0,1.625,0.125,1.875,0.875,0.0,6.842500000000001
Dani Ceballos,Arsenal,27,Midfielder,24,1699,1.875,1.3333333333333333,0.7916666666666666,0.0,0.4583333333333333,1.7916666666666667,0.125,6.83625
Benjamin Mendy,Man City,29,Defender,19,1497,0.9473684210526315,0.8421052631578947,0.631578947368421,0.2631578947368421,0.8947368421052632,0.9473684210526315,0.10526315789473684,6.834210526315789
Michael Keane,Everton,30,Defender,31,2586,1.0,1.4193548387096775,0.6451612903225806,0.6451612903225806,4.838709677419355,0.3225806451612903,0.9032258064516129,6.834193548387097
Pierre-Emile Højbjerg,Southampton,28,Midfielder,33,2751,2.4242424242424243,1.393939393939394,1.393939393939394,0.06060606060606061,1.4848484848484849,1.5757575757575757,0.15151515151515152,6.827575757575758
Jan Bednarek,Southampton,27,Defender,34,3058,1.911764705882353,2.264705882352941,0.9705882352941176,0.5882352941176471,5.676470588235294,0.8823529411764706,0.6764705882352942,6.827058823529411
Yerry Mina,Everton,28,Defender,29,2282,1.3448275862068966,0.9655172413793104,0.6896551724137931,0.9655172413793104,3.3793103448275863,0.20689655172413793,0.4827586206896552,6.82655172413793
Jannik Vestergaard,Southampton,31,Defender,19,1498,1.0,1.368421052631579,0.47368421052631576,0.5789473684210527,5.105263157894737,0.8947368421052632,0.47368421052631576,6.8247368421052625
James Tomkins,Crystal Palace,34,Defender,18,1584,1.6111111111111112,1.1666666666666667,0.7777777777777778,0.2777777777777778,5.5,0.3888888888888889,0.8333333333333334,6.821111111111112
Toby Alderweireld,Tottenham,34,Defender,33,2958,1.2121212121212122,0.9393939393939394,0.5454545454545454,0.21212121212121213,5.151515151515151,0.3939393939393939,0.9696969696969697,6.820606060606062
Enda Stevens,Sheff Utd,33,Defender,38,3347,2.1315789473684212,0.9210526315789473,1.0263157894736843,0.13157894736842105,1.5526315789473684,1.4210526315789473,0.21052631578947367,6.820526315789472
Rúben Neves,Wolves,26,Midfielder,38,3060,1.631578947368421,1.4736842105263157,0.7631578947368421,0.0,0.8157894736842105,1.368421052631579,0.23684210526315788,6.818684210526317
Sokratis Papastathopoulos,Arsenal,35,Defender,19,1697,1.3157894736842106,0.8947368421052632,1.0,0.15789473684210525,3.526315789473684,0.5789473684210527,1.263157894736842,6.817894736842105
Oliver Norwood,Sheff Utd,32,Midfielder,38,3101,1.736842105263158,1.236842105263158,0.8421052631578947,0.02631578947368421,1.0263157894736843,1.8157894736842106,0.3157894736842105,6.816052631578946
Christian Benteke,Crystal Palace,32,Forward,24,1259,0.375,0.16666666666666666,1.0416666666666667,0.0,1.1666666666666667,0.4166666666666667,0.16666666666666666,6.812916666666666
Georginio Wijnaldum,Liverpool,32,Midfielder,37,2948,1.027027027027027,0.4594594594594595,0.40540540540540543,0.10810810810810811,0.8918918918918919,0.8108108108108109,0.10810810810810811,6.812702702702703
Sander Berge,Sheff Utd,25,Midfielder,14,950,1.5714285714285714,0.7142857142857143,1.2857142857142858,0.0,0.9285714285714286,0.35714285714285715,0.07142857142857142,6.811428571428571
James McArthur,Crystal Palace,35,Midfielder,37,3105,2.3783783783783785,1.6216216216216217,1.5405405405405406,0.0,1.2702702702702702,1.864864864864865,0.5135135135135135,6.81135135135135
Jonny Otto,Wolves,29,Defender,35,2891,2.6,1.5142857142857142,0.9714285714285714,0.02857142857142857,0.8285714285714286,1.5142857142857142,0.2857142857142857,6.807714285714283
Matt Ritchie,Newcastle,33,Midfielder,18,1317,1.2222222222222223,0.7777777777777778,1.4444444444444444,0.05555555555555555,1.5,0.6666666666666666,0.2777777777777778,6.807222222222222
David McGoldrick,Sheff Utd,35,Forward,28,1825,1.4642857142857142,0.10714285714285714,1.0714285714285714,0.0,0.8214285714285714,0.5357142857142857,0.07142857142857142,6.80607142857143
Nicolás Otamendi,Man City,35,Defender,24,1711,1.1666666666666667,0.875,0.875,0.4583333333333333,3.0416666666666665,0.7083333333333334,0.375,6.803333333333335
Ryan Fredericks,West Ham,30,Defender,27,2237,3.037037037037037,0.8888888888888888,0.9259259259259259,0.3333333333333333,2.3703703703703702,0.8518518518518519,0.37037037037037035,6.802222222222222
James Justin,Leicester,25,Defender,13,1010,2.769230769230769,0.8461538461538461,0.6153846153846154,0.3076923076923077,1.8461538461538463,0.7692307692307693,0.5384615384615384,6.797692307692308
Adam Webster,Brighton,28,Defender,31,2670,0.967741935483871,1.4516129032258065,0.41935483870967744,0.41935483870967744,3.4516129032258065,0.5806451612903226,0.8387096774193549,6.793225806451613
Robert Snodgrass,West Ham,35,Midfielder,24,1513,1.2083333333333333,0.16666666666666666,0.8333333333333334,0.0,0.4583333333333333,1.2916666666666667,0.041666666666666664,6.791249999999999
Jan Vertonghen,Tottenham,36,Defender,23,1647,1.7391304347826086,1.434782608695652,0.30434782608695654,0.34782608695652173,2.869565217391304,0.4782608695652174,0.43478260869565216,6.789999999999998
Ashley Westwood,Burnley,33,Midfielder,35,3150,1.542857142857143,0.9142857142857143,0.9428571428571428,0.0,0.7428571428571429,0.8857142857142857,0.3142857142857143,6.788857142857144
George Baldock,Sheff Utd,30,Defender,38,3420,1.631578947368421,0.8947368421052632,1.236842105263158,0.13157894736842105,1.8157894736842106,0.5263157894736842,0.07894736842105263,6.787105263157895
Angeliño,Man City,26,Defender,6,422,0.8333333333333334,1.5,0.3333333333333333,0.16666666666666666,2.5,0.3333333333333333,0.0,6.784999999999999
Granit Xhaka,Arsenal,30,Midfielder,31,2591,1.4516129032258065,0.6774193548387096,1.8064516129032258,0.06451612903225806,1.7741935483870968,0.967741935483871,0.5161290322580645,6.781290322580646
Pedro,Chelsea,36,Forward,11,662,1.3636363636363635,0.8181818181818182,0.7272727272727273,0.0,0.09090909090909091,1.0909090909090908,0.0,6.780909090909091
Moussa Djenepo,Southampton,25,Midfielder,18,926,1.5,0.5,1.2777777777777777,0.0,0.5,0.5555555555555556,0.05555555555555555,6.7799999999999985
Joe Gomez,Liverpool,26,Defender,28,2000,0.8214285714285714,1.3571428571428572,0.75,0.6428571428571429,2.107142857142857,0.39285714285714285,0.2857142857142857,6.777142857142856
Antonio Rüdiger,Chelsea,30,Defender,20,1711,1.4,0.8,0.95,0.3,2.8,0.45,0.45,6.774500000000001
Nick Pope,Burnley,31,Goalkeeper,38,3420,0.02631578947368421,0.07894736842105263,0.0,0.0,0.6842105263157895,0.02631578947368421,0.0,6.772894736842104
Grant Hanley,Norwich,31,Defender,15,1262,1.6,2.066666666666667,0.8,0.3333333333333333,5.066666666666666,0.4,1.2,6.772666666666666
Ayoze Pérez,Leicester,30,Forward,33,2020,1.3636363636363635,0.42424242424242425,0.9090909090909091,0.0,0.24242424242424243,1.393939393939394,0.030303030303030304,6.7703030303030305
Kortney Hause,Aston Villa,28,Defender,18,1544,1.1666666666666667,1.1111111111111112,1.3333333333333333,0.2222222222222222,5.222222222222222,0.3888888888888889,1.0555555555555556,6.7700000000000005
Kyle Walker-Peters,Tottenham,26,Defender,3,242,2.6666666666666665,1.0,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.6666666666666666,6.77
