Name,Team,Age,Position,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,Rating
Sadio Mané,Liverpool,31,Forward,34,2825,0.9705882352941176,0.23529411764705882,1.4705882352941178,0.058823529411764705,0.3235294117647059,0.5294117647058824,0.029411764705882353,7.296470588235292
Phil Foden,Man City,23,Midfielder,28,2133,0.5714285714285714,0.39285714285714285,0.5357142857142857,0.0,0.10714285714285714,0.35714285714285715,0.0,7.293214285714287
Ivan Toney,Brentford,27,Forward,33,2908,1.0,0.42424242424242425,1.5151515151515151,0.030303030303030304,1.2727272727272727,0.7878787878787878,0.06060606060606061,7.283030303030305
Bernardo Silva,Man City,29,Midfielder,35,2861,1.6285714285714286,0.5714285714285714,0.8571428571428571,0.0,0.4,1.0285714285714285,0.05714285714285714,7.273714285714285
Kristoffer Klaesson,Leeds,22,Goalkeeper,1,35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.27
Danny Ward,Leicester,30,Goalkeeper,1,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.25
Rodrigo Bentancur,Tottenham,26,Midfielder,17,1367,2.1176470588235294,1.1764705882352942,1.2941176470588236,0.058823529411764705,1.8823529411764706,0.9411764705882353,0.5294117647058824,7.2447058823529416
Reece James,Chelsea,23,Defender,26,1868,1.2692307692307692,0.6538461538461539,0.7692307692307693,0.07692307692307693,0.6923076923076923,0.5,0.07692307692307693,7.236923076923077
Ilkay Gündogan,Man City,32,Midfielder,27,1856,0.8518518518518519,0.5555555555555556,0.48148148148148145,0.037037037037037035,0.37037037037037035,0.7037037037037037,0.037037037037037035,7.235185185185185
Ferran Torres,Man City,23,Forward,4,305,0.5,0.0,0.25,0.0,0.0,0.75,0.0,7.2325
Andy Robertson,Liverpool,29,Defender,29,2541,1.2413793103448276,0.7931034482758621,0.6551724137931034,0.4827586206896552,1.7586206896551724,0.5172413793103449,0.10344827586206896,7.226206896551724
Raheem Sterling,Man City,28,Forward,30,2127,0.7666666666666667,0.4,0.6333333333333333,0.0,0.06666666666666667,0.43333333333333335,0.0,7.197
Gabriel Jesus,Man City,26,Forward,28,1880,0.6428571428571429,0.5357142857142857,0.9285714285714286,0.0,0.21428571428571427,0.7142857142857143,0.0,7.194642857142857
Dejan Kulusevski,Tottenham,23,Midfielder,18,1267,1.0555555555555556,0.7222222222222222,1.1111111111111112,0.0,0.1111111111111111,1.0,0.0,7.191666666666667
Mason Mount,Chelsea,24,Midfielder,32,2365,1.28125,0.40625,0.9375,0.0,0.34375,0.75,0.03125,7.191562499999999
Virgil van Dijk,Liverpool,32,Defender,34,3060,0.47058823529411764,0.9117647058823529,0.2647058823529412,1.2941176470588236,3.1470588235294117,0.14705882352941177,0.4117647058823529,7.182941176470587
John McGinn,Aston Villa,28,Midfielder,35,3092,3.0285714285714285,1.0,1.6285714285714286,0.0,0.8,1.4285714285714286,0.17142857142857143,7.168571428571429
Jack Grealish,Man City,27,Midfielder,26,1917,0.6923076923076923,0.3076923076923077,0.6538461538461539,0.0,0.23076923076923078,0.3076923076923077,0.038461538461538464,7.161153846153848
Zack Steffen,Man City,28,Goalkeeper,1,90,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.16
Pierre-Emile Højbjerg,Tottenham,28,Midfielder,36,3199,2.1666666666666665,1.3333333333333333,0.7777777777777778,0.0,1.4444444444444444,1.3055555555555556,0.3611111111111111,7.155555555555558
Jarrod Bowen,West Ham,26,Forward,36,2993,1.0,0.5833333333333334,0.6944444444444444,0.0,0.2222222222222222,0.75,0.05555555555555555,7.141944444444444
Cristiano Ronaldo,Man Utd,38,Forward,30,2459,0.26666666666666666,0.06666666666666667,0.5333333333333333,0.0,0.9666666666666667,0.13333333333333333,0.0,7.110333333333333
John Stones,Man City,29,Defender,14,1118,0.35714285714285715,0.7857142857142857,0.21428571428571427,0.7857142857142857,1.7857142857142858,0.07142857142857142,0.21428571428571427,7.104285714285714
Declan Rice,West Ham,24,Midfielder,36,3178,2.2222222222222223,1.75,0.7777777777777778,0.0,1.3611111111111112,0.9166666666666666,0.5833333333333334,7.0975
Thiago Alcântara,Liverpool,32,Midfielder,25,1538,1.92,1.04,0.76,0.04,0.48,1.28,0.08,7.096
Marcos Alonso,Chelsea,32,Defender,28,2173,1.4642857142857142,1.5357142857142858,0.8928571428571429,0.07142857142857142,1.7857142857142858,0.6785714285714286,0.17857142857142858,7.095
Allan Saint-Maximin,Newcastle,26,Forward,35,2812,0.37142857142857144,0.3142857142857143,0.6285714285714286,0.0,0.05714285714285714,0.4,0.05714285714285714,7.090857142857142
Conor Gallagher,Crystal Palace,23,Midfielder,34,2851,2.0,0.8529411764705882,1.911764705882353,0.029411764705882353,0.6764705882352942,1.411764705882353,0.2647058823529412,7.087058823529412
Diogo Jota,Liverpool,26,Forward,35,2373,1.1142857142857143,0.17142857142857143,1.1714285714285715,0.02857142857142857,0.17142857142857143,1.2,0.05714285714285714,7.086571428571428
Thiago Silva,Chelsea,38,Defender,32,2651,1.0,1.375,0.375,0.5625,2.96875,0.34375,0.96875,7.075312499999999
Moisés Caicedo,Brighton,21,Midfielder,8,664,2.0,1.25,0.875,0.0,0.875,0.875,0.5,7.06875
Bukayo Saka,Arsenal,21,Midfielder,38,2996,1.0526315789473684,0.5789473684210527,1.0263157894736843,0.02631578947368421,0.5526315789473685,0.6842105263157895,0.05263157894736842,7.063684210526316
James Maddison,Leicester,26,Midfielder,35,2468,1.1428571428571428,0.3142857142857143,0.6285714285714286,0.0,0.2,0.9142857142857143,0.08571428571428572,7.058571428571428
Mateo Kovacic,Chelsea,29,Midfielder,25,1557,2.04,0.28,0.96,0.0,0.36,0.72,0.16,7.049600000000001
Oleksandr Zinchenko,Man City,26,Defender,15,1045,1.3333333333333333,0.9333333333333333,0.7333333333333333,0.26666666666666666,0.7333333333333333,0.6,0.2,7.049333333333334
Kostas Tsimikas,Liverpool,27,Defender,13,874,2.076923076923077,0.7692307692307693,1.5384615384615385,0.38461538461538464,1.4615384615384615,0.3076923076923077,0.15384615384615385,7.0407692307692304
Bruno Guimarães,Newcastle,25,Midfielder,17,1034,2.588235294117647,0.5294117647058824,0.7647058823529411,0.0,0.7058823529411765,1.0,0.35294117647058826,7.039999999999999
Bruno Fernandes,Man Utd,28,Midfielder,36,3120,1.5,0.4722222222222222,0.9166666666666666,0.08333333333333333,1.1388888888888888,1.8055555555555556,0.0,7.0325000000000015
Trevoh Chalobah,Chelsea,24,Defender,20,1451,2.0,0.95,0.95,0.3,2.1,0.35,0.3,7.032499999999999
Caoimhín Kelleher,Liverpool,24,Goalkeeper,2,180,0.5,0.0,0.0,0.0,0.5,0.0,0.0,7.02
Kepa,Chelsea,28,Goalkeeper,4,360,0.0,0.0,0.0,0.0,1.5,0.0,0.0,7.0175
James Ward-Prowse,Southampton,28,Midfielder,36,3217,1.1388888888888888,1.1111111111111112,0.6111111111111112,0.027777777777777776,1.0833333333333333,1.4166666666666667,0.4166666666666667,7.0119444444444445
Toti Gomes,Wolves,24,Defender,4,360,2.75,2.0,0.5,0.25,3.5,0.5,0.75,7.007499999999999
N'Golo Kanté,Chelsea,32,Midfielder,26,1778,2.269230769230769,1.1923076923076923,0.8461538461538461,0.038461538461538464,0.3076923076923077,0.5769230769230769,0.07692307692307693,7.006153846153847
Fabinho,Liverpool,29,Midfielder,29,2316,1.5862068965517242,1.3793103448275863,1.3793103448275863,0.10344827586206896,0.7931034482758621,1.5862068965517242,0.3448275862068966,7.004827586206895
Christian Nørgaard,Brentford,29,Midfielder,35,3059,3.1142857142857143,1.8285714285714285,1.6,0.05714285714285714,1.6,1.4,0.2571428571428571,7.002857142857139
Riyad Mahrez,Man City,32,Forward,28,1493,0.39285714285714285,0.21428571428571427,0.35714285714285715,0.0,0.14285714285714285,0.5,0.03571428571428571,6.998928571428573
Paul Pogba,Man Utd,30,Midfielder,20,1355,0.65,0.65,1.95,0.05,0.8,1.1,0.0,6.998499999999998
Yves Bissouma,Brighton,26,Midfielder,26,2117,2.923076923076923,1.9230769230769231,1.1538461538461537,0.0,1.8076923076923077,0.6153846153846154,0.11538461538461539,6.99423076923077
Matt Targett,Newcastle,27,Defender,16,1440,2.5625,1.5625,0.5625,0.0,2.375,0.8125,0.25,6.993125000000001
Wilfried Zaha,Crystal Palace,30,Forward,33,2761,1.2121212121212122,0.15151515151515152,1.121212121212121,0.0,0.15151515151515152,0.6363636363636364,0.0,6.98909090909091
Mason Greenwood,Man Utd,21,Forward,18,1281,0.8333333333333334,0.05555555555555555,0.8333333333333334,0.0,0.3333333333333333,0.3333333333333333,0.0,6.983888888888889
Dan Burn,Newcastle,31,Defender,16,1440,1.0,1.25,0.6875,0.375,6.0625,0.25,0.875,6.978125000000001
Ethan Pinnock,Brentford,30,Defender,32,2698,1.59375,1.375,0.28125,0.59375,4.625,0.40625,0.34375,6.973437499999999
James Tarkowski,Burnley,30,Defender,35,3107,1.8285714285714285,1.4,0.8571428571428571,0.22857142857142856,5.228571428571429,0.4,1.7428571428571429,6.971428571428571
Tomás Soucek,West Ham,28,Midfielder,35,3062,1.8857142857142857,1.4857142857142858,1.1142857142857143,0.0,2.7714285714285714,1.0571428571428572,0.37142857142857144,6.970571428571429
Jorginho,Chelsea,31,Midfielder,29,2279,2.206896551724138,1.2413793103448276,1.0344827586206897,0.034482758620689655,0.6896551724137931,1.8620689655172413,0.13793103448275862,6.965517241379311
Rayan Aït-Nouri,Wolves,22,Defender,23,1828,2.782608695652174,0.9565217391304348,0.6086956521739131,0.21739130434782608,1.3043478260869565,0.9565217391304348,0.08695652173913043,6.96391304347826
Raphinha,Leeds,26,Forward,35,2923,1.457142857142857,0.8285714285714286,1.1428571428571428,0.02857142857142857,0.7142857142857143,1.4,0.0,6.962857142857144
Matt Doherty,Tottenham,31,Defender,15,874,1.2,0.8666666666666667,0.7333333333333333,0.06666666666666667,1.2666666666666666,0.4,0.13333333333333333,6.962666666666666
Richarlison,Everton,26,Forward,30,2528,1.3333333333333333,0.4,1.2,0.0,1.1,0.5333333333333333,0.13333333333333333,6.961333333333332
Philippe Coutinho,Aston Villa,31,Midfielder,19,1339,0.8947368421052632,0.3684210526315789,0.42105263157894735,0.0,0.21052631578947367,0.7894736842105263,0.05263157894736842,6.961052631578947
Thomas Partey,Arsenal,30,Midfielder,24,2032,1.7916666666666667,0.9583333333333334,1.375,0.0,1.4166666666666667,1.0833333333333333,0.16666666666666666,6.956250000000001
Dwight McNeil,Burnley,23,Forward,38,3114,2.0526315789473686,0.9210526315789473,0.42105263157894735,0.0,0.5526315789473685,1.0526315789473684,0.2894736842105263,6.955000000000001
Sergio Reguilón,Tottenham,26,Defender,25,1923,1.6,1.24,0.88,0.24,1.56,0.84,0.32,6.954000000000001
Rúben Dias,Man City,26,Defender,29,2404,0.896551724137931,0.7931034482758621,0.9310344827586207,0.9310344827586207,2.2413793103448274,0.2413793103448276,0.4482758620689655,6.945172413793104
Marc Cucurella,Brighton,25,Defender,35,3092,2.657142857142857,0.8571428571428571,0.8,0.2571428571428571,1.8571428571428572,0.7714285714285715,0.4,6.937999999999998
Jamie Vardy,Leicester,36,Forward,25,1806,0.24,0.04,0.52,0.0,0.68,0.24,0.0,6.937599999999999
Adama Traoré,Wolves,27,Forward,20,1065,0.4,0.1,0.5,0.0,0.05,0.2,0.05,6.9375
Lucas Digne,Aston Villa,30,Defender,16,1272,0.8125,1.4375,1.125,0.3125,2.3125,0.625,0.5,6.936249999999999
Wilfred Ndidi,Leicester,26,Midfielder,19,1619,3.1578947368421053,2.210526315789474,1.5789473684210527,0.10526315789473684,2.736842105263158,1.736842105263158,0.42105263157894735,6.932105263157894
Cristian Romero,Tottenham,25,Defender,22,1846,2.8181818181818183,1.5,1.2727272727272727,0.13636363636363635,3.272727272727273,0.5454545454545454,0.9545454545454546,6.924545454545455
Hakim Ziyech,Chelsea,30,Midfielder,23,1317,0.8260869565217391,0.43478260869565216,1.0434782608695652,0.0,0.34782608695652173,1.1304347826086956,0.043478260869565216,6.923043478260869
Jason Steele,Brighton,33,Goalkeeper,1,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.92
Ben Mee,Burnley,33,Defender,21,1840,1.2380952380952381,1.1428571428571428,0.42857142857142855,0.47619047619047616,4.380952380952381,0.3333333333333333,1.0476190476190477,6.919047619047619
Nathan Aké,Man City,28,Defender,14,921,1.1428571428571428,0.5714285714285714,0.6428571428571429,0.21428571428571427,1.5,0.14285714285714285,0.35714285714285715,6.917857142857144
Dominic Calvert-Lewin,Everton,26,Forward,17,1286,0.6470588235294118,0.17647058823529413,1.0,0.11764705882352941,0.7058823529411765,0.29411764705882354,0.11764705882352941,6.91764705882353
Michail Antonio,West Ham,33,Forward,36,2981,0.6388888888888888,0.08333333333333333,1.3888888888888888,0.0,0.3888888888888889,0.3055555555555556,0.027777777777777776,6.9175
Aaron Wan-Bissaka,Man Utd,25,Defender,20,1794,2.45,1.7,0.75,0.3,1.6,0.3,0.7,6.910000000000001
Matty Cash,Aston Villa,26,Defender,38,3380,2.3421052631578947,1.2894736842105263,1.0,0.07894736842105263,2.1578947368421053,0.8157894736842105,0.42105263157894735,6.909999999999999
Ricardo Pereira,Leicester,29,Defender,14,994,2.642857142857143,1.2142857142857142,0.42857142857142855,0.35714285714285715,2.0714285714285716,1.3571428571428572,0.07142857142857142,6.9071428571428575
Martin Ødegaard,Arsenal,24,Midfielder,36,2793,1.3611111111111112,0.3055555555555556,0.75,0.05555555555555555,0.2777777777777778,1.0833333333333333,0.027777777777777776,6.906666666666663
Andreas Christensen,Chelsea,27,Defender,19,1496,0.7368421052631579,1.5263157894736843,0.5789473684210527,0.6842105263157895,2.6842105263157894,0.15789473684210525,0.3157894736842105,6.904210526315788
Aymeric Laporte,Man City,29,Defender,33,2836,1.0,0.6060606060606061,0.42424242424242425,0.6666666666666666,1.8484848484848484,0.18181818181818182,0.30303030303030304,6.902121212121213
Neco Williams,Liverpool,22,Defender,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9
Ollie Watkins,Aston Villa,27,Forward,35,2955,0.4857142857142857,0.34285714285714286,0.9428571428571428,0.02857142857142857,0.7142857142857143,0.37142857142857144,0.08571428571428572,6.899428571428571
Leandro Trossard,Brighton,28,Forward,34,2812,1.0,0.4411764705882353,0.7058823529411765,0.0,0.20588235294117646,0.7941176470588235,0.11764705882352941,6.898823529411764
Youri Tielemans,Leicester,26,Midfielder,32,2634,2.3125,0.65625,1.0,0.0,1.125,1.8125,0.40625,6.8981249999999985
Scott McTominay,Man Utd,26,Midfielder,30,2393,2.1666666666666665,1.0333333333333334,1.8333333333333333,0.1,2.0,1.0333333333333334,0.3333333333333333,6.894333333333333
Alex Telles,Man Utd,30,Defender,21,1660,2.2857142857142856,1.2380952380952381,1.0952380952380953,0.14285714285714285,2.0476190476190474,0.7619047619047619,0.19047619047619047,6.893809523809525
Nathan Collins,Burnley,22,Defender,19,1670,1.9473684210526316,1.263157894736842,1.0526315789473684,0.2631578947368421,4.2631578947368425,0.5263157894736842,1.3157894736842106,6.892631578947367
Ibrahima Konaté,Liverpool,24,Defender,11,990,1.4545454545454546,1.4545454545454546,0.9090909090909091,1.0,3.3636363636363638,0.2727272727272727,0.8181818181818182,6.89
Emmanuel Dennis,Watford,25,Forward,33,2591,1.5454545454545454,0.45454545454545453,1.7878787878787878,0.0,0.36363636363636365,1.0606060606060606,0.06060606060606061,6.8896969696969705
Shane Duffy,Brighton,31,Defender,18,1434,0.8333333333333334,0.8888888888888888,0.8333333333333334,0.1111111111111111,4.166666666666667,0.3333333333333333,1.0,6.876666666666667
Alisson Becker,Liverpool,30,Goalkeeper,36,3240,0.08333333333333333,0.0,0.0,0.0,1.3055555555555556,0.05555555555555555,0.0,6.876111111111111
Maximilian Kilman,Wolves,26,Defender,30,2689,1.6666666666666667,1.5,0.5666666666666667,0.5333333333333333,3.533333333333333,0.43333333333333335,0.7,6.872333333333334
Ruben Loftus-Cheek,Chelsea,27,Midfielder,24,1388,1.2083333333333333,0.4583333333333333,0.75,0.0,0.7083333333333334,0.375,0.25,6.869999999999998
Wesley Fofana,Leicester,22,Defender,7,630,1.7142857142857142,1.7142857142857142,1.0,0.7142857142857143,3.7142857142857144,0.5714285714285714,0.2857142857142857,6.867142857142857
Antonio Rüdiger,Chelsea,30,Defender,34,3035,1.411764705882353,0.8235294117647058,1.0294117647058822,0.4117647058823529,2.5588235294117645,0.35294117647058826,0.3235294117647059,6.867058823529412
Emerson Royal,Tottenham,24,Defender,31,2291,2.3225806451612905,0.7096774193548387,0.9032258064516129,0.12903225806451613,2.5161290322580645,1.0,0.06451612903225806,6.866774193548387
Fred,Man Utd,30,Midfielder,28,2036,2.25,1.1428571428571428,1.1071428571428572,0.03571428571428571,0.7142857142857143,2.0357142857142856,0.39285714285714285,6.866428571428571
Oriol Romeu,Southampton,31,Midfielder,36,2899,2.138888888888889,1.4166666666666667,1.2777777777777777,0.05555555555555555,1.1111111111111112,1.25,0.2222222222222222,6.866388888888888
Davinson Sánchez,Tottenham,27,Defender,23,1626,1.7826086956521738,1.3043478260869565,0.6956521739130435,0.30434782608695654,2.347826086956522,0.391304347826087,0.6956521739130435,6.865217391304348
Jordan Henderson,Liverpool,33,Midfielder,35,2604,1.0285714285714285,0.6571428571428571,0.6571428571428571,0.05714285714285714,0.3142857142857143,0.7714285714285715,0.02857142857142857,6.865142857142858
Hassane Kamara,Watford,29,Defender,19,1625,2.789473684210526,3.6315789473684212,1.263157894736842,0.05263157894736842,3.1578947368421053,0.8421052631578947,0.21052631578947367,6.864210526315789
Liam Cooper,Leeds,31,Defender,21,1815,1.9523809523809523,2.0476190476190474,0.9047619047619048,0.19047619047619047,3.4285714285714284,0.47619047619047616,0.8571428571428571,6.86095238095238
Josh Brownhill,Burnley,27,Midfielder,35,2953,2.085714285714286,1.9428571428571428,1.1142857142857143,0.02857142857142857,1.1428571428571428,0.9142857142857143,0.34285714285714286,6.8594285714285705
Curtis Jones,Liverpool,22,Midfielder,15,856,0.7333333333333333,0.4,0.7333333333333333,0.0,0.2,0.6,0.0,6.858666666666665
Saïd Benrahma,West Ham,28,Forward,32,2184,0.875,0.28125,0.28125,0.0,0.21875,0.71875,0.03125,6.8575
Gabriel Martinelli,Arsenal,22,Forward,29,1866,0.9310344827586207,0.6896551724137931,0.8275862068965517,0.0,0.41379310344827586,0.6551724137931034,0.034482758620689655,6.856206896551725
Diogo Dalot,Man Utd,24,Defender,24,1799,2.2916666666666665,1.2083333333333333,0.75,0.20833333333333334,2.3333333333333335,1.0833333333333333,0.5416666666666666,6.855833333333333
Rúben Neves,Wolves,26,Midfielder,33,2663,2.0606060606060606,1.2424242424242424,0.7575757575757576,0.06060606060606061,1.393939393939394,1.9090909090909092,0.15151515151515152,6.8548484848484845
Romain Saïss,Wolves,33,Defender,31,2709,1.2903225806451613,1.8709677419354838,0.967741935483871,0.22580645161290322,4.806451612903226,0.45161290322580644,0.6774193548387096,6.850322580645163
Kai Havertz,Chelsea,24,Midfielder,29,1816,0.5862068965517241,0.13793103448275862,1.3793103448275863,0.034482758620689655,1.0344827586206897,0.3448275862068966,0.034482758620689655,6.848620689655172
Roberto Firmino,Liverpool,31,Forward,20,987,1.15,0.2,0.35,0.0,0.15,0.65,0.0,6.8469999999999995
Kyle Walker-Peters,Southampton,26,Defender,32,2632,1.78125,1.15625,0.84375,0.25,1.3125,0.375,0.25,6.836562500000001
James McArthur,Crystal Palace,35,Midfielder,21,1438,1.5714285714285714,1.4285714285714286,1.1428571428571428,0.0,1.2380952380952381,1.3333333333333333,0.42857142857142855,6.833809523809525
Takehiro Tomiyasu,Arsenal,24,Defender,21,1682,1.6666666666666667,1.1428571428571428,0.7619047619047619,0.14285714285714285,2.619047619047619,0.5238095238095238,0.14285714285714285,6.833333333333332
José Sá,Wolves,30,Goalkeeper,37,3286,0.05405405405405406,0.05405405405405406,0.08108108108108109,0.0,1.054054054054054,0.05405405405405406,0.0,6.825675675675677
Mohammed Salisu,Southampton,24,Defender,34,2972,2.3529411764705883,2.2941176470588234,1.1176470588235294,0.6470588235294118,4.411764705882353,0.7352941176470589,0.7647058823529411,6.823823529411765
Joelinton,Newcastle,27,Forward,35,2559,2.057142857142857,0.9714285714285714,1.8285714285714285,0.0,1.3428571428571427,1.0,0.3142857142857143,6.823428571428571
Lucas Moura,Tottenham,31,Forward,34,1774,0.7352941176470589,0.5294117647058824,0.5882352941176471,0.0,0.5294117647058824,0.7941176470588235,0.0,6.8223529411764705
César Azpilicueta,Chelsea,34,Defender,27,2075,1.8888888888888888,0.8518518518518519,0.9259259259259259,0.07407407407407407,2.259259259259259,0.7037037037037037,0.3333333333333333,6.820370370370371
Charlie Taylor,Burnley,29,Defender,31,2731,1.4516129032258065,1.8709677419354838,0.5483870967741935,0.4838709677419355,2.3225806451612905,0.5806451612903226,0.6451612903225806,6.820322580645162
Nélson Semedo,Wolves,29,Defender,25,2137,2.32,0.84,0.92,0.08,2.08,0.96,0.16,6.8196
Nick Pope,Burnley,31,Goalkeeper,36,3240,0.0,0.05555555555555555,0.0,0.0,1.2777777777777777,0.05555555555555555,0.0,6.815833333333334
Romelu Lukaku,Chelsea,30,Forward,26,1586,0.07692307692307693,0.0,0.3076923076923077,0.0,0.7692307692307693,0.15384615384615385,0.038461538461538464,6.815769230769233
Ross Barkley,Chelsea,29,Midfielder,6,176,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,6.815
Jan Bednarek,Southampton,27,Defender,31,2633,1.032258064516129,2.3225806451612905,0.967741935483871,0.25806451612903225,4.483870967741935,0.45161290322580644,0.8709677419354839,6.813548387096774
Dan Burn,Brighton,31,Defender,13,1023,1.6923076923076923,1.8461538461538463,1.1538461538461537,0.3076923076923077,3.6153846153846154,0.6923076923076923,0.7692307692307693,6.80076923076923
Pablo Fornals,West Ham,27,Midfielder,36,2804,1.5,0.75,0.6666666666666666,0.027777777777777776,0.3888888888888889,1.7222222222222223,0.05555555555555555,6.798611111111112
David Raya,Brentford,27,Goalkeeper,24,2160,0.0,0.0,0.041666666666666664,0.0,0.7083333333333334,0.0,0.0,6.797083333333332
Joël Veltman,Brighton,31,Defender,34,2881,2.176470588235294,1.3235294117647058,1.1470588235294117,0.11764705882352941,2.5,0.9411764705882353,0.47058823529411764,6.796176470588235
Lucas Digne,Everton,30,Defender,13,1170,2.5384615384615383,1.0769230769230769,1.1538461538461537,0.07692307692307693,1.9230769230769231,0.5384615384615384,0.38461538461538464,6.796153846153846
Calum Chambers,Aston Villa,28,Defender,11,829,1.4545454545454546,0.45454545454545453,1.0909090909090908,0.18181818181818182,3.6363636363636362,0.18181818181818182,0.7272727272727273,6.793636363636364
Naby Keïta,Liverpool,28,Midfielder,23,1175,2.0,0.6086956521739131,0.9130434782608695,0.0,0.13043478260869565,0.6956521739130435,0.08695652173913043,6.793043478260869
Pascal Groß,Brighton,32,Midfielder,29,2043,0.9655172413793104,0.6206896551724138,0.5172413793103449,0.0,0.7241379310344828,0.7241379310344828,0.27586206896551724,6.7910344827586195
Harvey Barnes,Leicester,25,Midfielder,32,2107,0.96875,0.15625,0.59375,0.0,0.15625,0.5,0.03125,6.7896875
Hugo Lloris,Tottenham,36,Goalkeeper,38,3420,0.02631578947368421,0.02631578947368421,0.0,0.0,0.8947368421052632,0.02631578947368421,0.0,6.788947368421053
João Pedro,Watford,21,Forward,28,1639,0.7142857142857143,0.5357142857142857,0.4642857142857143,0.0,0.6071428571428571,0.6071428571428571,0.10714285714285714,6.784285714285715
Stuart Dallas,Leeds,32,Defender,34,2929,2.735294117647059,1.6764705882352942,0.9705882352941176,0.29411764705882354,1.6470588235294117,1.4411764705882353,0.4117647058823529,6.780882352941176
Raphaël Varane,Man Utd,30,Defender,22,1829,1.2727272727272727,0.8181818181818182,0.22727272727272727,0.7272727272727273,3.5454545454545454,0.5454545454545454,0.4090909090909091,6.780000000000001
Demarai Gray,Everton,27,Forward,34,2352,0.8823529411764706,0.4411764705882353,0.35294117647058826,0.0,0.38235294117647056,0.35294117647058826,0.058823529411764705,6.779705882352941
Ben Davies,Tottenham,30,Defender,29,2540,1.2413793103448276,1.0344827586206897,1.0689655172413792,0.27586206896551724,2.5172413793103448,0.4482758620689655,0.6551724137931034,6.778620689655173
Daniel Podence,Wolves,27,Midfielder,26,1486,0.6923076923076923,0.38461538461538464,0.3076923076923077,0.0,0.0,0.5,0.038461538461538464,6.775769230769229
Ben White,Arsenal,25,Defender,32,2880,1.375,1.3125,0.59375,0.5625,3.15625,0.53125,0.75,6.775625000000002
Douglas Luiz,Aston Villa,25,Midfielder,34,2720,1.7352941176470589,1.0,1.088235294117647,0.058823529411764705,0.6470588235294118,1.5,0.20588235294117646,6.77470588235294
Marc Guéhi,Crystal Palace,23,Defender,36,3223,0.9722222222222222,0.8333333333333334,0.3888888888888889,0.5277777777777778,3.5,0.027777777777777776,0.7222222222222222,6.773333333333333
Callum Hudson-Odoi,Chelsea,22,Forward,15,966,0.9333333333333333,0.13333333333333333,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,6.772
Malang Sarr,Chelsea,24,Defender,8,546,1.75,1.375,1.0,0.75,2.375,0.625,0.375,6.7675
Jacob Ramsey,Aston Villa,22,Midfielder,34,2477,1.9705882352941178,0.7058823529411765,0.9411764705882353,0.029411764705882353,0.7352941176470589,1.1470588235294117,0.20588235294117646,6.7673529411764735
