Name,Team,Age,Position,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,Rating
Eden Hazard,Chelsea,32,Forward,38,3379,0.7368421052631579,0.5789473684210527,0.3157894736842105,0.0,0.23684210526315788,0.6052631578947368,0.02631578947368421,7.9568421052631555
Alexis Sánchez,Arsenal,34,Forward,35,2953,1.9714285714285715,1.1714285714285715,1.2571428571428571,0.0,0.17142857142857143,1.542857142857143,0.0,7.810857142857141
Sergio Agüero,Man City,35,Forward,33,2540,0.6666666666666666,0.3939393939393939,0.5454545454545454,0.0,0.06060606060606061,0.5151515151515151,0.0,7.671515151515152
Cesc Fàbregas,Chelsea,36,Midfielder,34,2890,2.588235294117647,0.6764705882352942,0.8823529411764706,0.0,0.8823529411764706,2.1176470588235294,0.14705882352941177,7.618529411764706
Santi Cazorla,Arsenal,38,Midfielder,37,2992,1.5945945945945945,1.0810810810810811,0.5405405405405406,0.0,0.6486486486486487,1.4594594594594594,0.13513513513513514,7.599459459459461
Mesut Özil,Arsenal,34,Midfielder,22,1860,1.2727272727272727,0.45454545454545453,0.45454545454545453,0.0,0.2727272727272727,0.6818181818181818,0.045454545454545456,7.569545454545454
Mile Jedinak,Crystal Palace,39,Midfielder,24,2081,3.3333333333333335,3.375,1.9583333333333333,0.0,3.5,1.125,0.5833333333333334,7.545833333333334
David Silva,Man City,37,Midfielder,32,2661,1.4375,0.65625,1.15625,0.0,0.25,1.71875,0.09375,7.526875000000001
Phil Jones,Man Utd,31,Defender,22,1879,2.3636363636363638,3.1818181818181817,1.1818181818181819,0.5,7.5,0.6363636363636364,0.2727272727272727,7.50909090909091
Morgan Schneiderlin,Southampton,33,Midfielder,26,2188,3.6923076923076925,2.576923076923077,1.8461538461538463,0.0,1.6538461538461537,1.3076923076923077,0.19230769230769232,7.506153846153849
Nemanja Matic,Chelsea,35,Midfielder,36,3124,3.5555555555555554,2.0277777777777777,1.3055555555555556,0.08333333333333333,3.2777777777777777,2.1666666666666665,0.19444444444444445,7.497777777777778
