Name,Team,Age,Position,Apps,Mins,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating
Kevin De Bruyne,Man City,32,Midfielder,30,2205,15,8,2.6,2.9,1.0333333333333334,0.9,0.13333333333333333,0.6666666666666666,1.3333333333333333,7.633000000000001
Mohamed Salah,Liverpool,31,Forward,35,2763,23,13,3.9714285714285715,1.8,1.5142857142857142,0.6571428571428571,0.34285714285714286,2.3142857142857145,2.8285714285714287,7.543714285714285
Trent Alexander-Arnold,Liverpool,24,Defender,32,2854,2,12,1.59375,2.8125,0.59375,0.21875,0.34375,0.59375,1.28125,7.515
Son Heung-Min,Tottenham,31,Forward,35,3021,23,7,2.4571428571428573,2.057142857142857,1.457142857142857,1.0285714285714285,0.4857142857142857,1.3142857142857143,2.142857142857143,7.514571428571428
Kenedy,Chelsea,27,Midfielder,1,59,0,1,1.0,2.0,1.0,0.0,0.0,3.0,2.0,7.46
Harry Kane,Tottenham,30,Forward,37,3232,17,9,3.5945945945945947,1.3513513513513513,1.4594594594594594,1.4594594594594594,0.43243243243243246,1.6486486486486487,2.6216216216216215,7.4497297297297305
Luis Díaz,Liverpool,26,Forward,13,964,4,3,2.923076923076923,1.5384615384615385,2.3846153846153846,1.0769230769230769,0.23076923076923078,2.0,2.076923076923077,7.440769230769231
Rodri,Man City,27,Midfielder,33,2887,7,2,1.3636363636363635,0.8787878787878788,0.36363636363636365,0.6060606060606061,0.0,0.696969696969697,0.5454545454545454,7.433333333333334
Ben Chilwell,Chelsea,26,Defender,7,541,3,1,1.8571428571428572,1.4285714285714286,0.42857142857142855,2.142857142857143,0.2857142857142857,0.42857142857142855,1.8571428571428572,7.424285714285714
João Cancelo,Man City,29,Defender,36,3228,1,7,2.25,1.0833333333333333,1.5555555555555556,0.7222222222222222,0.05555555555555555,0.6666666666666666,1.25,7.419166666666666
Kieran Trippier,Newcastle,32,Defender,6,430,2,0,0.3333333333333333,1.1666666666666667,0.16666666666666666,0.5,0.0,0.16666666666666666,0.16666666666666666,7.375
Christian Eriksen,Brentford,31,Midfielder,11,938,1,4,2.0,2.727272727272727,0.7272727272727273,0.2727272727272727,0.0,0.8181818181818182,1.6363636363636365,7.373636363636362
Joël Matip,Liverpool,32,Defender,31,2790,3,3,1.1290322580645162,0.3870967741935484,0.2903225806451613,0.3548387096774194,0.0,0.22580645161290322,0.41935483870967744,7.3599999999999985
Sadio Mané,Liverpool,31,Forward,34,2825,16,2,2.8823529411764706,1.2058823529411764,1.3823529411764706,1.4705882352941178,0.5588235294117647,1.7352941176470589,3.0588235294117645,7.296470588235292
Phil Foden,Man City,23,Midfielder,28,2133,9,5,2.0357142857142856,1.4285714285714286,1.3214285714285714,0.8214285714285714,0.5,1.2142857142857142,1.7142857142857142,7.293214285714287
Ivan Toney,Brentford,27,Forward,33,2908,12,5,2.6666666666666665,1.303030303030303,0.7272727272727273,2.4242424242424243,0.7575757575757576,1.3333333333333333,3.303030303030303,7.283030303030305
Bernardo Silva,Man City,29,Midfielder,35,2861,8,4,1.3428571428571427,1.6857142857142857,1.5142857142857142,0.9428571428571428,0.2571428571428571,0.7142857142857143,1.542857142857143,7.273714285714285
Kristoffer Klaesson,Leeds,22,Goalkeeper,1,35,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.27
Danny Ward,Leicester,30,Goalkeeper,1,90,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25
Rodrigo Bentancur,Tottenham,26,Midfielder,17,1367,0,4,0.8235294117647058,0.8823529411764706,0.8235294117647058,0.7647058823529411,0.0,0.7647058823529411,0.7058823529411765,7.2447058823529416
Reece James,Chelsea,23,Defender,26,1868,5,9,1.4230769230769231,1.8461538461538463,1.3846153846153846,1.1923076923076923,0.15384615384615385,0.8461538461538461,1.0,7.236923076923077
Ilkay Gündogan,Man City,32,Midfielder,27,1856,8,4,2.037037037037037,1.4074074074074074,0.8888888888888888,0.37037037037037035,0.07407407407407407,0.7037037037037037,0.9259259259259259,7.235185185185185
Ferran Torres,Man City,23,Forward,4,305,2,1,3.25,0.25,1.0,0.25,0.25,0.5,1.0,7.2325
Andy Robertson,Liverpool,29,Defender,29,2541,3,10,0.6206896551724138,1.896551724137931,0.4482758620689655,0.3103448275862069,0.13793103448275862,0.5172413793103449,0.8275862068965517,7.226206896551724
Raheem Sterling,Man City,28,Forward,30,2127,13,5,1.9,1.4,1.7666666666666666,1.2333333333333334,0.3333333333333333,1.8,2.066666666666667,7.197
Gabriel Jesus,Man City,26,Forward,28,1880,8,8,2.2857142857142856,1.3571428571428572,1.6428571428571428,0.9285714285714286,0.35714285714285715,0.9642857142857143,2.357142857142857,7.194642857142857
Dejan Kulusevski,Tottenham,23,Midfielder,18,1267,5,8,1.4444444444444444,1.3888888888888888,1.3888888888888888,0.8333333333333334,0.2222222222222222,1.0,2.111111111111111,7.191666666666667
Mason Mount,Chelsea,24,Midfielder,32,2365,11,10,2.375,1.8125,0.5625,0.71875,0.15625,1.0625,2.1875,7.191562499999999
Virgil van Dijk,Liverpool,32,Defender,34,3060,3,1,1.0294117647058822,0.2647058823529412,0.17647058823529413,0.23529411764705882,0.0,0.08823529411764706,0.14705882352941177,7.182941176470587
