No,Player,Team,Apps,Min,G,NPG,A,xG,NPxG,xA,xGChain,xGBuildup,xG90,NPxG90,xA90,xG90+xA90,NPxG90+xA90,xGChain90,xGBuildup90
7698,Leandro Trossard,Brighton,35,2647,5,5,5,5.41,5.41,5.40,16.00,7.63,0.18,0.18,0.18,0.37,0.37,0.54,0.26
87,Joelinton,Newcastle United,31,2006,4,3,2,5.63,4.87,2.37,9.27,3.28,0.25,0.22,0.11,0.36,0.32,0.42,0.15
502,Olivier Giroud,Chelsea,17,750,4,4,0,5.07,5.07,1.18,5.25,1.71,0.61,0.61,0.14,0.75,0.75,0.63,0.21
553,Anthony Martial,Manchester United,22,1494,4,4,3,7.41,7.41,2.62,11.81,3.32,0.45,0.45,0.16,0.60,0.60,0.71,0.20
586,John Stones,Manchester City,22,1933,4,4,0,2.50,2.50,0.05,10.39,10.29,0.12,0.12,0.00,0.12,0.12,0.48,0.48
619,Sergio Agüero,Manchester City,12,556,4,3,1,3.72,2.19,1.32,4.16,1.28,0.60,0.36,0.21,0.81,0.57,0.67,0.21
2662,Christian Pulisic,Chelsea,27,1739,4,4,2,6.78,6.78,2.76,14.59,7.10,0.35,0.35,0.14,0.49,0.49,0.76,0.37
4105,Raúl Jiménez,Wolverhampton Wanderers,10,824,4,4,0,2.36,2.36,0.63,3.68,1.23,0.26,0.26,0.07,0.33,0.33,0.40,0.13
4381,Mateusz Klich,Leeds,35,2404,4,2,5,3.00,1.48,3.65,14.61,10.39,0.11,0.06,0.14,0.25,0.19,0.55,0.39
5220,Kai Havertz,Chelsea,27,1523,4,4,3,6.35,6.35,1.55,10.38,4.81,0.38,0.38,0.09,0.47,0.47,0.61,0.28
5556,Ademola Lookman,Fulham,34,2765,4,4,4,6.25,5.49,5.26,15.36,7.33,0.20,0.18,0.17,0.37,0.35,0.50,0.24
5560,Scott McTominay,Manchester United,32,2121,4,4,1,1.85,1.85,2.11,10.91,7.90,0.08,0.08,0.09,0.17,0.17,0.46,0.34
6893,Stuart Armstrong,Southampton,33,2791,4,4,5,2.64,2.64,2.90,10.03,6.74,0.09,0.09,0.09,0.18,0.18,0.32,0.22
7420,Miguel Almirón,Newcastle United,34,2458,4,4,1,3.51,3.51,3.14,9.30,3.90,0.13,0.13,0.11,0.24,0.24,0.34,0.14
8706,Eberechi Eze,Crystal Palace,34,2570,4,4,6,2.49,2.49,3.74,8.00,3.96,0.09,0.09,0.13,0.22,0.22,0.28,0.14
8778,Fabio Silva,Wolverhampton Wanderers,32,1341,4,3,3,6.14,5.37,1.17,5.09,1.08,0.41,0.36,0.08,0.49,0.44,0.34,0.07
101,Allan Saint-Maximin,Newcastle United,25,1578,3,3,4,2.83,2.83,4.01,10.59,4.22,0.16,0.16,0.23,0.39,0.39,0.60,0.24
111,Jannik Vestergaard,Southampton,30,2571,3,3,0,2.11,2.11,0.74,6.06,5.99,0.07,0.07,0.03,0.10,0.10,0.21,0.21
239,Pascal Groß,Brighton,34,2469,3,0,8,5.01,1.97,5.37,10.40,6.73,0.18,0.07,0.20,0.38,0.27,0.38,0.25
503,Theo Walcott,Everton,22,1660,3,3,3,2.28,2.28,1.26,5.55,2.23,0.12,0.12,0.07,0.19,0.19,0.30,0.12
528,Angelo Ogbonna,West Ham,28,2493,3,3,0,1.70,1.70,0.43,4.01,3.79,0.06,0.06,0.02,0.08,0.08,0.14,0.14
592,Ross Barkley,Aston Villa,26,1574,3,3,1,3.70,3.70,4.32,9.90,3.72,0.21,0.21,0.25,0.46,0.46,0.57,0.21
669,Ashley Westwood,Burnley,38,3412,3,3,3,1.01,1.01,6.53,10.03,6.30,0.03,0.03,0.17,0.20,0.20,0.26,0.17
773,Aleksandar Mitrovic,Fulham,27,1369,3,2,3,5.68,4.16,2.92,7.81,1.85,0.37,0.27,0.19,0.57,0.47,0.51,0.12
782,Ben Chilwell,Chelsea,27,2296,3,3,5,2.98,2.98,2.46,11.33,8.16,0.12,0.12,0.10,0.21,0.21,0.44,0.32
804,Craig Dawson,West Ham,22,1925,3,3,0,2.74,2.74,0.05,3.01,3.01,0.13,0.13,0.00,0.13,0.13,0.14,0.14
964,Kyle Bartley,West Bromwich Albion,30,2581,3,3,1,2.60,2.60,0.76,2.48,1.50,0.09,0.09,0.03,0.12,0.12,0.09,0.05
1017,Matej Vydra,Burnley,28,1363,3,3,2,5.37,5.37,2.12,6.43,1.05,0.35,0.35,0.14,0.49,0.49,0.42,0.07
1653,Michael Keane,Everton,35,2986,3,3,1,1.50,1.50,1.09,6.95,6.68,0.05,0.05,0.03,0.08,0.08,0.21,0.20
1740,Paul Pogba,Manchester United,26,1893,3,3,3,2.99,2.99,2.07,11.69,7.44,0.14,0.14,0.10,0.24,0.24,0.56,0.35
3293,Lucas Moura,Tottenham,30,1392,3,3,4,1.95,1.95,2.06,7.51,5.20,0.13,0.13,0.13,0.26,0.26,0.49,0.34
3428,Hélder Costa,Leeds,22,1152,3,3,3,2.60,2.60,0.63,4.52,2.21,0.20,0.20,0.05,0.25,0.25,0.35,0.17
3491,Romain Saiss,Wolverhampton Wanderers,27,2409,3,3,0,3.17,3.17,0.67,4.75,3.91,0.12,0.12,0.03,0.14,0.14,0.18,0.15
3683,Ivan Cavaleiro,Fulham,36,2477,3,2,0,5.55,4.03,2.68,8.24,2.86,0.20,0.15,0.10,0.30,0.24,0.30,0.10
4422,Ashley Barnes,Burnley,22,1342,3,2,0,3.87,3.11,0.80,4.19,1.20,0.26,0.21,0.05,0.31,0.26,0.28,0.08
5587,Josh Maja,Fulham,15,809,3,2,0,4.92,4.16,0.74,4.45,0.65,0.55,0.46,0.08,0.63,0.55,0.49,0.07
5595,Daniel James,Manchester United,15,920,3,3,1,2.31,2.31,1.33,5.24,2.14,0.23,0.23,0.13,0.36,0.36,0.51,0.21
5962,Tanguy NDombele Alvaro,Tottenham,33,2141,3,3,2,1.53,1.53,2.13,10.93,8.01,0.06,0.06,0.09,0.15,0.15,0.46,0.34
6144,Sébastien Haller,West Ham,16,933,3,3,0,2.55,2.55,1.13,3.66,0.85,0.25,0.25,0.11,0.36,0.36,0.35,0.08
7712,Billy Sharp,Sheffield United,16,723,3,1,0,2.98,1.46,0.58,2.65,0.66,0.37,0.18,0.07,0.44,0.25,0.33,0.08
7723,John McGinn,Aston Villa,37,3330,3,3,5,2.17,2.17,3.50,14.87,9.95,0.06,0.06,0.09,0.15,0.15,0.40,0.27
8239,Takumi Minamino,Liverpool,19,1004,3,3,0,2.92,2.92,0.81,6.54,2.94,0.26,0.26,0.07,0.33,0.33,0.59,0.26
8291,Daniel Podence,Wolverhampton Wanderers,24,1718,3,3,2,2.74,2.74,1.84,6.73,2.91,0.14,0.14,0.10,0.24,0.24,0.35,0.15
9290,Mbaye Diagne,West Bromwich Albion,16,1205,3,3,2,6.25,6.25,0.99,8.73,1.77,0.47,0.47,0.07,0.54,0.54,0.65,0.13
343,Pierre-Emile Højbjerg,Tottenham,38,3420,2,2,4,1.14,1.14,1.76,16.21,14.68,0.03,0.03,0.05,0.08,0.08,0.43,0.39
725,Ola Aina,Fulham,31,2683,2,2,1,0.85,0.85,1.55,6.77,6.12,0.03,0.03,0.05,0.08,0.08,0.23,0.21
757,Jeffrey Schlupp,Crystal Palace,27,1424,2,2,3,2.02,2.02,2.57,5.16,3.47,0.13,0.13,0.16,0.29,0.29,0.33,0.22
766,Jamaal Lascelles,Newcastle United,19,1633,2,2,0,0.77,0.77,0.07,2.61,2.35,0.04,0.04,0.00,0.05,0.05,0.14,0.13
770,Ayoze Pérez,Leicester,25,1326,2,2,1,4.04,4.04,1.25,9.87,6.76,0.27,0.27,0.08,0.36,0.36,0.67,0.46
771,Georginio Wijnaldum,Liverpool,38,2961,2,2,0,2.82,2.82,1.66,13.92,10.48,0.09,0.09,0.05,0.14,0.14,0.42,0.32
790,Nathan Redmond,Southampton,29,1718,2,2,3,3.83,3.83,3.35,9.00,3.27,0.20,0.20,0.18,0.38,0.38,0.47,0.17
807,Jonny Evans,Leicester,28,2483,2,2,2,1.86,1.86,0.54,8.73,7.94,0.07,0.07,0.02,0.09,0.09,0.32,0.29
900,Adama Traoré,Wolverhampton Wanderers,37,2630,2,2,2,2.08,2.08,5.27,9.48,3.01,0.07,0.07,0.18,0.25,0.25,0.32,0.10
1024,Tyrone Mings,Aston Villa,36,3194,2,2,2,2.06,2.06,0.38,6.93,6.71,0.06,0.06,0.01,0.07,0.07,0.20,0.19
1621,Marcos Alonso,Chelsea,13,962,2,2,0,1.82,1.82,1.72,4.64,2.54,0.17,0.17,0.16,0.33,0.33,0.43,0.24
1654,Ben Mee,Burnley,30,2695,2,2,0,1.62,1.62,0.81,2.12,2.02,0.05,0.05,0.03,0.08,0.08,0.07,0.07
1663,Johann Berg Gudmundsson,Burnley,22,1369,2,2,0,1.53,1.53,0.96,3.61,1.33,0.10,0.10,0.06,0.16,0.16,0.24,0.09
1678,Michy Batshuayi,Crystal Palace,18,706,2,2,1,1.36,1.36,1.65,3.71,1.48,0.17,0.17,0.21,0.38,0.38,0.47,0.19
1687,Harry Maguire,Manchester United,34,3049,2,2,1,1.48,1.48,0.29,13.13,13.02,0.04,0.04,0.01,0.05,0.05,0.39,0.38
1726,Abdoulaye Doucouré,Everton,29,2468,2,2,3,2.37,2.37,2.39,10.45,6.82,0.09,0.09,0.09,0.17,0.17,0.38,0.25
1737,Matt Phillips,West Bromwich Albion,33,1823,2,2,1,2.92,2.92,3.25,7.04,2.61,0.14,0.14,0.16,0.30,0.30,0.35,0.13
1738,Hal Robson-Kanu,West Bromwich Albion,19,522,2,2,0,1.50,1.50,0.24,2.26,0.63,0.26,0.26,0.04,0.30,0.30,0.39,0.11
1746,Jeff Hendrick,Newcastle United,22,1436,2,2,1,1.11,1.11,1.43,3.61,1.39,0.07,0.07,0.09,0.16,0.16,0.23,0.09
1791,Trent Alexander-Arnold,Liverpool,36,3040,2,2,7,2.59,2.59,8.58,23.11,17.65,0.08,0.08,0.25,0.33,0.33,0.68,0.52
2379,João Cancelo,Manchester City,28,2309,2,2,3,1.87,1.87,5.18,18.11,14.48,0.07,0.07,0.20,0.27,0.27,0.71,0.56
2496,Rodri,Manchester City,34,2751,2,1,2,2.66,1.90,2.34,20.86,18.97,0.09,0.06,0.08,0.16,0.14,0.68,0.62
3203,Issa Diop,West Ham,18,1379,2,2,0,0.95,0.95,0.02,2.15,1.83,0.06,0.06,0.00,0.06,0.06,0.14,0.12
3288,Thiago Silva,Chelsea,23,1938,2,2,0,1.32,1.32,0.29,7.84,7.64,0.06,0.06,0.01,0.07,0.07,0.36,0.35
3389,Benjamin Mendy,Manchester City,13,955,2,2,1,0.33,0.33,0.30,2.77,2.35,0.03,0.03,0.03,0.06,0.06,0.26,0.22
3600,Serge Aurier,Tottenham,19,1619,2,2,3,1.48,1.48,3.72,8.71,5.29,0.08,0.08,0.21,0.29,0.29,0.48,0.29
3635,Bernardo Silva,Manchester City,26,2080,2,2,6,3.60,3.60,4.82,17.11,10.65,0.16,0.16,0.21,0.36,0.36,0.74,0.46
4490,Semi Ajayi,West Bromwich Albion,33,2773,2,2,0,1.73,1.73,0.51,4.63,3.11,0.06,0.06,0.02,0.07,0.07,0.15,0.10
5553,Declan Rice,West Ham,32,2880,2,1,1,3.19,1.67,1.98,10.66,9.19,0.10,0.05,0.06,0.16,0.11,0.33,0.29
5584,Aaron Wan-Bissaka,Manchester United,34,3060,2,2,4,0.93,0.93,2.55,12.24,9.68,0.03,0.03,0.07,0.10,0.10,0.36,0.28
5613,Gabriel,Arsenal,23,1994,2,2,0,1.56,1.56,0.06,5.76,5.75,0.07,0.07,0.00,0.07,0.07,0.26,0.26
6027,Jairo Riedewald,Crystal Palace,33,1803,2,2,0,0.56,0.56,0.90,3.51,2.33,0.03,0.03,0.04,0.07,0.07,0.18,0.12
6049,Solly March,Brighton,21,1684,2,2,1,1.78,1.78,1.68,8.32,5.68,0.10,0.10,0.09,0.19,0.19,0.44,0.30
6063,Jacob Murphy,Newcastle United,26,1611,2,2,3,1.49,1.49,3.43,8.04,4.10,0.08,0.08,0.19,0.28,0.28,0.45,0.23
6157,Timothy Castagne,Leicester,27,2349,2,2,3,1.60,1.60,2.31,8.45,6.61,0.06,0.06,0.09,0.15,0.15,0.32,0.25
6456,Callum Hudson-Odoi,Chelsea,23,1048,2,2,3,1.37,1.37,3.10,7.82,5.50,0.12,0.12,0.27,0.38,0.38,0.67,0.47
6482,Eddie Nketiah,Arsenal,17,405,2,2,1,2.02,2.02,0.74,2.08,0.22,0.45,0.45,0.16,0.61,0.61,0.46,0.05
6521,Yerry Mina,Everton,24,1941,2,2,0,1.75,1.75,0.02,4.31,4.21,0.08,0.08,0.00,0.08,0.08,0.20,0.20
6756,Dwight McNeil,Burnley,36,3075,2,2,5,1.08,1.08,5.48,6.95,3.61,0.03,0.03,0.16,0.19,0.19,0.20,0.11
7230,Emile Smith-Rowe,Arsenal,20,1456,2,2,4,1.59,1.59,3.62,9.54,5.63,0.10,0.10,0.22,0.32,0.32,0.59,0.35
7722,Trézéguet,Aston Villa,21,1175,2,2,1,3.98,3.98,2.15,7.03,1.90,0.30,0.30,0.16,0.47,0.47,0.54,0.15
7726,Ezri Konsa Ngoyo,Aston Villa,36,3192,2,2,0,3.29,3.29,0.09,3.43,3.38,0.09,0.09,0.00,0.10,0.10,0.10,0.10
7752,Gabriel Martinelli,Arsenal,14,581,2,2,1,3.25,3.25,1.75,6.16,1.76,0.50,0.50,0.27,0.77,0.77,0.95,0.27
7753,James Justin,Leicester,23,2070,2,2,1,1.52,1.52,2.06,7.67,5.51,0.07,0.07,0.09,0.16,0.16,0.33,0.24
7991,Aaron Connolly,Brighton,17,799,2,2,1,4.46,4.46,0.16,4.78,0.19,0.50,0.50,0.02,0.52,0.52,0.54,0.02
8722,Ezgjan Alioski,Leeds,36,2475,2,2,3,1.75,1.75,3.33,13.48,9.69,0.06,0.06,0.12,0.18,0.18,0.49,0.35
8992,Hakim Ziyech,Chelsea,23,1182,2,2,3,1.99,1.99,4.48,7.66,3.69,0.15,0.15,0.34,0.49,0.49,0.58,0.28
9040,Conor Gallagher,West Bromwich Albion,30,2529,2,2,2,1.54,1.54,1.42,5.06,3.12,0.05,0.05,0.05,0.11,0.11,0.18,0.11
9205,Jayden Bogle,Sheffield United,16,1109,2,2,0,1.92,1.92,0.21,2.67,1.37,0.16,0.16,0.02,0.17,0.17,0.22,0.11
76,Fabian Schär,Newcastle United,18,1252,1,0,0,1.46,0.70,0.00,0.96,0.87,0.10,0.05,0.00,0.10,0.05,0.07,0.06
204,Granit Xhaka,Arsenal,31,2537,1,1,2,0.78,0.78,1.46,13.90,12.85,0.03,0.03,0.05,0.08,0.08,0.49,0.46
229,Thiago Alcántara,Liverpool,24,1865,1,1,0,1.21,1.21,2.55,11.15,9.47,0.06,0.06,0.12,0.18,0.18,0.54,0.46
332,Joel Matip,Liverpool,10,701,1,1,2,0.78,0.78,1.18,4.38,4.38,0.10,0.10,0.15,0.25,0.25,0.56,0.56
486,Adam Lallana,Brighton,30,1572,1,1,1,1.61,1.61,2.63,9.72,5.87,0.09,0.09,0.15,0.24,0.24,0.56,0.34
492,Héctor Bellerín,Arsenal,25,2098,1,1,2,0.86,0.86,2.17,8.06,6.27,0.04,0.04,0.09,0.13,0.13,0.35,0.27
496,Mohamed Elneny,Arsenal,23,1540,1,1,0,0.48,0.48,0.26,5.20,4.65,0.03,0.03,0.02,0.04,0.04,0.30,0.27
500,Alex Iwobi,Everton,30,1536,1,1,2,0.84,0.84,2.16,7.22,4.48,0.05,0.05,0.13,0.18,0.18,0.42,0.26
512,Scott Dann,Crystal Palace,15,1350,1,1,0,0.55,0.55,0.02,1.19,1.17,0.04,0.04,0.00,0.04,0.04,0.08,0.08
532,Cheikhou Kouyaté,Crystal Palace,36,3126,1,1,0,0.82,0.82,0.83,4.74,4.53,0.02,0.02,0.02,0.05,0.05,0.14,0.13
535,Manuel Lanzini,West Ham,17,548,1,1,1,0.97,0.97,1.00,3.23,1.58,0.16,0.16,0.16,0.32,0.32,0.53,0.26
537,Andy Carroll,Newcastle United,18,369,1,1,0,0.60,0.60,0.06,0.99,0.54,0.15,0.15,0.02,0.16,0.16,0.24,0.13
554,Juan Mata,Manchester United,9,518,1,0,2,1.07,0.31,0.72,3.04,2.19,0.19,0.05,0.13,0.31,0.18,0.53,0.38
579,Nathan Aké,Manchester City,10,802,1,1,0,0.51,0.51,0.02,4.21,4.19,0.06,0.06,0.00,0.06,0.06,0.47,0.47
605,Jordan Henderson,Liverpool,21,1710,1,1,1,1.14,1.14,1.48,11.49,10.46,0.06,0.06,0.08,0.14,0.14,0.60,0.55
638,Kyle Walker,Manchester City,24,1944,1,1,1,0.20,0.20,0.50,10.60,10.21,0.01,0.01,0.02,0.03,0.03,0.49,0.47
639,Toby Alderweireld,Tottenham,25,2243,1,1,0,0.61,0.61,0.97,5.90,5.86,0.02,0.02,0.04,0.06,0.06,0.24,0.24
644,Erik Lamela,Tottenham,23,683,1,1,0,1.29,1.29,0.81,4.19,2.83,0.17,0.17,0.11,0.28,0.28,0.55,0.37
672,Jordan Ayew,Crystal Palace,33,2097,1,1,3,2.58,2.58,0.82,5.27,2.65,0.11,0.11,0.04,0.15,0.15,0.23,0.11
