No,Player,Team,Apps,Min,G,NPG,A,xG,NPxG,xA,xGChain,xGBuildup,xG90,NPxG90,xA90,xG90+xA90,NPxG90+xA90,xGChain90,xGBuildup90
681,César Azpilicueta,Chelsea,26,2189,1,1,2,0.50,0.50,2.58,13.99,12.34,0.02,0.02,0.11,0.13,0.13,0.58,0.51
688,Ruben Loftus-Cheek,Chelsea,31,1988,1,1,0,3.33,3.33,1.24,7.61,3.75,0.15,0.15,0.06,0.21,0.21,0.34,0.17
699,Gary Cahill,Crystal Palace,20,1800,1,1,1,0.74,0.74,0.62,2.27,2.02,0.04,0.04,0.03,0.07,0.07,0.11,0.10
700,Willian,Arsenal,25,1413,1,1,5,1.83,1.83,3.59,7.11,3.82,0.12,0.12,0.23,0.35,0.35,0.45,0.24
743,Dwight Gayle,Newcastle United,18,483,1,1,1,2.93,2.93,0.28,3.04,0.51,0.55,0.55,0.05,0.60,0.60,0.57,0.10
753,Marc Albrighton,Leicester,31,1731,1,1,5,1.25,1.25,4.04,8.02,5.14,0.06,0.06,0.21,0.27,0.27,0.42,0.27
759,Daniel Amartey,Leicester,12,714,1,1,0,0.54,0.54,0.00,2.53,2.46,0.07,0.07,0.00,0.07,0.07,0.32,0.31
769,Jonjo Shelvey,Newcastle United,30,2617,1,1,3,2.45,2.45,2.63,9.46,7.53,0.08,0.08,0.09,0.17,0.17,0.33,0.26
775,Andros Townsend,Crystal Palace,34,2255,1,1,5,2.47,2.47,4.15,7.26,3.63,0.10,0.10,0.17,0.26,0.26,0.29,0.14
789,Robbie Brady,Burnley,19,1061,1,1,1,0.78,0.78,0.91,2.68,1.53,0.07,0.07,0.08,0.14,0.14,0.23,0.13
833,Virgil van Dijk,Liverpool,5,370,1,1,0,0.55,0.55,0.00,1.41,1.29,0.13,0.13,0.00,0.13,0.13,0.34,0.31
842,Oriol Romeu,Southampton,21,1777,1,1,1,0.45,0.45,1.54,6.24,5.06,0.02,0.02,0.08,0.10,0.10,0.32,0.26
844,Jay Rodriguez,Burnley,31,1237,1,1,2,2.98,2.98,1.21,4.23,0.91,0.22,0.22,0.09,0.30,0.30,0.31,0.07
853,Paul Dummett,Newcastle United,15,1254,1,1,0,0.44,0.44,0.23,3.16,2.98,0.03,0.03,0.02,0.05,0.05,0.23,0.21
875,Ciaran Clark,Newcastle United,22,1895,1,1,0,0.66,0.66,0.14,2.86,2.86,0.03,0.03,0.01,0.04,0.04,0.14,0.14
966,Alex Oxlade-Chamberlain,Liverpool,13,238,1,1,1,0.30,0.30,0.30,1.00,0.77,0.11,0.11,0.11,0.23,0.23,0.38,0.29
985,Mason Holgate,Everton,28,2298,1,1,0,1.30,1.30,0.57,3.79,3.35,0.05,0.05,0.02,0.07,0.07,0.15,0.13
1006,Luke Shaw,Manchester United,32,2659,1,1,5,0.69,0.69,6.47,12.84,10.10,0.02,0.02,0.22,0.24,0.24,0.43,0.34
1014,Tyler Roberts,Leeds,27,1334,1,1,2,1.89,1.89,2.53,7.46,3.50,0.13,0.13,0.17,0.30,0.30,0.50,0.24
1053,Keinan Davis,Aston Villa,15,240,1,1,1,1.27,1.27,0.68,1.96,0.34,0.48,0.48,0.26,0.73,0.73,0.74,0.13
1234,Dennis Praet,Leicester,15,730,1,1,1,0.44,0.44,1.22,2.11,1.29,0.05,0.05,0.15,0.20,0.20,0.26,0.16
1257,Alisson,Liverpool,33,2970,1,1,0,0.11,0.11,0.00,3.56,3.56,0.00,0.00,0.00,0.00,0.00,0.11,0.11
1299,Mario Lemina,Fulham,28,1706,1,1,0,1.24,1.24,1.13,4.95,3.29,0.07,0.07,0.06,0.13,0.13,0.26,0.17
1545,Emil Krafth,Newcastle United,16,1297,1,1,0,0.15,0.15,0.43,3.91,3.43,0.01,0.01,0.03,0.04,0.04,0.27,0.24
1652,Matthew Lowton,Burnley,34,3060,1,1,1,0.76,0.76,2.77,6.37,3.58,0.02,0.02,0.08,0.10,0.10,0.19,0.11
1665,James Tarkowski,Burnley,36,3240,1,1,0,3.06,3.06,0.94,3.07,2.89,0.09,0.09,0.03,0.11,0.11,0.09,0.08
1676,David Luiz,Arsenal,20,1410,1,1,0,0.67,0.67,0.52,4.75,4.63,0.04,0.04,0.03,0.08,0.08,0.30,0.30
1688,Andrew Robertson,Liverpool,38,3391,1,1,7,1.44,1.44,7.22,19.87,15.44,0.04,0.04,0.19,0.23,0.23,0.53,0.41
1736,Oliver McBurnie,Sheffield United,23,1306,1,1,0,3.55,3.55,1.05,6.11,2.60,0.24,0.24,0.07,0.32,0.32,0.42,0.18
1822,Antonio Rüdiger,Chelsea,19,1710,1,1,0,1.14,1.14,0.31,9.14,9.04,0.06,0.06,0.02,0.08,0.08,0.48,0.48
2163,Diego Llorente,Leeds,15,1208,1,1,0,0.91,0.91,0.46,3.13,2.11,0.07,0.07,0.03,0.10,0.10,0.23,0.16
2361,Willian José,Wolverhampton Wanderers,17,1123,1,1,0,1.43,1.43,1.27,2.07,0.72,0.11,0.11,0.10,0.22,0.22,0.17,0.06
2517,Martin Odegaard,Arsenal,14,865,1,1,2,0.62,0.62,1.96,5.30,4.07,0.06,0.06,0.20,0.27,0.27,0.55,0.42
3422,João Moutinho,Wolverhampton Wanderers,33,2546,1,1,1,0.50,0.50,1.68,7.03,6.23,0.02,0.02,0.06,0.08,0.08,0.25,0.22
3585,Said Benrahma,West Ham,30,1381,1,1,6,2.46,2.46,5.11,10.36,3.78,0.16,0.16,0.33,0.49,0.49,0.68,0.25
4391,Darnell Furlong,West Bromwich Albion,35,2926,1,1,3,1.93,1.93,2.46,6.14,3.37,0.06,0.06,0.08,0.14,0.14,0.19,0.10
5256,Oliver Burke,Sheffield United,25,1272,1,1,1,2.60,2.60,2.62,6.12,1.05,0.18,0.18,0.19,0.37,0.37,0.43,0.07
5264,Caglar Söyüncü,Leicester,23,1802,1,1,0,0.54,0.54,0.33,7.39,7.37,0.03,0.03,0.02,0.04,0.04,0.37,0.37
5545,Wilfred Ndidi,Leicester,26,2181,1,1,4,0.60,0.60,1.33,10.23,8.73,0.02,0.02,0.06,0.08,0.08,0.42,0.36
5549,Luka Milivojevic,Crystal Palace,31,2374,1,0,1,2.21,0.69,1.77,6.37,5.71,0.08,0.03,0.07,0.15,0.09,0.24,0.22
5609,Yves Bissouma,Brighton,36,3121,1,1,0,1.08,1.08,1.08,9.74,8.21,0.03,0.03,0.03,0.06,0.06,0.28,0.24
5681,Giovani Lo Celso,Tottenham,18,955,1,1,1,1.53,1.53,1.20,5.27,3.31,0.14,0.14,0.11,0.26,0.26,0.50,0.31
5735,Jean-Philippe Mateta,Crystal Palace,7,213,1,1,0,0.33,0.33,0.02,0.40,0.14,0.14,0.14,0.01,0.14,0.14,0.17,0.06
6042,Jan Bednarek,Southampton,36,3111,1,1,1,0.47,0.47,1.16,8.54,8.49,0.01,0.01,0.03,0.05,0.05,0.25,0.25
6080,Victor Lindelöf,Manchester United,29,2587,1,1,1,0.80,0.80,0.40,9.03,8.88,0.03,0.03,0.01,0.04,0.04,0.31,0.31
6163,Nélson Semedo,Wolverhampton Wanderers,34,2994,1,1,1,1.31,1.31,0.90,7.69,6.20,0.04,0.04,0.03,0.07,0.07,0.23,0.19
6314,Joachim Andersen,Fulham,31,2732,1,1,1,1.36,1.36,0.45,6.67,6.55,0.04,0.04,0.01,0.06,0.06,0.22,0.22
6424,Ben Johnson,West Ham,14,506,1,1,0,0.48,0.48,0.39,1.44,0.67,0.09,0.09,0.07,0.15,0.15,0.26,0.12
6651,Grady Diangana,West Bromwich Albion,20,1249,1,1,0,1.10,1.10,0.16,1.63,0.62,0.08,0.08,0.01,0.09,0.09,0.12,0.04
6665,Curtis Jones,Liverpool,24,1174,1,1,2,1.76,1.76,1.52,7.74,5.18,0.13,0.13,0.12,0.25,0.25,0.59,0.40
6674,Rayan Ait Nouri,Wolverhampton Wanderers,21,1414,1,1,1,0.51,0.51,0.79,2.73,2.29,0.03,0.03,0.05,0.08,0.08,0.17,0.15
6817,Fred,Manchester United,30,2404,1,1,0,1.73,1.73,2.23,13.52,10.69,0.06,0.06,0.08,0.15,0.15,0.51,0.40
6834,Joe Bryan,Fulham,16,658,1,1,0,0.58,0.58,0.27,1.90,1.30,0.08,0.08,0.04,0.12,0.12,0.26,0.18
6835,Tom Cairney,Fulham,10,762,1,1,1,0.58,0.58,0.99,3.39,2.85,0.07,0.07,0.12,0.19,0.19,0.40,0.34
6850,Willy Boly,Wolverhampton Wanderers,21,1880,1,1,1,1.13,1.13,0.55,2.84,2.66,0.05,0.05,0.03,0.08,0.08,0.14,0.13
6851,Conor Coady,Wolverhampton Wanderers,37,3305,1,1,0,1.45,1.45,0.20,5.04,4.87,0.04,0.04,0.01,0.04,0.04,0.14,0.13
6857,Morgan Gibbs-White,Wolverhampton Wanderers,11,395,1,1,0,0.81,0.81,0.41,1.72,0.83,0.19,0.19,0.09,0.28,0.28,0.39,0.19
6859,Kortney Hause,Aston Villa,7,630,1,1,0,1.30,1.30,0.00,1.80,1.80,0.19,0.19,0.00,0.19,0.19,0.26,0.26
6891,Ryan Fredericks,West Ham,14,563,1,1,1,0.21,0.21,1.30,1.06,0.31,0.03,0.03,0.21,0.24,0.24,0.17,0.05
6892,Fabián Balbuena,West Ham,14,1197,1,1,0,1.10,1.10,0.00,2.22,2.00,0.08,0.08,0.00,0.08,0.08,0.17,0.15
7063,Bernard,Everton,12,438,1,1,0,0.19,0.19,0.53,1.28,0.70,0.04,0.04,0.11,0.15,0.15,0.26,0.14
7236,Leander Dendoncker,Wolverhampton Wanderers,33,2500,1,1,0,3.38,3.38,0.58,8.18,5.36,0.12,0.12,0.02,0.14,0.14,0.29,0.19
7382,Dan Burn,Brighton,27,2059,1,1,0,1.08,1.08,0.98,4.98,4.18,0.05,0.05,0.04,0.09,0.09,0.22,0.18
7390,Karlan Grant,West Bromwich Albion,21,1140,1,1,0,1.69,1.69,0.15,1.81,0.51,0.13,0.13,0.01,0.15,0.15,0.14,0.04
7395,Carlos Vinicius,Tottenham,9,300,1,1,0,1.25,1.25,0.10,1.42,0.09,0.38,0.38,0.03,0.41,0.41,0.43,0.03
7699,Adam Webster,Brighton,29,2596,1,1,0,1.27,1.27,0.25,7.72,7.58,0.04,0.04,0.01,0.05,0.05,0.27,0.26
7701,Moussa Djenepo,Southampton,27,1236,1,1,0,0.79,0.79,0.40,2.99,1.91,0.06,0.06,0.03,0.09,0.09,0.22,0.14
7714,Ben Osborn,Sheffield United,24,1607,1,1,0,1.09,1.09,2.52,6.37,4.42,0.06,0.06,0.14,0.20,0.20,0.36,0.25
7721,Conor Hourihane,Aston Villa,4,236,1,1,1,0.57,0.57,0.92,0.67,0.19,0.22,0.22,0.35,0.57,0.57,0.25,0.07
8020,Steven Alzate,Brighton,15,905,1,1,0,0.83,0.83,0.92,3.52,2.39,0.08,0.08,0.09,0.17,0.17,0.35,0.24
8067,Reece James,Chelsea,32,2355,1,1,2,1.53,1.53,3.65,11.72,9.59,0.06,0.06,0.14,0.20,0.20,0.45,0.37
8089,Kieran Tierney,Arsenal,27,2305,1,1,3,0.39,0.39,3.82,8.64,5.61,0.02,0.02,0.15,0.16,0.16,0.34,0.22
8214,Tyrick Mitchell,Crystal Palace,19,1710,1,1,1,1.08,1.08,0.23,4.47,3.26,0.06,0.06,0.01,0.07,0.07,0.24,0.17
8226,Tariq Lamptey,Brighton,11,904,1,1,1,0.70,0.70,0.81,4.57,3.69,0.07,0.07,0.08,0.15,0.15,0.45,0.37
8228,Nathaniel Phillips,Liverpool,17,1451,1,1,1,1.03,1.03,0.92,4.33,4.16,0.06,0.06,0.06,0.12,0.12,0.27,0.26
8285,Sander Berge,Sheffield United,15,1116,1,0,1,1.22,0.46,1.78,3.91,3.07,0.10,0.04,0.14,0.24,0.18,0.32,0.25
8300,Steven Bergwijn,Tottenham,21,1218,1,1,3,2.09,2.09,0.81,4.81,2.45,0.15,0.15,0.06,0.21,0.21,0.36,0.18
8379,Alexis Mac Allister,Brighton,21,1110,1,1,1,1.35,1.35,1.87,5.66,3.27,0.11,0.11,0.15,0.26,0.26,0.46,0.26
8456,Nathan Tella,Southampton,18,734,1,1,1,1.99,1.99,1.09,2.91,0.48,0.24,0.24,0.13,0.38,0.38,0.36,0.06
8481,Jimmy Dunne,Burnley,3,270,1,1,0,0.42,0.42,0.10,0.10,0.04,0.14,0.14,0.03,0.17,0.17,0.03,0.01
8562,Luke Thomas,Leicester,14,982,1,1,0,0.27,0.27,0.95,2.15,1.73,0.02,0.02,0.09,0.11,0.11,0.20,0.16
8717,Pascal Struijk,Leeds,27,2073,1,1,0,2.03,2.03,0.11,6.60,6.55,0.09,0.09,0.00,0.09,0.09,0.29,0.28
8719,Kalvin Phillips,Leeds,29,2435,1,1,2,0.39,0.39,3.23,8.96,7.55,0.01,0.01,0.12,0.13,0.13,0.33,0.28
8780,Joël Veltman,Brighton,28,2281,1,1,1,1.28,1.28,1.85,9.02,6.80,0.05,0.05,0.07,0.12,0.12,0.36,0.27
8816,Liam Cooper,Leeds,25,2189,1,1,0,2.09,2.09,0.00,7.38,7.38,0.09,0.09,0.00,0.09,0.09,0.30,0.30
8821,Donny van de Beek,Manchester United,19,486,1,1,1,0.29,0.29,1.04,3.55,2.21,0.05,0.05,0.19,0.25,0.25,0.66,0.41
8961,Rúben Dias,Manchester City,32,2848,1,1,0,1.95,1.95,0.11,16.68,16.56,0.06,0.06,0.00,0.07,0.07,0.53,0.52
9163,Kean Bryan,Sheffield United,13,1012,1,1,0,0.54,0.54,0.82,1.43,1.39,0.05,0.05,0.07,0.12,0.12,0.13,0.12
9501,Fabio Carvalho,Fulham,4,255,1,1,0,1.00,1.00,0.50,1.50,0.29,0.35,0.35,0.18,0.53,0.53,0.53,0.10
9509,Daniel Jebbison,Sheffield United,4,286,1,1,0,1.48,1.48,0.02,1.90,0.39,0.47,0.47,0.01,0.47,0.47,0.60,0.12
9524,Anthony Elanga,Manchester United,2,157,1,1,0,0.55,0.55,0.02,0.84,0.82,0.32,0.32,0.01,0.33,0.33,0.48,0.47
181,Bernd Leno,Arsenal,35,3136,0,0,0,0.00,0.00,0.00,4.33,4.33,0.00,0.00,0.00,0.00,0.00,0.12,0.12
200,Andreas Christensen,Chelsea,17,1375,0,0,0,0.13,0.13,0.25,7.44,7.28,0.01,0.01,0.02,0.02,0.02,0.49,0.48
342,Sead Kolasinac,Arsenal,1,90,0,0,0,0.00,0.00,0.00,0.43,0.43,0.00,0.00,0.00,0.00,0.00,0.43,0.43
461,Matt Ritchie,Newcastle United,18,1360,0,0,2,0.33,0.33,2.49,5.13,4.38,0.02,0.02,0.16,0.19,0.19,0.34,0.29
465,Joshua King,Everton,11,119,0,0,0,0.79,0.79,0.00,0.89,0.76,0.60,0.60,0.00,0.60,0.60,0.67,0.57
484,Divock Origi,Liverpool,9,176,0,0,0,1.08,1.08,0.14,1.50,0.78,0.55,0.55,0.07,0.62,0.62,0.77,0.40
485,Mamadou Sakho,Crystal Palace,4,274,0,0,0,0.02,0.02,0.00,0.51,0.51,0.01,0.01,0.00,0.01,0.01,0.17,0.17
489,James Milner,Liverpool,26,1037,0,0,1,0.36,0.36,0.79,5.69,4.89,0.03,0.03,0.07,0.10,0.10,0.49,0.42
508,Calum Chambers,Arsenal,10,750,0,0,2,0.36,0.36,1.04,3.84,2.81,0.04,0.04,0.13,0.17,0.17,0.46,0.34
510,Joel Ward,Crystal Palace,26,2252,0,0,1,0.05,0.05,0.47,3.12,2.89,0.00,0.00,0.02,0.02,0.02,0.12,0.12
525,Martin Kelly,Crystal Palace,1,1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
527,Adrián,Liverpool,3,270,0,0,0,0.00,0.00,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,0.13,0.13
530,James Tomkins,Crystal Palace,8,553,0,0,0,0.12,0.12,0.11,0.28,0.28,0.02,0.02,0.02,0.04,0.04,0.05,0.05
533,Mark Noble,West Ham,21,702,0,0,0,0.05,0.05,0.18,0.78,0.72,0.01,0.01,0.02,0.03,0.03,0.10,0.09
534,Aaron Cresswell,West Ham,36,3176,0,0,8,0.88,0.88,7.39,10.62,8.39,0.03,0.03,0.21,0.23,0.23,0.30,0.24
540,Darren Randolph,West Ham,3,270,0,0,0,0.00,0.00,0.00,0.28,0.28,0.00,0.00,0.00,0.00,0.00,0.09,0.09
545,Kieran Gibbs,West Bromwich Albion,10,808,0,0,0,0.06,0.06,0.41,0.89,0.81,0.01,0.01,0.05,0.05,0.05,0.10,0.09
546,David de Gea,Manchester United,26,2298,0,0,0,0.00,0.00,0.00,2.11,2.11,0.00,0.00,0.00,0.00,0.00,0.08,0.08
549,Timothy Fosu-Mensah,Manchester United,1,85,0,0,0,0.02,0.02,0.31,0.40,0.36,0.02,0.02,0.32,0.34,0.34,0.43,0.38
573,Odion Ighalo,Manchester United,1,5,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
585,Seamus Coleman,Everton,25,1612,0,0,3,0.89,0.89,1.51,5.50,4.08,0.05,0.05,0.08,0.13,0.13,0.31,0.23
587,Phil Jagielka,Sheffield United,10,526,0,0,0,0.00,0.00,0.00,0.91,0.91,0.00,0.00,0.00,0.00,0.00,0.16,0.16
589,James McCarthy,Crystal Palace,16,834,0,0,0,0.01,0.01,0.29,1.20,1.03,0.00,0.00,0.03,0.03,0.03,0.13,0.11
603,Nathaniel Clyne,Crystal Palace,13,1151,0,0,1,0.12,0.12,0.22,1.90,1.73,0.01,0.01,0.02,0.03,0.03,0.15,0.14
614,Fernandinho,Manchester City,21,1170,0,0,2,0.82,0.82,1.54,8.78,7.83,0.06,0.06,0.12,0.18,0.18,0.68,0.60
624,Willy Caballero,Chelsea,1,90,0,0,0,0.00,0.00,0.00,0.14,0.14,0.00,0.00,0.00,0.00,0.00,0.14,0.14
633,James McArthur,Crystal Palace,18,1482,0,0,2,0.28,0.28,1.52,3.25,2.26,0.02,0.02,0.09,0.11,0.11,0.20,0.14
635,Alex McCarthy,Southampton,30,2700,0,0,0,0.00,0.00,0.00,2.76,2.76,0.00,0.00,0.00,0.00,0.00,0.09,0.09
637,Hugo Lloris,Tottenham,38,3420,0,0,0,0.00,0.00,0.00,4.80,4.80,0.00,0.00,0.00,0.00,0.00,0.13,0.13
643,Eric Dier,Tottenham,28,2520,0,0,0,1.25,1.25,0.23,5.72,5.70,0.04,0.04,0.01,0.05,0.05,0.20,0.20
645,Dele Alli,Tottenham,15,615,0,0,1,1.67,1.67,1.33,4.32,2.13,0.25,0.25,0.19,0.44,0.44,0.63,0.31
660,Ben Davies,Tottenham,20,1330,0,0,1,0.20,0.20,0.44,2.68,2.33,0.01,0.01,0.03,0.04,0.04,0.18,0.16
661,Josh Onomah,Fulham,11,368,0,0,0,0.56,0.56,0.03,1.37,0.88,0.14,0.14,0.01,0.14,0.14,0.33,0.21
682,Branislav Ivanovic,West Bromwich Albion,13,761,0,0,0,0.46,0.46,0.05,0.35,0.35,0.05,0.05,0.01,0.06,0.06,0.04,0.04
697,Nemanja Matic,Manchester United,20,1099,0,0,0,0.16,0.16,0.89,6.13,5.51,0.01,0.01,0.07,0.09,0.09,0.50,0.45
703,Fikayo Tomori,Chelsea,1,43,0,0,0,0.00,0.00,0.00,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.15,0.15
706,Lukasz Fabianski,West Ham,35,3150,0,0,0,0.00,0.00,0.00,1.28,1.28,0.00,0.00,0.00,0.00,0.00,0.04,0.04
708,Federico Fernández,Newcastle United,24,2090,0,0,0,0.19,0.19,0.57,3.31,3.22,0.01,0.01,0.02,0.03,0.03,0.14,0.14
710,Neil Taylor,Aston Villa,1,13,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
712,Jack Cork,Burnley,16,1355,0,0,0,0.20,0.20,0.33,2.81,2.50,0.01,0.01,0.02,0.04,0.04,0.19,0.17
727,DeAndre Yedlin,Newcastle United,6,442,0,0,0,0.10,0.10,0.08,0.53,0.36,0.02,0.02,0.02,0.04,0.04,0.11,0.07
730,Patrick van Aanholt,Crystal Palace,22,1775,0,0,1,1.40,1.40,0.65,4.81,3.35,0.07,0.07,0.03,0.10,0.10,0.24,0.17
741,Jordan Pickford,Everton,31,2742,0,0,0,0.00,0.00,0.02,3.71,3.69,0.00,0.00,0.00,0.00,0.00,0.12,0.12
745,Kasper Schmeichel,Leicester,38,3420,0,0,0,0.00,0.00,0.00,3.87,3.87,0.00,0.00,0.00,0.00,0.00,0.10,0.10
748,Wes Morgan,Leicester,3,13,0,0,0,0.00,0.00,0.00,0.14,0.14,0.00,0.00,0.00,0.00,0.00,1.00,1.00
749,Christian Fuchs,Leicester,9,703,0,0,0,0.07,0.07,0.01,2.72,2.67,0.01,0.01,0.00,0.01,0.01,0.35,0.34
751,N'Golo Kanté,Chelsea,30,2142,0,0,2,0.70,0.70,1.21,10.10,8.44,0.03,0.03,0.05,0.08,0.08,0.42,0.35
762,Demarai Gray,Leicester,1,17,0,0,0,0.06,0.06,0.00,0.03,0.03,0.31,0.31,0.00,0.31,0.31,0.14,0.14
772,Moussa Sissoko,Tottenham,25,1563,0,0,0,0.25,0.25,0.18,4.14,3.93,0.01,0.01,0.01,0.02,0.02,0.24,0.23
780,Karl Darlow,Newcastle United,25,2250,0,0,0,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04
785,John Ruddy,Wolverhampton Wanderers,2,91,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
831,Fraser Forster,Southampton,8,720,0,0,0,0.00,0.00,0.00,1.11,1.11,0.00,0.00,0.00,0.00,0.00,0.14,0.14
835,Ryan Bertrand,Southampton,29,2600,0,0,1,0.37,0.37,1.40,5.36,4.81,0.01,0.01,0.05,0.06,0.06,0.19,0.17
839,Shane Long,Southampton,11,184,0,0,0,0.06,0.06,0.00,0.09,0.07,0.03,0.03,0.00,0.03,0.03,0.04,0.03
847,Cédric Soares,Arsenal,10,746,0,0,1,0.20,0.20,0.89,3.34,2.92,0.02,0.02,0.11,0.13,0.13,0.40,0.35
848,Charlie Austin,West Bromwich Albion,5,126,0,0,0,0.41,0.41,0.00,0.41,0.00,0.29,0.29,0.00,0.29,0.29,0.29,0.00
856,Jack Butland,Crystal Palace,1,90,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
857,Phil Bardsley,Burnley,4,272,0,0,0,0.06,0.06,0.00,0.13,0.10,0.02,0.02,0.00,0.02,0.02,0.04,0.03
876,Fabian Delph,Everton,8,249,0,0,0,0.01,0.01,0.05,1.06,1.02,0.01,0.01,0.02,0.03,0.03,0.38,0.37
884,Matt Targett,Aston Villa,38,3407,0,0,2,0.28,0.28,2.80,9.61,8.20,0.01,0.01,0.07,0.08,0.08,0.25,0.22
885,Kyle Walker-Peters,Southampton,30,2655,0,0,2,1.14,1.14,1.25,8.66,6.63,0.04,0.04,0.04,0.08,0.08,0.29,0.22
887,Erik Pieters,Burnley,20,1259,0,0,1,0.15,0.15,0.36,1.93,1.55,0.01,0.01,0.03,0.04,0.04,0.14,0.11
888,Xherdan Shaqiri,Liverpool,14,534,0,0,2,0.42,0.42,2.51,4.59,2.12,0.07,0.07,0.42,0.49,0.49,0.77,0.36
910,Harrison Reed,Fulham,31,2254,0,0,2,0.29,0.29,1.69,7.14,6.31,0.01,0.01,0.07,0.08,0.08,0.29,0.25
934,Axel Tuanzebe,Manchester United,9,401,0,0,0,0.00,0.00,0.00,1.08,1.08,0.00,0.00,0.00,0.00,0.00,0.24,0.24
971,Harry Winks,Tottenham,15,854,0,0,0,0.06,0.06,0.19,3.75,3.64,0.01,0.01,0.02,0.03,0.03,0.39,0.38
978,Sam Johnstone,West Bromwich Albion,37,3330,0,0,1,0.00,0.00,0.11,2.63,2.52,0.00,0.00,0.00,0.00,0.00,0.07,0.07
987,Joseph Gomez,Liverpool,7,594,0,0,0,0.00,0.00,0.07,2.09,2.02,0.00,0.00,0.01,0.01,0.01,0.32,0.31
1013,Sam Field,West Bromwich Albion,3,56,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1042,Tom Davies,Everton,25,1433,0,0,1,0.18,0.18,0.96,3.19,2.69,0.01,0.01,0.06,0.07,0.07,0.20,0.17
1084,Jonjoe Kenny,Everton,4,81,0,0,0,0.00,0.00,0.00,0.24,0.24,0.00,0.00,0.00,0.00,0.00,0.27,0.27
1208,Felipe Anderson,West Ham,2,2,0,0,0,0.00,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.00,0.00,2.27,2.27
1245,Emerson,Chelsea,2,88,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1304,Moise Kean,Everton,2,10,0,0,0,0.02,0.02,0.00,0.02,0.00,0.20,0.20,0.00,0.20,0.20,0.20,0.00
1379,Allan,Everton,24,2051,0,0,0,0.24,0.24,0.77,9.11,8.36,0.01,0.01,0.03,0.04,0.04,0.40,0.37
1682,Islam Slimani,Leicester,1,17,0,0,0,0.10,0.10,0.08,0.18,0.00,0.53,0.53,0.41,0.94,0.94,0.94,0.00
1683,Ryan Fraser,Newcastle United,18,920,0,0,2,0.90,0.90,2.17,2.99,1.34,0.09,0.09,0.21,0.30,0.30,0.29,0.13
1685,Ahmed Elmohamady,Aston Villa,14,823,0,0,0,0.34,0.34,0.99,2.43,1.61,0.04,0.04,0.11,0.15,0.15,0.27,0.18
1689,Jake Livermore,West Bromwich Albion,18,1247,0,0,0,0.28,0.28,0.18,2.17,1.86,0.02,0.02,0.01,0.03,0.03,0.16,0.13
1691,Robert Snodgrass,West Bromwich Albion,11,533,0,0,0,0.21,0.21,0.54,0.83,0.17,0.03,0.03,0.09,0.13,0.13,0.14,0.03
1699,Shkodran Mustafi,Arsenal,3,43,0,0,0,0.00,0.00,0.00,0.06,0.06,0.00,0.00,0.00,0.00,0.00,0.14,0.14
1719,Javier Manquillo,Newcastle United,13,823,0,0,0,0.02,0.02,0.30,1.43,1.11,0.00,0.00,0.03,0.04,0.04,0.16,0.12
1735,Jack Stephens,Southampton,18,1544,0,0,0,0.89,0.89,0.46,3.08,2.75,0.05,0.05,0.03,0.08,0.08,0.18,0.16
1739,Eric Bailly,Manchester United,12,916,0,0,0,0.08,0.08,0.00,1.80,1.80,0.01,0.01,0.00,0.01,0.01,0.18,0.18
1747,Kevin Long,Burnley,8,635,0,0,0,0.61,0.61,0.02,0.50,0.50,0.09,0.09,0.00,0.09,0.09,0.07,0.07
1748,Lys Mousset,Sheffield United,11,284,0,0,0,0.84,0.84,0.44,1.54,0.26,0.27,0.27,0.14,0.41,0.41,0.49,0.08
1749,Rob Holding,Arsenal,30,2548,0,0,1,0.73,0.73,0.20,7.40,7.16,0.03,0.03,0.01,0.03,0.03,0.26,0.25
1750,Ainsley Maitland-Niles,Arsenal,26,1719,0,0,0,0.80,0.80,0.82,5.97,5.05,0.04,0.04,0.04,0.08,0.08,0.31,0.26
1760,Arthur Masuaku,West Ham,12,1017,0,0,2,0.43,0.43,2.60,4.27,1.79,0.04,0.04,0.23,0.27,0.27,0.38,0.16
1785,Nampalys Mendy,Leicester,23,1463,0,0,1,0.08,0.08,0.18,3.49,3.32,0.00,0.00,0.01,0.02,0.02,0.21,0.20
1823,Lucas Digne,Everton,30,2683,0,0,7,0.46,0.46,5.96,10.74,6.59,0.02,0.02,0.20,0.22,0.22,0.36,0.22
