No,Player,Team,Apps,Min,G,NPG,A,xG,NPxG,xA,xGChain,xGBuildup,xG90,NPxG90,xA90,xG90+xA90,NPxG90+xA90,xGChain90,xGBuildup90
589,James McCarthy,Everton,12,608,1,1,1,0.46,0.46,0.25,2.30,1.61,0.07,0.07,0.04,0.11,0.11,0.34,0.24
605,Jordan Henderson,Liverpool,24,2122,1,1,4,0.80,0.80,2.58,12.21,10.58,0.03,0.03,0.11,0.14,0.14,0.52,0.45
610,Pablo Zabaleta,Manchester City,20,1055,1,1,1,0.70,0.70,0.46,6.21,5.19,0.06,0.06,0.04,0.10,0.10,0.53,0.44
611,Nicolás Otamendi,Manchester City,30,2588,1,1,1,1.06,1.06,1.16,11.60,11.43,0.04,0.04,0.04,0.08,0.08,0.40,0.40
613,Gaël Clichy,Manchester City,25,2127,1,1,0,0.03,0.03,0.93,13.33,12.41,0.00,0.00,0.04,0.04,0.04,0.56,0.53
621,Aleksandar Kolarov,Manchester City,29,2532,1,1,1,1.02,1.02,1.06,13.29,12.66,0.04,0.04,0.04,0.07,0.07,0.47,0.45
627,Antonio Valencia,Manchester United,28,2488,1,1,3,1.85,1.85,2.63,12.04,9.90,0.07,0.07,0.10,0.16,0.16,0.44,0.36
628,Chris Smalling,Manchester United,18,1212,1,1,1,0.40,0.40,0.64,2.62,2.54,0.03,0.03,0.05,0.08,0.08,0.19,0.19
630,Marouane Fellaini,Manchester United,28,1591,1,1,0,2.17,2.17,0.66,6.07,4.51,0.12,0.12,0.04,0.16,0.16,0.34,0.26
634,Fraizer Campbell,Crystal Palace,12,125,1,1,0,0.44,0.44,0.05,0.51,0.13,0.32,0.32,0.04,0.35,0.35,0.37,0.10
639,Toby Alderweireld,Tottenham,30,2610,1,1,0,2.00,2.00,0.33,8.04,7.41,0.07,0.07,0.01,0.08,0.08,0.28,0.26
642,Mousa Dembélé,Tottenham,30,2085,1,1,1,0.57,0.57,0.98,9.29,8.62,0.02,0.02,0.04,0.07,0.07,0.40,0.37
644,Erik Lamela,Tottenham,9,590,1,1,1,1.80,1.04,1.20,2.42,1.16,0.27,0.16,0.18,0.46,0.34,0.37,0.18
649,Ryan Mason,Hull,16,931,1,1,0,0.61,0.61,0.33,1.44,0.78,0.06,0.06,0.03,0.09,0.09,0.14,0.08
653,Tom Carroll,Swansea,18,1395,1,1,2,0.29,0.29,1.55,3.71,3.03,0.02,0.02,0.10,0.12,0.12,0.24,0.20
656,Diafra Sakho,West Ham,4,183,1,1,0,0.60,0.60,0.06,0.14,0.02,0.30,0.30,0.03,0.32,0.32,0.07,0.01
660,Ben Davies,Tottenham,23,1729,1,1,3,0.43,0.43,2.61,7.04,5.68,0.02,0.02,0.14,0.16,0.16,0.37,0.30
668,Idrissa Gueye,Everton,33,2700,1,1,1,1.99,1.99,2.14,13.02,10.61,0.07,0.07,0.07,0.14,0.14,0.43,0.35
671,Rudy Gestede,Middlesbrough,16,514,1,1,0,1.29,1.29,0.78,2.30,0.30,0.23,0.23,0.14,0.36,0.36,0.40,0.05
672,Jordan Ayew,Swansea,14,858,1,1,3,1.02,1.02,1.84,3.00,0.80,0.11,0.11,0.19,0.30,0.30,0.31,0.08
681,César Azpilicueta,Chelsea,38,3420,1,1,4,0.64,0.64,1.68,12.99,11.41,0.02,0.02,0.04,0.06,0.06,0.34,0.30
697,Nemanja Matic,Chelsea,35,2699,1,1,7,1.13,1.13,3.06,10.87,9.14,0.04,0.04,0.10,0.14,0.14,0.36,0.30
707,Angel Rangel,Swansea,18,811,1,1,0,0.24,0.24,0.69,2.64,2.45,0.03,0.03,0.08,0.10,0.10,0.29,0.27
709,Ashley Williams,Everton,36,3156,1,1,3,1.36,1.36,1.21,7.20,6.83,0.04,0.04,0.03,0.07,0.07,0.21,0.19
718,Kyle Naughton,Swansea,31,2722,1,1,0,0.57,0.57,1.83,7.30,5.37,0.02,0.02,0.06,0.08,0.08,0.24,0.18
728,Lamine Koné,Sunderland,30,2544,1,1,0,1.97,1.97,0.52,1.06,1.06,0.07,0.07,0.02,0.09,0.09,0.04,0.04
734,Wahbi Khazri,Sunderland,21,824,1,1,0,1.14,1.14,1.92,2.09,0.48,0.12,0.12,0.21,0.33,0.33,0.23,0.05
742,Billy Jones,Sunderland,27,2273,1,1,0,1.84,1.84,2.12,3.74,2.06,0.07,0.07,0.08,0.16,0.16,0.15,0.08
748,Wes Morgan,Leicester,27,2430,1,1,0,1.87,1.87,0.13,2.10,2.01,0.07,0.07,0.00,0.07,0.07,0.08,0.07
751,N'Golo Kanté,Chelsea,35,3141,1,1,1,2.17,2.17,1.88,14.05,11.90,0.06,0.06,0.05,0.12,0.12,0.40,0.34
752,Daniel Drinkwater,Leicester,29,2466,1,1,1,1.14,1.14,1.12,6.52,5.17,0.04,0.04,0.04,0.08,0.08,0.24,0.19
756,Leonardo Ulloa,Leicester,16,412,1,1,0,1.90,1.90,0.10,1.47,0.63,0.42,0.42,0.02,0.44,0.44,0.32,0.14
759,Daniel Amartey,Leicester,24,1651,1,1,1,0.83,0.83,0.56,2.94,2.10,0.05,0.05,0.03,0.08,0.08,0.16,0.11
762,Demarai Gray,Leicester,30,1015,1,1,3,0.98,0.98,1.79,3.55,1.22,0.09,0.09,0.16,0.25,0.25,0.31,0.11
782,Ben Chilwell,Leicester,12,686,1,1,0,0.67,0.67,0.37,2.74,1.73,0.09,0.09,0.05,0.14,0.14,0.36,0.23
784,Andy King,Leicester,23,1439,1,1,0,0.61,0.61,0.24,3.63,3.12,0.04,0.04,0.02,0.05,0.05,0.23,0.20
789,Robbie Brady,Burnley,14,710,1,1,2,0.77,0.77,1.61,1.50,0.32,0.10,0.10,0.20,0.30,0.30,0.19,0.04
814,James McClean,West Bromwich Albion,34,1444,1,1,2,1.49,1.49,2.33,3.11,1.21,0.09,0.09,0.15,0.24,0.24,0.19,0.08
822,Patrick Bamford,Burnley,14,294,1,1,0,1.14,1.14,0.09,1.46,0.84,0.35,0.35,0.03,0.38,0.38,0.45,0.26
825,Adam Smith,Bournemouth,36,3094,1,1,5,1.39,1.39,4.81,10.95,7.34,0.04,0.04,0.14,0.18,0.18,0.32,0.21
833,Virgil van Dijk,Southampton,21,1857,1,1,0,1.37,1.37,0.48,4.36,4.20,0.07,0.07,0.02,0.09,0.09,0.21,0.20
837,Jordy Clasie,Southampton,16,1038,1,1,1,0.52,0.52,0.32,4.12,3.72,0.05,0.05,0.03,0.07,0.07,0.36,0.32
842,Oriol Romeu,Southampton,35,3071,1,1,0,1.81,1.81,1.18,11.35,10.56,0.05,0.05,0.03,0.09,0.09,0.33,0.31
845,Maya Yoshida,Southampton,23,2070,1,1,0,1.90,1.90,0.18,3.73,2.92,0.08,0.08,0.01,0.09,0.09,0.16,0.13
860,Marc Muniesa,Stoke,10,644,1,1,0,0.23,0.23,0.09,0.97,0.70,0.03,0.03,0.01,0.04,0.04,0.14,0.10
868,Mame Biram Diouf,Stoke,27,1381,1,1,2,2.91,2.91,1.31,4.55,1.88,0.19,0.19,0.09,0.27,0.27,0.30,0.12
873,Charlie Adam,Stoke,24,1504,1,0,3,2.73,1.97,2.48,7.21,5.00,0.16,0.12,0.15,0.31,0.27,0.43,0.30
876,Fabian Delph,Manchester City,7,216,1,1,0,0.23,0.23,0.36,1.55,1.31,0.09,0.09,0.15,0.24,0.24,0.65,0.55
881,Harry Arter,Bournemouth,35,2963,1,1,4,3.23,2.47,2.12,12.48,9.38,0.10,0.08,0.06,0.16,0.14,0.38,0.28
886,Ryan Shawcross,Stoke,35,3150,1,1,1,1.24,1.24,0.22,3.55,3.43,0.04,0.04,0.01,0.04,0.04,0.10,0.10
917,John Terry,Chelsea,9,489,1,1,0,1.54,1.54,0.54,0.54,0.47,0.28,0.28,0.10,0.38,0.38,0.10,0.09
920,Matthew Pennington,Everton,3,180,1,1,0,0.64,0.64,0.17,0.21,0.04,0.32,0.32,0.09,0.41,0.41,0.11,0.02
971,Harry Winks,Tottenham,21,455,1,1,1,1.02,1.02,0.67,2.75,1.61,0.20,0.20,0.13,0.33,0.33,0.54,0.32
1654,Ben Mee,Burnley,34,3018,1,1,0,0.90,0.90,0.23,2.83,2.77,0.03,0.03,0.01,0.03,0.03,0.08,0.08
1655,Stephen Ward,Burnley,37,3233,1,1,1,1.38,1.38,2.21,5.22,3.25,0.04,0.04,0.06,0.10,0.10,0.15,0.09
1657,Steven Defour,Burnley,21,1088,1,1,3,0.49,0.49,1.18,1.62,1.01,0.04,0.04,0.10,0.14,0.14,0.13,0.08
1658,Dean Marney,Burnley,21,1779,1,1,2,0.27,0.27,0.54,1.75,1.48,0.01,0.01,0.03,0.04,0.04,0.09,0.08
1659,Scott Arfield,Burnley,31,2118,1,1,0,2.94,2.94,1.88,4.72,1.77,0.12,0.12,0.08,0.20,0.20,0.20,0.08
1663,Johann Berg Gudmundsson,Burnley,20,988,1,1,2,0.61,0.61,1.21,1.57,0.46,0.06,0.06,0.11,0.17,0.17,0.14,0.04
1672,Jonathan Calleri,West Ham,16,526,1,1,0,2.45,2.45,0.41,3.11,0.45,0.42,0.42,0.07,0.49,0.49,0.53,0.08
1676,David Luiz,Chelsea,33,2959,1,1,0,1.41,1.41,1.36,7.60,6.94,0.04,0.04,0.04,0.08,0.08,0.23,0.21
1688,Andrew Robertson,Hull,33,2741,1,1,2,0.25,0.25,1.39,5.09,3.74,0.01,0.01,0.05,0.05,0.05,0.17,0.12
1689,Jake Livermore,Hull,37,2989,1,1,1,1.57,1.57,1.69,5.26,3.04,0.05,0.05,0.05,0.10,0.10,0.16,0.09
1692,Shaun Maloney,Hull,9,269,1,1,2,1.06,1.06,0.60,0.96,0.47,0.36,0.36,0.20,0.56,0.56,0.32,0.16
1693,David Meyler,Hull,20,943,1,1,0,0.51,0.51,0.51,1.66,1.36,0.05,0.05,0.05,0.10,0.10,0.16,0.13
1695,Tom Huddlestone,Hull,31,2025,1,0,0,1.23,0.47,1.10,7.11,6.00,0.05,0.02,0.05,0.10,0.07,0.32,0.27
1700,Lucas Pérez,Arsenal,11,254,1,1,0,0.94,0.94,0.57,2.22,0.98,0.33,0.33,0.20,0.54,0.54,0.79,0.35
1701,Borja Bastón,Swansea,18,526,1,1,0,2.29,2.29,0.22,2.80,0.95,0.39,0.39,0.04,0.43,0.43,0.48,0.16
1702,Mike van der Hoorn,Swansea,8,659,1,1,0,1.32,1.32,0.00,1.22,0.79,0.18,0.18,0.00,0.18,0.18,0.17,0.11
1707,Ben Gibson,Middlesbrough,38,3420,1,1,1,0.81,0.81,0.59,5.15,5.05,0.02,0.02,0.02,0.04,0.04,0.14,0.13
1712,Stewart Downing,Middlesbrough,30,2214,1,1,3,2.14,2.14,2.29,6.38,3.31,0.09,0.09,0.09,0.18,0.18,0.26,0.13
1718,Daniel Ayala,Middlesbrough,14,913,1,1,0,1.21,1.21,0.00,1.19,1.19,0.12,0.12,0.00,0.12,0.12,0.12,0.12
1719,Javier Manquillo,Sunderland,20,1423,1,1,0,0.49,0.49,0.19,0.92,0.69,0.03,0.03,0.01,0.04,0.04,0.06,0.04
1720,Didier Ndong,Sunderland,31,2519,1,1,0,0.76,0.76,1.23,6.01,4.34,0.03,0.03,0.04,0.07,0.07,0.21,0.16
1722,Juan Zuñiga,Watford,21,804,1,1,0,0.55,0.55,0.24,2.74,2.16,0.06,0.06,0.03,0.09,0.09,0.31,0.24
1724,Isaac Success,Watford,19,463,1,1,1,1.25,1.25,0.36,1.44,0.09,0.24,0.24,0.07,0.31,0.31,0.28,0.02
1726,Abdoulaye Doucouré,Watford,20,1349,1,1,0,1.88,1.88,0.42,3.59,2.15,0.13,0.13,0.03,0.15,0.15,0.24,0.14
1734,Sofiane Boufal,Southampton,24,1090,1,1,0,1.12,1.12,1.29,4.48,2.60,0.09,0.09,0.11,0.20,0.20,0.37,0.21
1743,Bruno Martins Indi,Stoke,35,3149,1,1,0,1.62,1.62,0.13,4.20,4.11,0.05,0.05,0.00,0.05,0.05,0.12,0.12
2144,Alfred N'Diaye,Hull,15,1286,1,1,0,1.19,1.19,0.14,1.70,1.09,0.08,0.08,0.01,0.09,0.09,0.12,0.08
4430,Joey Barton,Burnley,14,1104,1,1,0,0.41,0.41,0.62,2.63,2.05,0.03,0.03,0.05,0.08,0.08,0.21,0.17
5542,Grant Leadbitter,Middlesbrough,13,707,1,1,0,0.76,0.76,0.29,1.62,0.84,0.10,0.10,0.04,0.13,0.13,0.21,0.11
5555,Dominic Calvert-Lewin,Everton,11,340,1,1,0,1.25,1.25,0.00,1.39,0.22,0.33,0.33,0.00,0.33,0.33,0.37,0.06
5556,Ademola Lookman,Everton,8,289,1,1,0,1.14,1.14,0.00,1.49,0.45,0.36,0.36,0.00,0.36,0.36,0.46,0.14
5597,Josh Harrop,Manchester United,1,90,1,1,0,0.14,0.14,0.02,0.37,0.22,0.14,0.14,0.02,0.16,0.16,0.37,0.22
37,Loris Karius,Liverpool,10,900,0,0,0,0.00,0.00,0.00,1.90,1.90,0.00,0.00,0.00,0.00,0.00,0.19,0.19
91,Ron-Robert Zieler,Leicester,9,752,0,0,0,0.00,0.00,0.00,0.57,0.57,0.00,0.00,0.00,0.00,0.00,0.07,0.07
202,Håvard Nordtveit,West Ham,16,955,0,0,1,0.13,0.13,0.75,1.64,0.88,0.01,0.01,0.07,0.08,0.08,0.15,0.08
232,Jan Kirchhoff,Sunderland,7,435,0,0,0,0.23,0.23,0.08,0.45,0.36,0.05,0.05,0.02,0.06,0.06,0.09,0.07
265,Ragnar Klavan,Liverpool,20,1402,0,0,0,0.19,0.19,0.18,3.93,3.90,0.01,0.01,0.01,0.02,0.02,0.25,0.25
323,Adnan Januzaj,Sunderland,25,1632,0,0,3,1.52,1.52,2.47,4.48,1.65,0.08,0.08,0.14,0.22,0.22,0.25,0.09
343,Pierre-Emile Højbjerg,Southampton,22,1296,0,0,0,1.36,1.36,0.62,5.60,4.26,0.09,0.09,0.04,0.14,0.14,0.39,0.30
455,Artur Boruc,Bournemouth,35,3150,0,0,0,0.00,0.00,0.02,2.69,2.67,0.00,0.00,0.00,0.00,0.00,0.08,0.08
456,Simon Francis,Bournemouth,34,2945,0,0,1,0.17,0.17,1.57,7.80,7.32,0.01,0.01,0.05,0.05,0.05,0.24,0.22
460,Andrew Surman,Bournemouth,22,1803,0,0,1,0.51,0.51,0.44,5.61,5.30,0.03,0.03,0.02,0.05,0.05,0.28,0.26
464,Max Gradel,Bournemouth,11,107,0,0,0,0.29,0.29,0.14,0.46,0.09,0.24,0.24,0.12,0.36,0.36,0.39,0.08
467,Lewis Grabban,Bournemouth,3,51,0,0,1,0.07,0.07,0.09,0.30,0.14,0.13,0.13,0.16,0.29,0.29,0.54,0.25
469,Adam Federici,Bournemouth,2,180,0,0,0,0.00,0.00,0.00,0.43,0.43,0.00,0.00,0.00,0.00,0.00,0.21,0.21
475,Lucas Leiva,Liverpool,24,1097,0,0,3,0.79,0.79,0.65,3.26,2.93,0.06,0.06,0.05,0.12,0.12,0.27,0.24
477,Brad Smith,Bournemouth,5,274,0,0,0,0.09,0.09,0.07,0.92,0.85,0.03,0.03,0.02,0.05,0.05,0.30,0.28
479,Kevin Stewart,Liverpool,4,15,0,0,0,0.00,0.00,0.00,0.24,0.24,0.00,0.00,0.00,0.00,0.00,1.45,1.45
481,Jordon Ibe,Bournemouth,25,1067,0,0,0,0.84,0.84,1.05,3.20,1.83,0.07,0.07,0.09,0.16,0.16,0.27,0.15
485,Mamadou Sakho,Crystal Palace,8,688,0,0,0,0.14,0.14,0.27,1.62,1.57,0.02,0.02,0.04,0.05,0.05,0.21,0.21
487,Simon Mignolet,Liverpool,28,2520,0,0,0,0.00,0.00,0.00,2.74,2.74,0.00,0.00,0.00,0.00,0.00,0.10,0.10
490,Jon Flanagan,Burnley,6,360,0,0,0,0.00,0.00,0.06,0.43,0.38,0.00,0.00,0.01,0.01,0.01,0.11,0.09
491,Petr Cech,Arsenal,35,3097,0,0,0,0.00,0.00,0.00,5.06,5.06,0.00,0.00,0.00,0.00,0.00,0.15,0.15
493,Gabriel,Arsenal,19,1517,0,0,0,0.39,0.39,0.27,3.95,3.65,0.02,0.02,0.02,0.04,0.04,0.23,0.22
495,Nacho Monreal,Arsenal,36,3152,0,0,2,1.13,1.13,1.93,11.07,9.22,0.03,0.03,0.06,0.09,0.09,0.32,0.26
496,Mohamed Elneny,Arsenal,14,693,0,0,1,0.55,0.55,0.13,2.46,2.09,0.07,0.07,0.02,0.09,0.09,0.32,0.27
497,Francis Coquelin,Arsenal,29,1799,0,0,0,0.77,0.77,0.67,9.35,8.48,0.04,0.04,0.03,0.07,0.07,0.47,0.42
505,David Ospina,Arsenal,2,143,0,0,0,0.00,0.00,0.00,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.02,0.02
507,Per Mertesacker,Arsenal,1,35,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
509,Wayne Hennessey,Crystal Palace,29,2610,0,0,0,0.00,0.00,0.09,1.62,1.58,0.00,0.00,0.00,0.00,0.00,0.06,0.05
510,Joel Ward,Crystal Palace,38,3420,0,0,1,0.94,0.94,0.86,4.74,3.52,0.02,0.02,0.02,0.05,0.05,0.12,0.09
511,Damien Delaney,Crystal Palace,30,1999,0,0,2,0.21,0.21,1.69,1.64,1.11,0.01,0.01,0.08,0.09,0.09,0.07,0.05
513,Pape Souaré,Crystal Palace,3,270,0,0,0,0.02,0.02,0.15,0.33,0.18,0.01,0.01,0.05,0.06,0.06,0.11,0.06
514,Jason Puncheon,Crystal Palace,36,3099,0,0,5,1.79,1.79,5.03,6.89,4.81,0.05,0.05,0.15,0.20,0.20,0.20,0.14
515,Mile Jedinak,Crystal Palace,1,90,0,0,0,0.00,0.00,0.07,0.11,0.11,0.00,0.00,0.07,0.07,0.07,0.11,0.11
520,Bakary Sako,Crystal Palace,7,121,0,0,0,0.13,0.13,0.09,0.14,0.09,0.10,0.10,0.07,0.16,0.16,0.10,0.07
524,Adrian Mariappa,Watford,7,556,0,0,0,0.12,0.12,0.08,0.47,0.47,0.02,0.02,0.01,0.03,0.03,0.08,0.08
525,Martin Kelly,Crystal Palace,29,2145,0,0,2,0.24,0.24,0.53,2.82,2.51,0.01,0.01,0.02,0.03,0.03,0.12,0.11
526,Lee Chung-yong,Crystal Palace,15,463,0,0,1,0.25,0.25,0.91,0.84,0.30,0.05,0.05,0.18,0.23,0.23,0.16,0.06
527,Adrián,West Ham,16,1440,0,0,0,0.00,0.00,0.03,0.47,0.44,0.00,0.00,0.00,0.00,0.00,0.03,0.03
528,Angelo Ogbonna,West Ham,20,1757,0,0,0,0.07,0.07,0.27,3.35,3.13,0.00,0.00,0.01,0.02,0.02,0.17,0.16
534,Aaron Cresswell,West Ham,26,2124,0,0,2,0.59,0.59,2.38,5.24,3.41,0.02,0.02,0.10,0.13,0.13,0.22,0.14
540,Darren Randolph,West Ham,22,1980,0,0,0,0.00,0.00,0.00,0.70,0.70,0.00,0.00,0.00,0.00,0.00,0.03,0.03
545,Kieran Gibbs,Arsenal,11,701,0,0,1,0.33,0.33,0.66,2.31,1.57,0.04,0.04,0.09,0.13,0.13,0.30,0.20
546,David de Gea,Manchester United,35,3150,0,0,0,0.00,0.00,0.00,4.73,4.73,0.00,0.00,0.00,0.00,0.00,0.14,0.14
549,Timothy Fosu-Mensah,Manchester United,4,95,0,0,0,0.03,0.03,0.00,0.26,0.23,0.03,0.03,0.00,0.03,0.03,0.25,0.22
555,Memphis Depay,Manchester United,4,13,0,0,0,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.08,0.08
557,Matteo Darmian,Manchester United,18,1333,0,0,0,0.09,0.09,0.40,5.31,4.91,0.01,0.01,0.03,0.03,0.03,0.36,0.33
559,Paddy McNair,Sunderland,9,359,0,0,0,0.07,0.07,0.19,0.91,0.72,0.02,0.02,0.05,0.07,0.07,0.23,0.18
560,Sergio Romero,Manchester United,2,180,0,0,0,0.00,0.00,0.00,0.12,0.12,0.00,0.00,0.00,0.00,0.00,0.06,0.06
564,Heurelho Gomes,Watford,38,3339,0,0,0,0.00,0.00,0.04,0.73,0.73,0.00,0.00,0.00,0.00,0.00,0.02,0.02
565,Nyom,West Bromwich Albion,32,2640,0,0,2,0.28,0.28,0.91,3.62,2.73,0.01,0.01,0.03,0.04,0.04,0.12,0.09
570,Valon Behrami,Watford,27,2056,0,0,0,0.19,0.19,0.42,2.38,1.83,0.01,0.01,0.02,0.03,0.03,0.10,0.08
571,Ben Watson,Watford,4,46,0,0,0,0.00,0.00,0.00,0.46,0.46,0.00,0.00,0.00,0.00,0.00,0.91,0.91
575,Nordin Amrabat,Watford,29,2120,0,0,3,1.05,1.05,2.76,6.16,2.71,0.04,0.04,0.12,0.16,0.16,0.26,0.12
577,Ikechi Anya,Watford,1,5,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
580,Costel Pantilimon,Watford,2,81,0,0,0,0.00,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.06,0.06
581,Craig Cathcart,Watford,15,1154,0,0,1,0.14,0.14,0.72,1.77,1.67,0.01,0.01,0.06,0.07,0.07,0.14,0.13
583,Adlène Guédioura,Middlesbrough,17,854,0,0,1,0.50,0.50,0.66,2.04,1.62,0.05,0.05,0.07,0.12,0.12,0.21,0.17
584,Joel Robles,Everton,20,1735,0,0,1,0.00,0.00,0.08,1.58,1.49,0.00,0.00,0.00,0.00,0.00,0.08,0.08
586,John Stones,Manchester City,27,2011,0,0,0,1.46,1.46,0.23,7.78,7.58,0.07,0.07,0.01,0.08,0.08,0.35,0.34
591,Gerard Deulofeu,Everton,11,452,0,0,0,0.68,0.68,0.48,2.90,2.00,0.14,0.14,0.10,0.23,0.23,0.58,0.40
593,Aaron Lennon,Everton,11,511,0,0,1,0.28,0.28,0.53,2.02,1.77,0.05,0.05,0.09,0.14,0.14,0.36,0.31
596,Tom Cleverley,Everton,27,1839,0,0,2,0.74,0.74,1.71,4.14,2.69,0.04,0.04,0.08,0.12,0.12,0.20,0.13
597,Ramiro Funes Mori,Everton,23,1530,0,0,1,0.76,0.76,0.98,5.03,4.42,0.04,0.04,0.06,0.10,0.10,0.30,0.26
598,Bryan Oviedo,Everton,16,1325,0,0,0,0.13,0.13,0.90,2.70,1.97,0.01,0.01,0.06,0.07,0.07,0.18,0.13
601,Arouna Koné,Everton,6,62,0,0,0,0.11,0.11,0.02,0.15,0.02,0.16,0.16,0.03,0.20,0.20,0.22,0.03
603,Nathaniel Clyne,Liverpool,37,3326,0,0,2,1.43,1.43,4.60,14.72,11.41,0.04,0.04,0.12,0.16,0.16,0.40,0.31
608,Alberto Moreno,Liverpool,12,282,0,0,1,0.21,0.21,0.31,2.13,1.92,0.07,0.07,0.10,0.17,0.17,0.68,0.61
615,Fernando,Manchester City,15,547,0,0,0,0.10,0.10,0.16,3.00,2.80,0.02,0.02,0.03,0.04,0.04,0.49,0.46
616,Jesús Navas,Manchester City,24,1053,0,0,0,0.23,0.23,2.43,7.42,5.56,0.02,0.02,0.21,0.23,0.23,0.63,0.48
624,Willy Caballero,Manchester City,17,1450,0,0,0,0.00,0.00,0.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.19,0.19
625,Bacary Sagna,Manchester City,17,1341,0,0,1,0.07,0.07,0.69,5.57,5.36,0.00,0.00,0.05,0.05,0.05,0.37,0.36
631,Ashley Young,Manchester United,12,757,0,0,1,0.25,0.25,0.87,2.62,1.91,0.03,0.03,0.10,0.13,0.13,0.31,0.23
632,Jordon Mutch,Crystal Palace,4,42,0,0,0,0.00,0.00,0.02,0.09,0.08,0.00,0.00,0.04,0.04,0.04,0.20,0.16
637,Hugo Lloris,Tottenham,34,3004,0,0,0,0.00,0.00,0.04,4.16,4.12,0.00,0.00,0.00,0.00,0.00,0.12,0.12
638,Kyle Walker,Tottenham,33,2710,0,0,5,0.69,0.69,3.70,11.03,7.58,0.02,0.02,0.12,0.15,0.15,0.37,0.25
640,Jan Vertonghen,Tottenham,33,2902,0,0,0,0.59,0.59,0.31,9.54,9.19,0.02,0.02,0.01,0.03,0.03,0.30,0.29
650,Kevin Wimmer,Tottenham,5,357,0,0,0,0.00,0.00,0.04,0.98,0.98,0.00,0.00,0.01,0.01,0.01,0.25,0.25
651,Michel Vorm,Tottenham,5,416,0,0,0,0.00,0.00,0.00,0.26,0.26,0.00,0.00,0.00,0.00,0.00,0.06,0.06
652,Kieran Trippier,Tottenham,12,561,0,0,5,0.08,0.08,2.76,3.44,1.76,0.01,0.01,0.44,0.46,0.46,0.55,0.28
654,Michael Carrick,Manchester United,23,1607,0,0,0,0.21,0.21,0.57,4.91,4.24,0.01,0.01,0.03,0.04,0.04,0.27,0.24
661,Josh Onomah,Tottenham,5,11,0,0,0,0.09,0.09,0.00,0.11,0.02,0.71,0.71,0.00,0.71,0.71,0.90,0.20
662,Brad Guzan,Middlesbrough,10,900,0,0,0,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.05,0.05
664,Joleon Lescott,Sunderland,2,120,0,0,0,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.01
669,Ashley Westwood,Burnley,9,549,0,0,0,0.03,0.03,0.15,0.83,0.71,0.01,0.01,0.02,0.03,0.03,0.14,0.12
680,Thibaut Courtois,Chelsea,36,3240,0,0,0,0.00,0.00,0.00,3.58,3.58,0.00,0.00,0.00,0.00,0.00,0.10,0.10
682,Branislav Ivanovic,Chelsea,13,578,0,0,0,0.32,0.32,0.19,2.45,2.27,0.05,0.05,0.03,0.08,0.08,0.38,0.35
688,Ruben Loftus-Cheek,Chelsea,6,23,0,0,0,0.14,0.14,0.00,0.24,0.11,0.54,0.54,0.00,0.54,0.54,0.95,0.42
689,Kenedy,Chelsea,2,91,0,0,0,0.16,0.16,0.04,0.18,0.00,0.16,0.16,0.04,0.20,0.20,0.18,0.00
690,Loïc Remy,Crystal Palace,5,121,0,0,0,0.35,0.35,0.08,0.43,0.04,0.26,0.26,0.06,0.32,0.32,0.32,0.03
692,Oscar,Chelsea,9,457,0,0,1,0.49,0.49,1.23,3.44,2.50,0.10,0.10,0.24,0.34,0.34,0.68,0.49
694,Asmir Begovic,Chelsea,2,180,0,0,0,0.00,0.00,0.00,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.01
706,Lukasz Fabianski,Swansea,37,3330,0,0,0,0.00,0.00,0.00,2.20,2.20,0.00,0.00,0.00,0.00,0.00,0.06,0.06
708,Federico Fernández,Swansea,27,2430,0,0,2,1.65,1.65,0.80,3.94,3.80,0.06,0.06,0.03,0.09,0.09,0.15,0.14
710,Neil Taylor,Swansea,11,923,0,0,0,0.05,0.05,0.05,1.76,1.69,0.01,0.01,0.00,0.01,0.01,0.17,0.16
712,Jack Cork,Swansea,30,2233,0,0,0,1.33,1.33,1.22,5.69,4.60,0.05,0.05,0.05,0.10,0.10,0.23,0.19
715,Jefferson Montero,Swansea,13,359,0,0,1,0.18,0.18,1.26,1.75,0.81,0.04,0.04,0.32,0.36,0.36,0.44,0.20
720,Modou Barrow,Swansea,18,1165,0,0,2,0.89,0.89,2.25,4.23,2.10,0.07,0.07,0.17,0.24,0.24,0.33,0.16
721,Jordi Amat,Swansea,17,1409,0,0,0,0.83,0.83,0.04,2.99,2.93,0.05,0.05,0.00,0.06,0.06,0.19,0.19
722,Kristoffer Nordfeldt,Swansea,1,90,0,0,0,0.00,0.00,0.00,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.09,0.09
