No,Player,Team,Apps,Min,G,NPG,A,xG,NPxG,xA,xGChain,xGBuildup,xG90,NPxG90,xA90,xG90+xA90,NPxG90+xA90,xGChain90,xGBuildup90
512,Scott Dann,Crystal Palace,17,1435,1,1,0,2.43,2.43,0.22,2.52,1.89,0.15,0.15,0.01,0.17,0.17,0.16,0.12
518,Yannick Bolasie,Everton,16,851,1,1,0,2.02,2.02,0.34,2.53,1.23,0.21,0.21,0.04,0.25,0.25,0.27,0.13
528,Angelo Ogbonna,West Ham,32,2880,1,1,0,0.77,0.77,0.45,3.61,3.05,0.02,0.02,0.01,0.04,0.04,0.11,0.10
534,Aaron Cresswell,West Ham,36,3081,1,1,7,0.67,0.67,3.32,5.96,4.80,0.02,0.02,0.10,0.12,0.12,0.17,0.14
567,Miguel Britos,Watford,12,798,1,1,0,0.82,0.82,0.89,1.67,1.07,0.09,0.09,0.10,0.19,0.19,0.19,0.12
572,Etienne Capoue,Watford,23,1544,1,1,0,0.98,0.98,0.79,4.45,3.14,0.06,0.06,0.05,0.10,0.10,0.26,0.18
590,Gareth Barry,West Bromwich Albion,25,1935,1,1,1,1.36,1.36,1.42,4.19,3.33,0.06,0.06,0.07,0.13,0.13,0.20,0.15
591,Gerard Deulofeu,Watford,7,443,1,1,0,0.56,0.56,0.59,1.28,0.69,0.11,0.11,0.12,0.23,0.23,0.26,0.14
596,Tom Cleverley,Watford,23,1909,1,1,2,1.78,1.01,1.40,6.42,5.09,0.08,0.05,0.07,0.15,0.11,0.30,0.24
605,Jordan Henderson,Liverpool,27,2172,1,1,1,1.14,1.14,1.95,12.63,10.51,0.05,0.05,0.08,0.13,0.13,0.52,0.44
612,Vincent Kompany,Manchester City,17,1401,1,1,1,1.02,1.02,0.41,10.81,10.64,0.07,0.07,0.03,0.09,0.09,0.69,0.68
648,Nacer Chadli,West Bromwich Albion,5,216,1,1,0,0.12,0.12,0.10,0.23,0.11,0.05,0.05,0.04,0.09,0.09,0.10,0.05
655,James Collins,West Ham,13,1051,1,1,0,0.48,0.48,0.51,1.57,1.57,0.04,0.04,0.04,0.08,0.08,0.13,0.13
697,Nemanja Matic,Manchester United,36,3121,1,1,1,0.45,0.45,1.39,14.99,13.95,0.01,0.01,0.04,0.05,0.05,0.43,0.40
708,Federico Fernández,Swansea,30,2678,1,1,1,1.06,1.06,0.76,2.64,2.07,0.04,0.04,0.03,0.06,0.06,0.09,0.07
709,Ashley Williams,Everton,24,1840,1,1,0,0.79,0.79,0.15,1.54,1.48,0.04,0.04,0.01,0.05,0.05,0.08,0.07
711,Leroy Fer,Swansea,20,1399,1,1,1,1.61,1.61,1.20,3.01,1.73,0.10,0.10,0.08,0.18,0.18,0.19,0.11
751,N'Golo Kanté,Chelsea,34,3005,1,1,1,0.73,0.73,3.63,15.90,13.82,0.02,0.02,0.11,0.13,0.13,0.48,0.41
752,Daniel Drinkwater,Chelsea,12,519,1,1,0,0.18,0.18,0.27,2.67,2.32,0.03,0.03,0.05,0.08,0.08,0.46,0.40
756,Leonardo Ulloa,Brighton,14,264,1,1,0,0.68,0.68,0.21,1.10,0.37,0.23,0.23,0.07,0.30,0.30,0.37,0.12
769,Jonjo Shelvey,Newcastle United,30,2268,1,1,3,2.18,2.18,2.60,7.70,4.69,0.09,0.09,0.10,0.19,0.19,0.31,0.19
771,Georginio Wijnaldum,Liverpool,33,2392,1,1,2,2.99,2.99,1.64,9.86,6.89,0.11,0.11,0.06,0.17,0.17,0.37,0.26
772,Moussa Sissoko,Tottenham,33,1385,1,1,1,2.94,2.94,2.50,8.58,4.02,0.19,0.19,0.16,0.35,0.35,0.56,0.26
773,Aleksandar Mitrovic,Newcastle United,6,73,1,1,0,1.23,1.23,0.27,1.53,0.20,1.51,1.51,0.34,1.85,1.85,1.89,0.24
778,Henri Saivet,Newcastle United,1,86,1,1,0,0.04,0.04,0.00,0.54,0.54,0.04,0.04,0.00,0.04,0.04,0.56,0.56
789,Robbie Brady,Burnley,15,1279,1,1,2,1.13,1.13,2.18,2.41,1.14,0.08,0.08,0.15,0.23,0.23,0.17,0.08
790,Nathan Redmond,Southampton,31,1947,1,1,3,2.32,2.32,4.20,8.69,3.71,0.11,0.11,0.19,0.30,0.30,0.40,0.17
809,Darren Fletcher,Stoke,27,2234,1,1,1,0.29,0.29,1.69,4.77,4.04,0.01,0.01,0.07,0.08,0.08,0.19,0.16
814,James McClean,West Bromwich Albion,30,1378,1,1,0,1.76,1.76,0.71,2.99,0.94,0.11,0.11,0.05,0.16,0.16,0.20,0.06
815,Alex Pritchard,Huddersfield,14,1006,1,1,1,1.15,1.15,2.11,3.40,0.95,0.10,0.10,0.19,0.29,0.29,0.30,0.09
825,Adam Smith,Bournemouth,27,2067,1,1,3,0.43,0.43,1.47,4.56,3.20,0.02,0.02,0.06,0.08,0.08,0.20,0.14
836,Victor Wanyama,Tottenham,18,830,1,1,0,0.32,0.32,0.26,3.66,3.39,0.03,0.03,0.03,0.06,0.06,0.40,0.37
842,Oriol Romeu,Southampton,34,2911,1,1,0,2.58,2.58,1.66,8.54,7.14,0.08,0.08,0.05,0.13,0.13,0.26,0.22
876,Fabian Delph,Manchester City,22,1747,1,1,2,0.20,0.20,1.31,14.31,13.99,0.01,0.01,0.07,0.08,0.08,0.74,0.72
881,Harry Arter,Bournemouth,13,961,1,1,0,0.30,0.30,0.21,2.20,1.79,0.03,0.03,0.02,0.05,0.05,0.21,0.17
886,Ryan Shawcross,Stoke,27,2371,1,1,1,2.78,2.78,0.22,3.69,2.02,0.11,0.11,0.01,0.11,0.11,0.14,0.08
935,Kurt Zouma,Stoke,34,2889,1,1,0,1.13,1.13,0.47,3.90,3.49,0.04,0.04,0.01,0.05,0.05,0.12,0.11
986,Danny Ings,Liverpool,8,263,1,1,0,1.55,1.55,0.18,2.09,0.81,0.53,0.53,0.06,0.59,0.59,0.72,0.28
990,James Morrison,West Bromwich Albion,4,204,1,1,0,1.03,1.03,0.11,1.50,0.52,0.46,0.46,0.05,0.51,0.51,0.66,0.23
1013,Sam Field,West Bromwich Albion,10,545,1,1,0,0.59,0.59,0.18,1.06,0.31,0.10,0.10,0.03,0.13,0.13,0.18,0.05
1036,Jack Wilshere,Arsenal,20,1179,1,1,3,1.16,1.16,2.28,7.74,5.04,0.09,0.09,0.17,0.26,0.26,0.59,0.38
1159,Molla Wagué,Watford,6,441,1,1,0,0.68,0.68,0.00,0.28,0.28,0.14,0.14,0.00,0.14,0.14,0.06,0.06
1178,Davide Zappacosta,Chelsea,22,1092,1,1,1,1.57,1.57,1.30,5.39,3.01,0.13,0.13,0.11,0.24,0.24,0.44,0.25
1299,Mario Lemina,Southampton,25,1725,1,1,1,0.70,0.70,0.64,4.04,2.89,0.04,0.04,0.03,0.07,0.07,0.21,0.15
1655,Stephen Ward,Burnley,28,2463,1,1,1,0.37,0.37,1.53,3.49,2.88,0.01,0.01,0.06,0.07,0.07,0.13,0.11
1657,Steven Defour,Burnley,24,2034,1,1,1,0.60,0.60,1.16,2.49,1.67,0.03,0.03,0.05,0.08,0.08,0.11,0.07
1676,David Luiz,Chelsea,10,840,1,1,0,0.76,0.76,0.03,2.88,2.43,0.08,0.08,0.00,0.09,0.09,0.31,0.26
1679,Dominic Solanke,Liverpool,21,552,1,1,1,3.67,3.67,2.53,7.04,1.89,0.60,0.60,0.41,1.01,1.01,1.15,0.31
1682,Islam Slimani,Leicester,16,353,1,1,1,1.31,1.31,0.50,1.99,0.67,0.34,0.34,0.13,0.46,0.46,0.51,0.17
1688,Andrew Robertson,Liverpool,22,1949,1,1,5,0.63,0.63,4.77,11.84,9.57,0.03,0.03,0.22,0.25,0.25,0.55,0.44
1702,Mike van der Hoorn,Swansea,24,1963,1,1,0,0.94,0.94,0.62,2.00,1.39,0.04,0.04,0.03,0.07,0.07,0.09,0.06
1728,Fernando Llorente,Tottenham,16,206,1,1,0,1.17,1.17,0.13,1.82,0.97,0.51,0.51,0.06,0.57,0.57,0.80,0.42
1739,Eric Bailly,Manchester United,13,998,1,1,0,1.05,1.05,0.20,1.15,1.15,0.09,0.09,0.02,0.11,0.11,0.10,0.10
1747,Kevin Long,Burnley,16,1440,1,1,2,1.71,1.71,1.81,0.62,0.61,0.11,0.11,0.11,0.22,0.22,0.04,0.04
1763,Stefano Okaka,Watford,15,437,1,1,1,1.86,1.86,0.38,1.86,0.44,0.38,0.38,0.08,0.46,0.46,0.38,0.09
1791,Trent Alexander-Arnold,Liverpool,19,1582,1,1,1,0.93,0.93,2.52,9.21,7.06,0.05,0.05,0.14,0.20,0.20,0.52,0.40
2256,Jesé,Stoke,13,619,1,1,1,0.91,0.91,0.54,1.33,0.17,0.13,0.13,0.08,0.21,0.21,0.19,0.02
5043,Kiko Femenía,Watford,23,1722,1,1,1,0.30,0.30,1.53,4.02,2.93,0.02,0.02,0.08,0.10,0.10,0.21,0.15
5304,Mikel Merino,Newcastle United,24,1336,1,1,1,0.51,0.51,0.74,3.66,3.24,0.03,0.03,0.05,0.08,0.08,0.25,0.22
5554,Luciano Narsingh,Swansea,18,607,1,1,0,1.12,1.12,0.95,2.36,1.06,0.17,0.17,0.14,0.31,0.31,0.35,0.16
6042,Jan Bednarek,Southampton,5,429,1,1,0,0.28,0.28,0.00,0.13,0.13,0.06,0.06,0.00,0.06,0.06,0.03,0.03
6048,Lewis Dunk,Brighton,38,3420,1,1,1,3.16,3.16,1.36,3.49,3.03,0.08,0.08,0.04,0.12,0.12,0.09,0.08
6049,Solly March,Brighton,36,1817,1,1,1,1.26,1.26,1.73,3.19,1.21,0.06,0.06,0.09,0.15,0.15,0.16,0.06
6062,Isaac Hayden,Newcastle United,26,1370,1,1,0,0.84,0.84,0.64,3.27,2.18,0.06,0.06,0.04,0.10,0.10,0.22,0.14
6063,Jacob Murphy,Newcastle United,25,1147,1,1,1,1.65,1.65,1.39,4.08,1.08,0.13,0.13,0.11,0.24,0.24,0.32,0.08
6139,Joe Lolley,Huddersfield,6,213,1,1,0,0.10,0.10,0.11,0.31,0.13,0.04,0.04,0.05,0.09,0.09,0.13,0.05
6230,André Carrillo,Watford,28,1533,1,1,2,1.99,1.99,2.93,6.91,3.10,0.12,0.12,0.17,0.29,0.29,0.41,0.18
6542,Jürgen Locadia,Brighton,6,225,1,1,1,1.15,1.15,0.10,1.22,0.05,0.46,0.46,0.04,0.50,0.50,0.49,0.02
37,Loris Karius,Liverpool,19,1710,0,0,0,0.00,0.00,0.00,4.03,4.03,0.00,0.00,0.00,0.00,0.00,0.21,0.21
200,Andreas Christensen,Chelsea,27,2080,0,0,0,1.00,1.00,0.13,5.88,5.86,0.04,0.04,0.01,0.05,0.05,0.25,0.25
343,Pierre-Emile Højbjerg,Southampton,23,1669,0,0,0,0.70,0.70,0.60,4.02,3.11,0.04,0.04,0.03,0.07,0.07,0.22,0.17
368,Konstantinos Stafylidis,Stoke,5,338,0,0,0,0.07,0.07,0.02,0.18,0.09,0.02,0.02,0.01,0.02,0.02,0.05,0.02
379,Markus Suttner,Brighton,14,1176,0,0,0,0.07,0.07,0.27,1.66,1.62,0.01,0.01,0.02,0.03,0.03,0.13,0.12
456,Simon Francis,Bournemouth,32,2706,0,0,1,0.41,0.41,1.63,5.50,4.48,0.01,0.01,0.05,0.07,0.07,0.18,0.15
466,Marc Pugh,Bournemouth,20,981,0,0,0,1.34,1.34,0.57,2.83,1.05,0.12,0.12,0.05,0.17,0.17,0.26,0.10
484,Divock Origi,Liverpool,1,5,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
486,Adam Lallana,Liverpool,12,223,0,0,0,1.55,1.55,0.41,2.18,0.49,0.62,0.62,0.16,0.79,0.79,0.88,0.20
487,Simon Mignolet,Liverpool,19,1710,0,0,0,0.00,0.00,0.00,2.06,2.06,0.00,0.00,0.00,0.00,0.00,0.11,0.11
489,James Milner,Liverpool,32,1734,0,0,3,1.14,1.14,3.42,10.22,8.30,0.06,0.06,0.18,0.24,0.24,0.53,0.43
491,Petr Cech,Arsenal,34,3042,0,0,0,0.00,0.00,0.00,3.38,3.38,0.00,0.00,0.00,0.00,0.00,0.10,0.10
496,Mohamed Elneny,Arsenal,13,870,0,0,1,0.28,0.28,0.76,5.31,4.85,0.03,0.03,0.08,0.11,0.11,0.55,0.50
497,Francis Coquelin,Arsenal,7,155,0,0,0,0.08,0.08,0.51,0.58,0.49,0.05,0.05,0.30,0.35,0.35,0.34,0.29
505,David Ospina,Arsenal,5,378,0,0,0,0.00,0.00,0.00,1.56,1.56,0.00,0.00,0.00,0.00,0.00,0.37,0.37
508,Calum Chambers,Arsenal,12,875,0,0,0,1.56,1.56,0.10,4.14,4.01,0.16,0.16,0.01,0.17,0.17,0.43,0.41
509,Wayne Hennessey,Crystal Palace,27,2430,0,0,0,0.00,0.00,0.40,2.21,1.82,0.00,0.00,0.01,0.01,0.01,0.08,0.07
510,Joel Ward,Crystal Palace,19,1621,0,0,1,0.20,0.20,0.88,3.60,2.80,0.01,0.01,0.05,0.06,0.06,0.20,0.16
511,Damien Delaney,Crystal Palace,2,94,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
513,Pape Souaré,Crystal Palace,1,7,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
514,Jason Puncheon,Crystal Palace,10,560,0,0,0,1.38,1.38,0.43,2.22,0.78,0.22,0.22,0.07,0.29,0.29,0.36,0.13
516,Yohan Cabaye,Crystal Palace,31,2422,0,0,1,2.15,2.15,3.39,9.49,6.56,0.08,0.08,0.13,0.21,0.21,0.35,0.24
523,Julian Speroni,Crystal Palace,11,990,0,0,0,0.00,0.00,0.00,0.86,0.86,0.00,0.00,0.00,0.00,0.00,0.08,0.08
524,Adrian Mariappa,Watford,28,2208,0,0,0,0.62,0.62,0.14,1.89,1.73,0.03,0.03,0.01,0.03,0.03,0.08,0.07
525,Martin Kelly,Crystal Palace,15,1199,0,0,0,0.35,0.35,0.09,0.73,0.72,0.03,0.03,0.01,0.03,0.03,0.05,0.05
526,Lee Chung-yong,Crystal Palace,7,126,0,0,0,0.02,0.02,0.10,0.56,0.50,0.01,0.01,0.07,0.08,0.08,0.40,0.36
527,Adrián,West Ham,19,1710,0,0,0,0.00,0.00,0.00,0.91,0.91,0.00,0.00,0.00,0.00,0.00,0.05,0.05
529,Winston Reid,West Ham,17,1455,0,0,0,0.16,0.16,0.24,1.90,1.79,0.01,0.01,0.01,0.02,0.02,0.12,0.11
543,Reece Oxford,West Ham,1,1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
545,Kieran Gibbs,West Bromwich Albion,33,2836,0,0,1,0.39,0.39,1.91,5.82,3.98,0.01,0.01,0.06,0.07,0.07,0.18,0.13
546,David de Gea,Manchester United,37,3330,0,0,0,0.00,0.00,0.03,4.92,4.89,0.00,0.00,0.00,0.00,0.00,0.13,0.13
548,Daley Blind,Manchester United,7,361,0,0,0,0.12,0.12,0.41,1.48,1.31,0.03,0.03,0.10,0.13,0.13,0.37,0.33
549,Timothy Fosu-Mensah,Crystal Palace,21,1595,0,0,0,0.22,0.22,0.37,2.73,2.38,0.01,0.01,0.02,0.03,0.03,0.15,0.13
550,Marcos Rojo,Manchester United,9,649,0,0,0,0.07,0.07,0.07,2.27,2.21,0.01,0.01,0.01,0.02,0.02,0.31,0.31
551,Morgan Schneiderlin,Everton,30,2125,0,0,0,0.32,0.32,0.21,4.27,3.93,0.01,0.01,0.01,0.02,0.02,0.18,0.17
552,Ander Herrera,Manchester United,26,1249,0,0,2,0.41,0.41,1.42,4.20,3.25,0.03,0.03,0.10,0.13,0.13,0.30,0.23
557,Matteo Darmian,Manchester United,8,442,0,0,0,0.03,0.03,0.02,0.53,0.53,0.01,0.01,0.00,0.01,0.01,0.11,0.11
560,Sergio Romero,Manchester United,1,90,0,0,0,0.00,0.00,0.00,0.34,0.34,0.00,0.00,0.00,0.00,0.00,0.34,0.34
564,Heurelho Gomes,Watford,24,2130,0,0,0,0.00,0.00,0.00,1.60,1.60,0.00,0.00,0.00,0.00,0.00,0.07,0.07
565,Nyom,West Bromwich Albion,29,2307,0,0,1,0.06,0.06,1.13,3.01,2.11,0.00,0.00,0.04,0.05,0.05,0.12,0.08
566,Sebastian Prödl,Watford,21,1566,0,0,0,0.92,0.92,0.32,1.04,0.64,0.05,0.05,0.02,0.07,0.07,0.06,0.04
568,José Holebas,Watford,28,2385,0,0,4,0.43,0.43,3.71,3.87,3.21,0.02,0.02,0.14,0.16,0.16,0.15,0.12
571,Ben Watson,Watford,8,463,0,0,0,0.04,0.04,0.18,0.35,0.33,0.01,0.01,0.04,0.04,0.04,0.07,0.06
575,Nordin Amrabat,Watford,3,202,0,0,0,0.02,0.02,0.11,0.24,0.18,0.01,0.01,0.05,0.06,0.06,0.11,0.08
581,Craig Cathcart,Watford,7,496,0,0,0,0.16,0.16,0.00,0.13,0.13,0.03,0.03,0.00,0.03,0.03,0.02,0.02
585,Seamus Coleman,Everton,12,1038,0,0,1,1.36,1.36,0.78,3.16,2.08,0.12,0.12,0.07,0.19,0.19,0.27,0.18
586,John Stones,Manchester City,18,1310,0,0,0,1.33,1.33,0.00,10.53,10.46,0.09,0.09,0.00,0.09,0.09,0.72,0.72
587,Phil Jagielka,Everton,25,2066,0,0,0,0.80,0.80,0.00,3.92,3.91,0.04,0.04,0.00,0.04,0.04,0.17,0.17
589,James McCarthy,Everton,4,210,0,0,0,0.03,0.03,0.02,0.61,0.55,0.01,0.01,0.01,0.02,0.02,0.26,0.24
592,Ross Barkley,Chelsea,2,134,0,0,0,0.69,0.69,0.08,1.04,0.33,0.46,0.46,0.05,0.51,0.51,0.70,0.22
593,Aaron Lennon,Burnley,29,1933,0,0,2,0.67,0.67,1.24,3.44,1.81,0.03,0.03,0.06,0.09,0.09,0.16,0.08
595,Kevin Mirallas,Everton,5,140,0,0,0,0.19,0.19,0.06,0.29,0.04,0.12,0.12,0.04,0.16,0.16,0.19,0.03
597,Ramiro Funes Mori,Everton,4,119,0,0,0,0.05,0.05,0.00,0.02,0.02,0.03,0.03,0.00,0.03,0.03,0.02,0.02
603,Nathaniel Clyne,Liverpool,3,173,0,0,0,0.11,0.11,0.09,0.37,0.25,0.06,0.06,0.04,0.10,0.10,0.19,0.13
608,Alberto Moreno,Liverpool,16,1262,0,0,0,0.49,0.49,0.89,5.43,4.47,0.03,0.03,0.06,0.10,0.10,0.39,0.32
609,Joe Hart,West Ham,19,1710,0,0,1,0.00,0.00,0.59,1.19,0.59,0.00,0.00,0.03,0.03,0.03,0.06,0.03
610,Pablo Zabaleta,West Ham,37,3299,0,0,1,0.33,0.33,0.93,6.21,5.60,0.01,0.01,0.03,0.03,0.03,0.17,0.15
624,Willy Caballero,Chelsea,3,270,0,0,0,0.00,0.00,0.00,0.69,0.69,0.00,0.00,0.00,0.00,0.00,0.23,0.23
626,Eliaquim Mangala,Everton,11,605,0,0,0,0.18,0.18,0.02,3.76,3.74,0.03,0.03,0.00,0.03,0.03,0.56,0.56
635,Alex McCarthy,Southampton,18,1620,0,0,0,0.00,0.00,0.00,1.06,1.06,0.00,0.00,0.00,0.00,0.00,0.06,0.06
637,Hugo Lloris,Tottenham,36,3240,0,0,0,0.00,0.00,0.00,5.44,5.44,0.00,0.00,0.00,0.00,0.00,0.15,0.15
638,Kyle Walker,Manchester City,32,2792,0,0,6,0.72,0.72,4.84,23.75,20.83,0.02,0.02,0.16,0.18,0.18,0.77,0.67
639,Toby Alderweireld,Tottenham,14,1177,0,0,0,0.35,0.35,0.18,3.91,3.78,0.03,0.03,0.01,0.04,0.04,0.30,0.29
640,Jan Vertonghen,Tottenham,36,3209,0,0,0,0.81,0.81,1.02,11.75,11.01,0.02,0.02,0.03,0.05,0.05,0.33,0.31
641,Danny Rose,Tottenham,10,805,0,0,1,0.65,0.65,0.55,3.69,2.70,0.07,0.07,0.06,0.13,0.13,0.41,0.30
642,Mousa Dembélé,Tottenham,28,1882,0,0,0,0.36,0.36,0.60,9.48,9.02,0.02,0.02,0.03,0.05,0.05,0.45,0.43
643,Eric Dier,Tottenham,34,2832,0,0,2,1.48,1.48,1.85,12.89,10.94,0.05,0.05,0.06,0.11,0.11,0.41,0.35
650,Kevin Wimmer,Stoke,17,1318,0,0,0,0.07,0.07,0.16,1.95,1.89,0.00,0.00,0.01,0.02,0.02,0.13,0.13
651,Michel Vorm,Tottenham,1,90,0,0,0,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.02,0.02
652,Kieran Trippier,Tottenham,24,1910,0,0,5,0.43,0.43,4.26,10.06,6.74,0.02,0.02,0.20,0.22,0.22,0.47,0.32
653,Tom Carroll,Swansea,37,2564,0,0,4,0.77,0.77,3.90,6.02,4.83,0.03,0.03,0.14,0.16,0.16,0.21,0.17
654,Michael Carrick,Manchester United,2,110,0,0,0,0.40,0.40,0.04,0.81,0.41,0.33,0.33,0.03,0.36,0.36,0.66,0.33
669,Ashley Westwood,Burnley,19,1099,0,0,1,0.71,0.71,0.81,2.99,1.59,0.06,0.06,0.07,0.12,0.12,0.25,0.13
680,Thibaut Courtois,Chelsea,35,3150,0,0,0,0.00,0.00,0.00,3.67,3.67,0.00,0.00,0.00,0.00,0.00,0.10,0.10
694,Asmir Begovic,Bournemouth,38,3420,0,0,0,0.00,0.00,0.04,1.31,1.31,0.00,0.00,0.00,0.00,0.00,0.03,0.03
699,Gary Cahill,Chelsea,27,2075,0,0,0,0.46,0.46,0.08,7.35,7.22,0.02,0.02,0.00,0.02,0.02,0.32,0.31
705,Kasey Palmer,Huddersfield,4,165,0,0,0,0.08,0.08,0.05,0.15,0.07,0.04,0.04,0.03,0.07,0.07,0.08,0.04
706,Lukasz Fabianski,Swansea,38,3420,0,0,0,0.00,0.00,0.02,0.56,0.55,0.00,0.00,0.00,0.00,0.00,0.01,0.01
707,Angel Rangel,Swansea,4,154,0,0,0,0.00,0.00,0.12,0.50,0.50,0.00,0.00,0.07,0.07,0.07,0.29,0.29
718,Kyle Naughton,Swansea,34,3037,0,0,2,0.31,0.31,0.36,4.04,3.57,0.01,0.01,0.01,0.02,0.02,0.12,0.11
719,Wayne Routledge,Swansea,15,417,0,0,0,0.39,0.39,0.38,1.35,0.67,0.08,0.08,0.08,0.17,0.17,0.29,0.15
727,DeAndre Yedlin,Newcastle United,34,2838,0,0,2,0.14,0.14,2.10,5.39,3.43,0.00,0.00,0.07,0.07,0.07,0.17,0.11
736,Younes Kaboul,Watford,2,153,0,0,0,0.00,0.00,0.00,0.15,0.15,0.00,0.00,0.00,0.00,0.00,0.09,0.09
741,Jordan Pickford,Everton,38,3420,0,0,0,0.00,0.00,0.07,1.76,1.73,0.00,0.00,0.00,0.00,0.00,0.05,0.05
745,Kasper Schmeichel,Leicester,33,2968,0,0,0,0.00,0.00,0.06,3.88,3.82,0.00,0.00,0.00,0.00,0.00,0.12,0.12
746,Danny Simpson,Leicester,28,2325,0,0,0,0.13,0.13,0.15,3.45,3.19,0.01,0.01,0.01,0.01,0.01,0.13,0.12
748,Wes Morgan,Leicester,32,2817,0,0,0,1.93,1.93,0.41,3.25,3.03,0.06,0.06,0.01,0.07,0.07,0.10,0.10
749,Christian Fuchs,Leicester,25,1917,0,0,1,0.58,0.58,0.98,2.87,2.24,0.03,0.03,0.05,0.07,0.07,0.13,0.11
757,Jeffrey Schlupp,Crystal Palace,24,1753,0,0,1,1.04,1.04,1.18,2.76,1.48,0.05,0.05,0.06,0.11,0.11,0.14,0.08
759,Daniel Amartey,Leicester,8,487,0,0,0,0.00,0.00,0.00,0.27,0.27,0.00,0.00,0.00,0.00,0.00,0.05,0.05
763,Robert Elliot,Newcastle United,16,1440,0,0,0,0.00,0.00,0.00,0.76,0.76,0.00,0.00,0.00,0.00,0.00,0.05,0.05
780,Karl Darlow,Newcastle United,10,900,0,0,0,0.00,0.00,0.00,0.27,0.27,0.00,0.00,0.00,0.00,0.00,0.03,0.03
782,Ben Chilwell,Leicester,24,1855,0,0,2,0.22,0.22,2.61,7.10,4.94,0.01,0.01,0.13,0.14,0.14,0.34,0.24
783,Nathan Dyer,Swansea,24,1307,0,0,0,0.85,0.85,0.70,2.73,1.80,0.06,0.06,0.05,0.11,0.11,0.19,0.12
798,Martin Olsson,Swansea,36,3159,0,0,1,0.86,0.86,0.69,4.87,3.77,0.02,0.02,0.02,0.04,0.04,0.14,0.11
803,Ben Foster,West Bromwich Albion,37,3330,0,0,0,0.00,0.00,0.05,0.76,0.76,0.00,0.00,0.00,0.00,0.00,0.02,0.02
806,Gareth McAuley,West Bromwich Albion,9,454,0,0,0,0.00,0.00,0.00,0.28,0.28,0.00,0.00,0.00,0.00,0.00,0.06,0.06
808,Claudio Yacob,West Bromwich Albion,16,895,0,0,0,0.30,0.30,0.02,1.59,1.55,0.03,0.03,0.00,0.03,0.03,0.16,0.16
811,Saido Berahino,Stoke,15,467,0,0,1,1.74,0.98,0.37,1.45,0.10,0.34,0.19,0.07,0.41,0.26,0.28,0.02
820,Boaz Myhill,West Bromwich Albion,1,90,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
826,Benik Afobe,Bournemouth,17,524,0,0,0,1.45,1.45,0.11,1.96,0.59,0.25,0.25,0.02,0.27,0.27,0.34,0.10
830,Leon Britton,Swansea,5,308,0,0,0,0.00,0.00,0.00,0.69,0.69,0.00,0.00,0.00,0.00,0.00,0.20,0.20
831,Fraser Forster,Southampton,20,1800,0,0,0,0.00,0.00,0.00,1.16,1.16,0.00,0.00,0.00,0.00,0.00,0.06,0.06
832,Cuco Martina,Everton,21,1830,0,0,2,0.09,0.09,1.52,4.14,3.48,0.00,0.00,0.07,0.08,0.08,0.20,0.17
833,Virgil van Dijk,Liverpool,26,2252,0,0,0,1.94,1.94,2.32,8.61,8.22,0.08,0.08,0.09,0.17,0.17,0.34,0.33
834,José Fonte,West Ham,8,696,0,0,1,0.41,0.41,0.51,0.89,0.84,0.05,0.05,0.07,0.12,0.12,0.12,0.11
835,Ryan Bertrand,Southampton,35,3138,0,0,4,2.02,2.02,2.82,8.79,6.15,0.06,0.06,0.08,0.14,0.14,0.25,0.18
847,Cédric Soares,Southampton,32,2800,0,0,3,0.67,0.67,3.48,6.27,4.60,0.02,0.02,0.11,0.13,0.13,0.20,0.15
849,Chancel Mbemba,Newcastle United,9,673,0,0,0,0.00,0.00,0.60,1.10,0.96,0.00,0.00,0.08,0.08,0.08,0.15,0.13
853,Paul Dummett,Newcastle United,20,1603,0,0,0,0.23,0.23,0.71,2.53,1.81,0.01,0.01,0.04,0.05,0.05,0.14,0.10
856,Jack Butland,Stoke,35,3150,0,0,0,0.00,0.00,0.02,1.54,1.51,0.00,0.00,0.00,0.00,0.00,0.04,0.04
857,Phil Bardsley,Burnley,13,1130,0,0,0,0.03,0.03,0.30,1.89,1.64,0.00,0.00,0.02,0.03,0.03,0.15,0.13
859,Geoff Cameron,Stoke,20,1526,0,0,0,0.19,0.19,0.10,0.74,0.63,0.01,0.01,0.01,0.02,0.02,0.04,0.04
863,Jonathan Walters,Burnley,3,29,0,0,0,0.18,0.18,0.00,0.18,0.00,0.56,0.56,0.00,0.56,0.56,0.56,0.00
864,Ibrahim Afellay,Stoke,6,157,0,0,0,0.00,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.03,0.03
867,Stephen Ireland,Stoke,4,124,0,0,0,0.49,0.49,0.03,0.56,0.04,0.35,0.35,0.02,0.38,0.38,0.40,0.03
