Name,Team,Age,Position,Apps,Mins,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating
Eden Hazard,Chelsea,32,Forward,38,3379,14,9,2.0526315789473686,2.6315789473684212,4.7631578947368425,2.973684210526316,0.10526315789473684,2.710526315789474,2.1052631578947367,7.9568421052631555
Alexis Sánchez,Arsenal,34,Forward,35,2953,16,8,3.4857142857142858,2.342857142857143,3.2857142857142856,2.057142857142857,0.22857142857142856,3.3142857142857145,2.1142857142857143,7.810857142857141
Sergio Agüero,Man City,35,Forward,33,2540,26,8,4.484848484848484,1.0,2.6363636363636362,0.7575757575757576,1.0,2.727272727272727,1.9393939393939394,7.671515151515152
Cesc Fàbregas,Chelsea,36,Midfielder,34,2890,3,18,1.2647058823529411,2.7941176470588234,1.0588235294117647,1.0588235294117647,0.029411764705882353,1.411764705882353,1.0,7.618529411764706
Santi Cazorla,Arsenal,38,Midfielder,37,2992,7,11,2.5135135135135136,2.108108108108108,2.3513513513513513,1.6486486486486487,0.05405405405405406,1.4864864864864864,1.0,7.599459459459461
Mesut Özil,Arsenal,34,Midfielder,22,1860,4,5,1.3181818181818181,3.1363636363636362,2.3636363636363638,1.1818181818181819,0.4090909090909091,1.6818181818181819,1.4545454545454546,7.569545454545454
Mile Jedinak,Crystal Palace,39,Midfielder,24,2081,5,3,1.2916666666666667,0.5833333333333334,0.125,1.3333333333333333,0.0,0.375,0.20833333333333334,7.545833333333334
David Silva,Man City,37,Midfielder,32,2661,12,7,2.0625,2.875,1.59375,1.40625,0.0625,2.3125,1.3125,7.526875000000001
Phil Jones,Man Utd,31,Defender,22,1879,0,0,0.13636363636363635,0.22727272727272727,0.7272727272727273,1.3181818181818181,0.045454545454545456,0.18181818181818182,0.18181818181818182,7.50909090909091
Morgan Schneiderlin,Southampton,33,Midfielder,26,2188,4,1,1.1923076923076923,0.7692307692307693,0.6153846153846154,0.7307692307692307,0.038461538461538464,0.7692307692307693,0.5769230769230769,7.506153846153849
Nemanja Matic,Chelsea,35,Midfielder,36,3124,1,3,0.8055555555555556,0.6666666666666666,1.5,0.6111111111111112,0.19444444444444445,1.1944444444444444,0.4722222222222222,7.497777777777778
Francis Coquelin,Arsenal,32,Midfielder,22,1663,0,0,0.22727272727272727,0.22727272727272727,1.0,0.7727272727272727,0.045454545454545456,1.1363636363636365,0.5909090909090909,7.468636363636363
Victor Moses,Stoke,32,Midfielder,19,1455,3,3,2.1578947368421053,1.6842105263157894,3.3157894736842106,1.8421052631578947,0.15789473684210525,1.8421052631578947,1.9473684210526316,7.445263157894736
Diego Costa,Chelsea,34,Forward,26,2085,20,3,2.923076923076923,1.5769230769230769,1.0769230769230769,0.9615384615384616,0.9615384615384616,2.6923076923076925,2.1538461538461537,7.429230769230768
Robert Huth,Leicester,39,Defender,14,1180,1,0,1.1428571428571428,0.0,0.07142857142857142,0.5,0.07142857142857142,0.2857142857142857,0.2857142857142857,7.416428571428573
Yaya Touré,Man City,40,Midfielder,29,2357,10,1,3.0689655172413794,1.1379310344827587,1.7586206896551724,0.6206896551724138,0.0,1.3103448275862069,0.8275862068965517,7.402758620689656
James Tomkins,West Ham,34,Defender,22,1852,1,3,0.8181818181818182,0.45454545454545453,0.13636363636363635,1.0,0.0,0.09090909090909091,0.13636363636363635,7.401818181818182
Laurent Koscielny,Arsenal,37,Defender,27,2288,3,0,0.2962962962962963,0.07407407407407407,0.25925925925925924,0.6296296296296297,0.1111111111111111,0.18518518518518517,0.2962962962962963,7.40037037037037
Federico Fazio,Tottenham,36,Defender,20,1777,0,0,0.55,0.15,0.35,0.35,0.0,0.15,0.5,7.389
Gaël Clichy,Man City,38,Defender,23,2058,1,3,0.34782608695652173,1.1304347826086956,1.0434782608695652,0.391304347826087,0.08695652173913043,0.6521739130434783,0.6521739130434783,7.375217391304349
Gabriel Paulista,Arsenal,32,Defender,6,349,0,1,0.3333333333333333,0.16666666666666666,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,7.361666666666667
Boaz Myhill,WBA,40,Goalkeeper,11,934,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.356363636363636
Chris Smalling,Man Utd,33,Defender,25,1880,4,0,0.68,0.2,0.64,0.44,0.0,0.32,0.2,7.343999999999999
Jonás Gutiérrez,Newcastle,40,Midfielder,10,634,1,1,1.0,0.5,3.0,1.8,0.0,1.0,0.6,7.3420000000000005
Philippe Coutinho,Liverpool,31,Midfielder,35,2801,5,5,2.942857142857143,1.6857142857142857,3.1142857142857143,1.3714285714285714,0.2,1.7428571428571429,2.057142857142857,7.337142857142855
Nacho Monreal,Arsenal,37,Defender,28,2311,0,1,0.14285714285714285,0.42857142857142855,0.25,0.6785714285714286,0.03571428571428571,0.07142857142857142,0.35714285714285715,7.332142857142856
Ander Herrera,Man Utd,34,Midfielder,26,1869,6,4,1.4230769230769231,1.0,1.0,1.5,0.07692307692307693,0.9615384615384616,0.5384615384615384,7.331153846153849
Curtis Davies,Hull,38,Defender,21,1815,0,0,0.5714285714285714,0.09523809523809523,0.23809523809523808,0.47619047619047616,0.0,0.09523809523809523,0.2857142857142857,7.324761904761904
Aleksandar Kolarov,Man City,37,Defender,21,1486,2,3,1.2857142857142858,1.0952380952380953,0.6666666666666666,0.9047619047619048,0.09523809523809523,0.5714285714285714,0.47619047619047616,7.320476190476189
Jussi Jääskeläinen,West Ham,48,Goalkeeper,1,27,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3
Harry Kane,Tottenham,30,Forward,34,2582,21,4,3.2941176470588234,0.7941176470588235,1.4705882352941178,1.2941176470588236,1.0,2.823529411764706,2.1176470588235294,7.280882352941176
Andy Carroll,West Ham,34,Forward,14,1027,5,1,2.642857142857143,0.7857142857142857,0.07142857142857142,1.3571428571428572,0.07142857142857142,1.5,1.7142857142857142,7.279285714285715
Wayne Rooney,Man Utd,37,Forward,33,2877,12,5,2.393939393939394,1.3636363636363635,1.1515151515151516,0.7272727272727273,0.42424242424242425,1.878787878787879,1.303030303030303,7.276060606060605
Raheem Sterling,Liverpool,28,Forward,35,3053,7,7,2.4,2.142857142857143,2.942857142857143,2.6857142857142855,0.45714285714285713,2.1714285714285713,2.342857142857143,7.273428571428569
Leroy Fer,QPR,33,Midfielder,29,2368,6,2,1.8620689655172413,1.6551724137931034,2.0344827586206895,1.793103448275862,0.034482758620689655,1.8275862068965518,1.4482758620689655,7.272068965517241
Phil Jagielka,Everton,41,Defender,37,3286,4,0,0.40540540540540543,0.05405405405405406,0.21621621621621623,0.8918918918918919,0.0,0.32432432432432434,0.3783783783783784,7.269189189189189
Jason Shackell,Burnley,39,Defender,38,3347,0,0,0.23684210526315788,0.23684210526315788,0.05263157894736842,1.263157894736842,0.0,0.07894736842105263,0.23684210526315788,7.262631578947372
Leighton Baines,Everton,38,Defender,31,2774,2,9,0.7096774193548387,2.2580645161290325,0.9032258064516129,1.5806451612903225,0.22580645161290322,0.5161290322580645,0.5483870967741935,7.262258064516129
Marcos Rojo,Man Utd,33,Defender,22,1765,0,0,0.7272727272727273,0.45454545454545453,0.3181818181818182,0.18181818181818182,0.045454545454545456,0.18181818181818182,0.22727272727272727,7.261363636363637
Branislav Ivanovic,Chelsea,39,Defender,38,3420,4,5,1.1578947368421053,0.9210526315789473,0.7631578947368421,0.6842105263157895,0.10526315789473684,0.631578947368421,0.5526315789473685,7.252894736842102
Mathieu Debuchy,Arsenal,38,Defender,10,808,1,0,0.8,0.2,0.6,1.0,0.4,0.4,1.2,7.239
César Azpilicueta,Chelsea,34,Defender,29,2484,0,3,0.2413793103448276,0.5862068965517241,0.27586206896551724,0.4827586206896552,0.0,0.1724137931034483,0.4827586206896552,7.238965517241381
Ashley Young,Man Utd,38,Defender,26,2068,2,5,1.1153846153846154,1.3076923076923077,1.4615384615384615,1.0384615384615385,0.07692307692307693,0.6153846153846154,0.8846153846153846,7.233076923076922
Antonio Valencia,Man Utd,38,Defender,32,2584,0,2,0.1875,0.8125,1.3125,0.71875,0.09375,0.34375,0.5625,7.2328125
